Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR1756182_2	(1.0, 7.752324668107559)	(2.0, 1.7263244210827973)	(3.0, 1.0018834373923133)	(4.0, 0.7302388736305344)	(5.0, 0.5837488620757)	(6.0, 0.4818651352620218)	(7.0, 0.41938289989806476)	(8.0, 0.3603335191708718)	(9.0, 0.36242063565375593)	('>10', 5.891400988918557)	('>50', 2.897263002951753)	('>100', 9.23645476573963)	('>500', 4.324579425616458)	('>1k', 13.596757787129002)	('>5k', 6.795183616387035)	('>10k+', 43.83983796098395)
ERR1756183_1	(1.0, 24.026911485273114)	(2.0, 3.263600955047636)	(3.0, 1.6934535195719038)	(4.0, 1.097760795779882)	(5.0, 0.8312333860109171)	(6.0, 0.6766729253742761)	(7.0, 0.5462425451023128)	(8.0, 0.4681043382310181)	(9.0, 0.42269930131798017)	('>10', 6.792070280635071)	('>50', 3.4624116317239357)	('>100', 9.079329940455786)	('>500', 5.322669664245097)	('>1k', 10.961286487807707)	('>5k', 5.680575277655241)	('>10k+', 25.674977465768134)
ERR1756183_2	(1.0, 17.478186451431576)	(2.0, 2.741729172203276)	(3.0, 1.4498829870925982)	(4.0, 1.0421805954673162)	(5.0, 0.7486442639129092)	(6.0, 0.6559693435570819)	(7.0, 0.5679859563792443)	(8.0, 0.4658343244846376)	(9.0, 0.4196978409730867)	('>10', 6.828066863884552)	('>50', 3.431019617572474)	('>100', 8.650844716167446)	('>500', 5.222915879954333)	('>1k', 12.67460050586053)	('>5k', 8.887068720061423)	('>10k+', 28.735372760997514)
ERR1756186_1	(1.0, 19.272338691275024)	(2.0, 2.9796250982992567)	(3.0, 1.5987791001411424)	(4.0, 1.0875156161930428)	(5.0, 0.8684774223688463)	(6.0, 0.7122214914980496)	(7.0, 0.5972356215696152)	(8.0, 0.5292451138761584)	(9.0, 0.45834671161063717)	('>10', 7.825179819491581)	('>50', 4.000383530268878)	('>100', 10.471563229793713)	('>500', 5.176085941940159)	('>1k', 11.892938999899267)	('>5k', 2.10798147849441)	('>10k+', 30.422082133280213)
ERR1756186_2	(1.0, 19.16878738075448)	(2.0, 2.7281058060791126)	(3.0, 1.4448151284936637)	(4.0, 0.9882231981548165)	(5.0, 0.7582804608347516)	(6.0, 0.6056791655730485)	(7.0, 0.5175481245892081)	(8.0, 0.46444842373860196)	(9.0, 0.4118797592344371)	('>10', 6.476482641255943)	('>50', 3.203428248203397)	('>100', 8.969505089780707)	('>500', 4.677295315530985)	('>1k', 14.849462502938318)	('>5k', 4.463970683508218)	('>10k+', 30.272088071330316)
ERR1756192_1	(1.0, 26.471767080546787)	(2.0, 3.930150805239678)	(3.0, 2.2468121099609615)	(4.0, 1.5970976336163882)	(5.0, 1.1191747778260956)	(6.0, 1.0067739502890498)	(7.0, 0.8120997009008708)	(8.0, 0.7360273927672524)	(9.0, 0.5987933352860373)	('>10', 10.172298847342631)	('>50', 4.040212149175873)	('>100', 12.012181554763698)	('>500', 4.411354632302899)	('>1k', 10.487609521768704)	('>5k', 7.1466854286978725)	('>10k+', 13.210961079515199)
ERR1756192_2	(1.0, 23.778855058815726)	(2.0, 3.722986551442642)	(3.0, 2.140076838992589)	(4.0, 1.4685701076707356)	(5.0, 1.2309113128220945)	(6.0, 1.0212019472256255)	(7.0, 0.7861110586915305)	(8.0, 0.8131374028540075)	(9.0, 0.6630370100539025)	('>10', 9.73101248592487)	('>50', 4.439238350914875)	('>100', 11.171453607546537)	('>500', 3.7906015780953832)	('>1k', 24.30843524804481)	('>5k', 8.697743289583395)	('>10k+', 2.23662815132127)
ERR1756203_1	(1.0, 20.543231393869497)	(2.0, 3.274729325050051)	(3.0, 1.7396893614311002)	(4.0, 1.2066827407512877)	(5.0, 0.9169242035388248)	(6.0, 0.7686945612432647)	(7.0, 0.6779245503684057)	(8.0, 0.5856271759070981)	(9.0, 0.5516177716464837)	('>10', 9.08799411555084)	('>50', 4.447791753447633)	('>100', 11.197619304464535)	('>500', 4.64070553884426)	('>1k', 10.729435630046396)	('>5k', 4.446667438039785)	('>10k+', 25.18466513580055)
ERR1756203_2	(1.0, 21.380271851800046)	(2.0, 3.1329414437599215)	(3.0, 1.6719957743700042)	(4.0, 1.110997979367214)	(5.0, 0.842014036119322)	(6.0, 0.6926635600161474)	(7.0, 0.5971351369318487)	(8.0, 0.5525459102333816)	(9.0, 0.5085398559148907)	('>10', 7.905504019775678)	('>50', 3.5391906568971154)	('>100', 11.036824838605835)	('>500', 5.58257625637223)	('>1k', 12.5680052204135)	('>5k', 5.719102898923156)	('>10k+', 23.159690560499712)
ERR1756220_1	(1.0, 3.266589031297119)	(2.0, 1.020908522490191)	(3.0, 0.6776455391740962)	(4.0, 0.5149530815509183)	(5.0, 0.4212310540264555)	(6.0, 0.3436622276343929)	(7.0, 0.3137628916595844)	(8.0, 0.27746679017985026)	(9.0, 0.2356980168838711)	('>10', 4.246635487061303)	('>50', 2.012260564673395)	('>100', 6.495337842463577)	('>500', 3.3637759330367314)	('>1k', 12.577489741029254)	('>5k', 7.6402015198902)	('>10k+', 56.592381756949074)
ERR1756220_2	(1.0, 7.4164800028896485)	(2.0, 1.6561209361292053)	(3.0, 0.9753256712759166)	(4.0, 0.7213817239390862)	(5.0, 0.5487469702586276)	(6.0, 0.47733365656009813)	(7.0, 0.42239927952381784)	(8.0, 0.3672280596162087)	(9.0, 0.3400748260455228)	('>10', 5.670940038016882)	('>50', 2.6939229800135176)	('>100', 8.625133281171479)	('>500', 4.734191428089676)	('>1k', 14.223391307579133)	('>5k', 8.164676738646767)	('>10k+', 42.9626531002444)
ERR1756221_1	(1.0, 2.870730590368384)	(2.0, 0.9792197870976521)	(3.0, 0.6507972260693011)	(4.0, 0.4889673868846091)	(5.0, 0.4000250086747253)	(6.0, 0.35527094171436513)	(7.0, 0.3016229177083436)	(8.0, 0.2566657923679455)	(9.0, 0.22149608094537582)	('>10', 3.8421488320497197)	('>50', 1.9935459518603975)	('>100', 6.273204369539844)	('>500', 4.09199186284839)	('>1k', 13.209516184931559)	('>5k', 9.824411154671214)	('>10k+', 54.24038591226819)
ERR1756221_2	(1.0, 4.706137994950149)	(2.0, 1.2246412485097173)	(3.0, 0.7948679480825792)	(4.0, 0.6123696316173189)	(5.0, 0.4780698162581652)	(6.0, 0.4266888125360327)	(7.0, 0.3556760222695695)	(8.0, 0.3118431850209643)	(9.0, 0.2847371872287362)	('>10', 4.8358825627048585)	('>50', 2.4644517977588127)	('>100', 7.471798508514213)	('>500', 4.182205090875151)	('>1k', 14.120576583831673)	('>5k', 8.469001002067337)	('>10k+', 49.26105260777474)
ERR1756224_1	(1.0, 22.889117604790226)	(2.0, 3.4908173333465875)	(3.0, 1.9252551931397763)	(4.0, 1.364583869968529)	(5.0, 1.0876023701179176)	(6.0, 0.8463338650632141)	(7.0, 0.7637479431534736)	(8.0, 0.6854988453740796)	(9.0, 0.5899478289004201)	('>10', 9.368175190247886)	('>50', 4.180439184629413)	('>100', 10.586608944506487)	('>500', 5.904762536613517)	('>1k', 8.653296806114152)	('>5k', 4.989026751089831)	('>10k+', 22.674785732944496)
ERR1756224_2	(1.0, 19.738464096341275)	(2.0, 3.2125762652457026)	(3.0, 1.7805653865978919)	(4.0, 1.231751281909056)	(5.0, 0.8956587020134564)	(6.0, 0.75243010804178)	(7.0, 0.6481881437330875)	(8.0, 0.6204878798444139)	(9.0, 0.5568875458101127)	('>10', 8.506377504872528)	('>50', 4.20557438565573)	('>100', 12.021168327638698)	('>500', 6.304942683495852)	('>1k', 19.623623352824744)	('>5k', 0.0)	('>10k+', 19.901304335975663)
ERR1756228_1	(1.0, 19.217945066671398)	(2.0, 3.114936929572796)	(3.0, 1.6972648426786408)	(4.0, 1.1829354665569363)	(5.0, 0.9440164514170978)	(6.0, 0.7961544411106919)	(7.0, 0.6779625211985121)	(8.0, 0.5705195520341003)	(9.0, 0.5033303022131054)	('>10', 8.794712049323557)	('>50', 4.274950672295784)	('>100', 10.877512390760897)	('>500', 4.6446420421287975)	('>1k', 12.72128960233314)	('>5k', 3.448079055894372)	('>10k+', 26.53374861381017)
ERR1756228_2	(1.0, 18.544120814780072)	(2.0, 3.027492223288221)	(3.0, 1.6038428120828403)	(4.0, 1.1097300469034455)	(5.0, 0.9494360929875709)	(6.0, 0.7993457731467717)	(7.0, 0.6680321636659114)	(8.0, 0.5288286510702253)	(9.0, 0.5183507721241747)	('>10', 8.518813293815793)	('>50', 4.331978293898671)	('>100', 10.029862969433944)	('>500', 6.729754863243316)	('>1k', 15.682348585087654)	('>5k', 6.109906365660386)	('>10k+', 20.848156278811018)
ERR1756232_1	(1.0, 19.97289711452146)	(2.0, 2.9826461218862486)	(3.0, 1.609450644595143)	(4.0, 1.1336931228602398)	(5.0, 0.8544876927549775)	(6.0, 0.7195717892880533)	(7.0, 0.6178874828900862)	(8.0, 0.5924224084089322)	(9.0, 0.4422203873645612)	('>10', 8.050611609176652)	('>50', 4.156294549976018)	('>100', 10.524801326274815)	('>500', 4.03009923939046)	('>1k', 11.237003814078388)	('>5k', 3.7119409062437976)	('>10k+', 29.36397179029018)
ERR1756232_2	(1.0, 18.21297237071103)	(2.0, 2.813338240903444)	(3.0, 1.553987280436286)	(4.0, 1.0836088414695733)	(5.0, 0.8568499203149298)	(6.0, 0.6924712969385494)	(7.0, 0.6291763109069467)	(8.0, 0.5480580972865063)	(9.0, 0.4693771682094172)	('>10', 8.11083278892138)	('>50', 4.130619455032209)	('>100', 10.649464282547088)	('>500', 5.404245220104324)	('>1k', 12.53955249252102)	('>5k', 1.0849474616233064)	('>10k+', 31.22049877207399)
ERR1756234_1	(1.0, 4.940589476944253)	(2.0, 1.0744870020667514)	(3.0, 0.6280983701469968)	(4.0, 0.4645659780873822)	(5.0, 0.38667537836724325)	(6.0, 0.3176595264703325)	(7.0, 0.26379651204580956)	(8.0, 0.259415809489649)	(9.0, 0.2159382560264253)	('>10', 3.8130599281164397)	('>50', 1.7305974382866767)	('>100', 5.600792677229966)	('>500', 3.2494928053057053)	('>1k', 10.54849116403187)	('>5k', 4.845867110749111)	('>10k+', 61.66047256663539)
ERR1756234_2	(1.0, 4.081944590721228)	(2.0, 0.9606349809469151)	(3.0, 0.5784929064372325)	(4.0, 0.42885459784549695)	(5.0, 0.3443383061597368)	(6.0, 0.2909909755866261)	(7.0, 0.25044168014604246)	(8.0, 0.22901186162691112)	(9.0, 0.21214804656937794)	('>10', 3.391483747482665)	('>50', 1.521458135164645)	('>100', 4.6955213022507)	('>500', 2.7478860133177125)	('>1k', 9.427665894781203)	('>5k', 5.343616160980732)	('>10k+', 65.49551079998277)
ERR1756237_1	(1.0, 31.023646170400365)	(2.0, 4.192793942940474)	(3.0, 2.2006795475319714)	(4.0, 1.4866522736847871)	(5.0, 1.149862891873651)	(6.0, 0.9144012483511145)	(7.0, 0.8338625782968058)	(8.0, 0.7413665065277537)	(9.0, 0.6491066999201325)	('>10', 9.239671342003842)	('>50', 4.451058320532646)	('>100', 10.594320795357886)	('>500', 2.945451085623345)	('>1k', 10.030965626140521)	('>5k', 3.619124777379638)	('>10k+', 15.927036193435077)
ERR1756237_2	(1.0, 29.695014506429274)	(2.0, 4.253893060283028)	(3.0, 2.1984798631445828)	(4.0, 1.5700477437667968)	(5.0, 1.1779054345376192)	(6.0, 0.9996851470103889)	(7.0, 0.8611590442930396)	(8.0, 0.7779274660746187)	(9.0, 0.6652332522806917)	('>10', 10.827435180154236)	('>50', 4.921971591098844)	('>100', 12.984771385293628)	('>500', 5.721518726096318)	('>1k', 8.97024731902022)	('>5k', 3.997560795911475)	('>10k+', 10.377149484605233)
ERR1756246_1	(1.0, 18.968562237498922)	(2.0, 2.8181000181725766)	(3.0, 1.416171726584991)	(4.0, 0.9417637824079136)	(5.0, 0.707441611607918)	(6.0, 0.5363544740866613)	(7.0, 0.46442230463115675)	(8.0, 0.3834208675577538)	(9.0, 0.36254196313842285)	('>10', 5.296781399218521)	('>50', 2.8008322292638677)	('>100', 8.509122557317228)	('>500', 4.408761609381702)	('>1k', 10.30966348352177)	('>5k', 6.75883951668169)	('>10k+', 35.317220218928924)
ERR1756246_2	(1.0, 16.991310402078646)	(2.0, 2.357491684490092)	(3.0, 1.2257988635269137)	(4.0, 0.8005358133217823)	(5.0, 0.5941077962250397)	(6.0, 0.5170414826193734)	(7.0, 0.43126892782561876)	(8.0, 0.3484633083542158)	(9.0, 0.30126848780131266)	('>10', 4.725521388463276)	('>50', 2.2724503404508165)	('>100', 6.53490978773225)	('>500', 3.324487647902355)	('>1k', 10.147568608073989)	('>5k', 6.466265494035299)	('>10k+', 42.96150996709903)
ERR1756249_1	(1.0, 25.577769138228433)	(2.0, 3.262483392223618)	(3.0, 1.6517547595184165)	(4.0, 1.164061570955292)	(5.0, 0.8557895270583175)	(6.0, 0.7398683091832953)	(7.0, 0.6085890556234385)	(8.0, 0.5314194230856866)	(9.0, 0.5170406749080867)	('>10', 7.748134554301959)	('>50', 4.061684746463659)	('>100', 9.796933171363358)	('>500', 5.202289698742313)	('>1k', 9.195581363478038)	('>5k', 2.365104165523029)	('>10k+', 26.721496449343068)
ERR1756249_2	(1.0, 23.248432382591595)	(2.0, 3.0661314838843317)	(3.0, 1.5791242146231406)	(4.0, 1.0371460146067748)	(5.0, 0.8324961714685263)	(6.0, 0.6602597519019762)	(7.0, 0.5757965145419968)	(8.0, 0.5033815483490814)	(9.0, 0.4503295575666514)	('>10', 7.489258769807402)	('>50', 4.071523807421715)	('>100', 10.862983321172745)	('>500', 5.382625465917829)	('>1k', 10.821649487917465)	('>5k', 1.8320586047409233)	('>10k+', 27.58680290348786)
ERR1756250_1	(1.0, 29.413820403396464)	(2.0, 4.0849955896725865)	(3.0, 2.188304939663915)	(4.0, 1.4830902092794493)	(5.0, 1.1252040929851912)	(6.0, 0.993528278490547)	(7.0, 0.8307130285561811)	(8.0, 0.6800335031100593)	(9.0, 0.6288259708305979)	('>10', 9.886798285475926)	('>50', 4.280664015143775)	('>100', 10.584880186959147)	('>500', 2.904898791144733)	('>1k', 7.988993014268106)	('>5k', 9.332909188021615)	('>10k+', 13.5923405030017)
ERR1756250_2	(1.0, 27.59533215219735)	(2.0, 4.111788698343174)	(3.0, 2.200490490251949)	(4.0, 1.541297553371404)	(5.0, 1.1639290997331884)	(6.0, 1.0527627546234657)	(7.0, 0.8407872609483255)	(8.0, 0.8162872100888989)	(9.0, 0.6719148802138029)	('>10', 10.910904716831181)	('>50', 4.798074632975278)	('>100', 11.607589552520741)	('>500', 6.48567844000404)	('>1k', 14.466560429761802)	('>5k', 3.0068133229960092)	('>10k+', 8.729788805139393)
ERR1756254_1	(1.0, 25.090741562684265)	(2.0, 3.6541114049119687)	(3.0, 1.9416069676913998)	(4.0, 1.2892599684044233)	(5.0, 1.0066164630386703)	(6.0, 0.8553784820242956)	(7.0, 0.6587415683283685)	(8.0, 0.6430924016172811)	(9.0, 0.5372749530871452)	('>10', 8.88502539459318)	('>50', 4.58847727642999)	('>100', 10.793195837670188)	('>500', 5.194695706403927)	('>1k', 8.246259563490963)	('>5k', 6.569498794219449)	('>10k+', 20.046023655404493)
ERR1756254_2	(1.0, 24.94096358813563)	(2.0, 3.6153954581714927)	(3.0, 1.8830384545940309)	(4.0, 1.300432785312119)	(5.0, 0.9809995185273583)	(6.0, 0.7965781309823091)	(7.0, 0.6661607144009287)	(8.0, 0.586597917564577)	(9.0, 0.5420099905442165)	('>10', 9.022643287531995)	('>50', 4.603065973306897)	('>100', 11.95410311923624)	('>500', 5.6065779864448935)	('>1k', 14.183826822340864)	('>5k', 0.0)	('>10k+', 19.31760625290643)
ERR1756258_1	(1.0, 25.587146225459556)	(2.0, 3.651078951300378)	(3.0, 1.896688754321752)	(4.0, 1.297679708889762)	(5.0, 0.9947507779120142)	(6.0, 0.8072373165079786)	(7.0, 0.6650366834102859)	(8.0, 0.5577197510289923)	(9.0, 0.5125553212006935)	('>10', 8.434947337386406)	('>50', 3.8972530589687837)	('>100', 11.021405933021907)	('>500', 4.703893414904951)	('>1k', 10.702895084558387)	('>5k', 3.6644398172764574)	('>10k+', 21.605271863851694)
ERR1756258_2	(1.0, 22.215383064390952)	(2.0, 3.2449767115270776)	(3.0, 1.725920877509823)	(4.0, 1.1973990094358062)	(5.0, 0.9003537634265755)	(6.0, 0.7433931978470684)	(7.0, 0.6486397472215516)	(8.0, 0.5288820788483279)	(9.0, 0.4753147122582544)	('>10', 7.657947420542022)	('>50', 3.380181951726171)	('>100', 10.85335099854773)	('>500', 5.303846304849952)	('>1k', 18.190089949403067)	('>5k', 8.443928130897289)	('>10k+', 14.490392081568338)
ERR1756259_1	(1.0, 21.931750099318844)	(2.0, 3.2818398560599724)	(3.0, 1.7355358083751997)	(4.0, 1.2188288387425847)	(5.0, 0.9532149519617499)	(6.0, 0.7652347706223428)	(7.0, 0.6663166806975087)	(8.0, 0.5699190552950449)	(9.0, 0.5013926753736503)	('>10', 8.756846901539147)	('>50', 4.209765744964144)	('>100', 10.766683277134252)	('>500', 5.530799721395104)	('>1k', 10.727495410353518)	('>5k', 2.3027449755502243)	('>10k+', 26.081631232616708)
ERR1756259_2	(1.0, 21.962774133329805)	(2.0, 3.0732079009826836)	(3.0, 1.644701536436697)	(4.0, 1.0987219251461227)	(5.0, 0.8423970813500246)	(6.0, 0.6679299385720183)	(7.0, 0.5984579139025973)	(8.0, 0.5351095220396697)	(9.0, 0.45075874681937983)	('>10', 7.82701184545556)	('>50', 3.697066885386105)	('>100', 10.271320873095565)	('>500', 5.491549125289845)	('>1k', 16.112920095664144)	('>5k', 5.756762719336255)	('>10k+', 19.96930975719354)
ERR1756270_1	(1.0, 13.789043781093499)	(2.0, 2.398363826700829)	(3.0, 1.3059905120140147)	(4.0, 0.9322875725872521)	(5.0, 0.7045319758656473)	(6.0, 0.6034791125976422)	(7.0, 0.5232950372051159)	(8.0, 0.4713558841212306)	(9.0, 0.41359297136235623)	('>10', 6.61215780897648)	('>50', 2.879609191330629)	('>100', 8.661287755620895)	('>500', 4.6408082907824735)	('>1k', 11.84528588464752)	('>5k', 8.419359513502716)	('>10k+', 35.799550881591706)
ERR1756270_2	(1.0, 16.362503833678502)	(2.0, 2.5465208411651257)	(3.0, 1.373221734283624)	(4.0, 0.9751983691417596)	(5.0, 0.742028352581385)	(6.0, 0.5866908577908709)	(7.0, 0.5408842871850835)	(8.0, 0.47693098708058007)	(9.0, 0.407630206699399)	('>10', 6.868683475899652)	('>50', 3.2760033208049557)	('>100', 9.043067119160861)	('>500', 4.952651021843381)	('>1k', 11.881223832292754)	('>5k', 8.526013416502353)	('>10k+', 31.44074834388972)
ERR1756280_1	(1.0, 14.098079768210885)	(2.0, 2.309670302176707)	(3.0, 1.2830978139949607)	(4.0, 0.8701785066464827)	(5.0, 0.6983603939857136)	(6.0, 0.5673257815656653)	(7.0, 0.48413336799402895)	(8.0, 0.43251056205745686)	(9.0, 0.3544200465118205)	('>10', 6.276448038837784)	('>50', 2.772042524150002)	('>100', 8.477345064315372)	('>500', 4.106844148680599)	('>1k', 13.708944440845178)	('>5k', 7.969447178019329)	('>10k+', 35.59115206200802)
ERR1756280_2	(1.0, 14.919966587384861)	(2.0, 2.4621250693394687)	(3.0, 1.2945298601563497)	(4.0, 0.9252273991294281)	(5.0, 0.7223815594510278)	(6.0, 0.5622419302827542)	(7.0, 0.5001289061996826)	(8.0, 0.42679513409560826)	(9.0, 0.40737244576905346)	('>10', 6.477121597875617)	('>50', 3.161433146867231)	('>100', 8.650248173656802)	('>500', 4.187916043357428)	('>1k', 13.677690980211244)	('>5k', 8.481839667307744)	('>10k+', 33.1429814989157)
ERR1756293_1	(1.0, 30.165758026323036)	(2.0, 4.855994272812379)	(3.0, 2.732529324301999)	(4.0, 1.6410595297097856)	(5.0, 1.3106448592984195)	(6.0, 1.232446720634396)	(7.0, 0.9906933201167465)	(8.0, 0.7841841511096426)	(9.0, 0.842557409548984)	('>10', 11.360757750977477)	('>50', 4.8268076435927085)	('>100', 11.867393578941572)	('>500', 4.133487526846192)	('>1k', 11.18233382895534)	('>5k', 4.905005782256732)	('>10k+', 7.168346274574591)
ERR1756293_2	(1.0, 28.9960900930668)	(2.0, 4.695192466545515)	(3.0, 2.5722782091524863)	(4.0, 1.8635387411201056)	(5.0, 1.3574536042733631)	(6.0, 1.2621840409714191)	(7.0, 0.9135965636874277)	(8.0, 0.9648108376011895)	(9.0, 0.7880389889311085)	('>10', 11.022082713805826)	('>50', 4.2623492483066245)	('>100', 13.555261853626302)	('>500', 3.6868770306734953)	('>1k', 11.419131009416818)	('>5k', 12.64111459882152)	('>10k+', 0.0)
ERR1756296_1	(1.0, 22.772994308976973)	(2.0, 3.6042935456913727)	(3.0, 1.92302519287433)	(4.0, 1.3784360517035286)	(5.0, 1.020526031335502)	(6.0, 0.8958568568662941)	(7.0, 0.7009870789116289)	(8.0, 0.6731396135369011)	(9.0, 0.5711843644998079)	('>10', 9.65795703625012)	('>50', 4.529136767720507)	('>100', 11.648093374252491)	('>500', 5.156545593418453)	('>1k', 9.366350963306148)	('>5k', 4.446959341185705)	('>10k+', 21.654513879470223)
ERR1756296_2	(1.0, 22.216747975846122)	(2.0, 3.2295067601973377)	(3.0, 1.7553379602663657)	(4.0, 1.2139814042969068)	(5.0, 0.9045996252078222)	(6.0, 0.8185073283656572)	(7.0, 0.6663398172412701)	(8.0, 0.6069051355794087)	(9.0, 0.5696657463503411)	('>10', 8.414350604956983)	('>50', 3.9998893931027713)	('>100', 11.05982147006852)	('>500', 5.511782116081092)	('>1k', 17.804349674965046)	('>5k', 7.0532261928388715)	('>10k+', 14.174988794635487)
ERR1756297_1	(1.0, 20.678519752146517)	(2.0, 2.8445074447102807)	(3.0, 1.5373055076854654)	(4.0, 1.0088611621359256)	(5.0, 0.7408314224549295)	(6.0, 0.6097125331995142)	(7.0, 0.5243943905391544)	(8.0, 0.4430839594383183)	(9.0, 0.3971832432628964)	('>10', 6.88269921014224)	('>50', 3.408918139373008)	('>100', 9.734712556915973)	('>500', 4.743780491481795)	('>1k', 12.212756682810223)	('>5k', 5.954390553390787)	('>10k+', 28.278342950312968)
ERR1756297_2	(1.0, 16.442363084708695)	(2.0, 2.408710648532655)	(3.0, 1.2880268164657294)	(4.0, 0.8669074642357962)	(5.0, 0.6536561282571571)	(6.0, 0.5574598827035685)	(7.0, 0.4762181418045251)	(8.0, 0.3956627009668789)	(9.0, 0.36310073915264746)	('>10', 6.019055220311274)	('>50', 3.076850335201835)	('>100', 8.205855092412303)	('>500', 3.9652708122902727)	('>1k', 14.642627204655364)	('>5k', 7.715286228700538)	('>10k+', 32.92294949960076)
ERR1756304_1	(1.0, 4.789946988887385)	(2.0, 1.1751653898076393)	(3.0, 0.7250173049560742)	(4.0, 0.5213003835576364)	(5.0, 0.42487722375802994)	(6.0, 0.36017931520893615)	(7.0, 0.32523180539988006)	(8.0, 0.28393710127175026)	(9.0, 0.26138898696208757)	('>10', 4.439144590544171)	('>50', 2.2257668283741396)	('>100', 7.27253418639603)	('>500', 4.231119983010435)	('>1k', 13.696112688641692)	('>5k', 7.580179072177555)	('>10k+', 51.68809815104656)
ERR1756304_2	(1.0, 4.272059898786586)	(2.0, 1.0320055031352848)	(3.0, 0.6278301620705571)	(4.0, 0.44594430250108247)	(5.0, 0.3633390039627448)	(6.0, 0.3221927059817014)	(7.0, 0.28441032268870836)	(8.0, 0.2363560128476875)	(9.0, 0.22837238676827987)	('>10', 3.8314794535358674)	('>50', 1.9016793916663017)	('>100', 6.218431097914192)	('>500', 3.882737384032956)	('>1k', 11.82680129089428)	('>5k', 7.914112596283165)	('>10k+', 56.6122484869306)
ERR1756317_1	(1.0, 26.766281789763894)	(2.0, 3.771465666942712)	(3.0, 1.9949522470769292)	(4.0, 1.4528858898086703)	(5.0, 1.0815006159587643)	(6.0, 0.861901579365989)	(7.0, 0.7528183026232408)	(8.0, 0.683481422059615)	(9.0, 0.5230641975479636)	('>10', 9.381079359868762)	('>50', 4.157561092055725)	('>100', 10.213415312363761)	('>500', 3.0592617312956065)	('>1k', 10.551160748775233)	('>5k', 4.174774243936171)	('>10k+', 20.574395800556978)
ERR1756317_2	(1.0, 27.682195583775588)	(2.0, 3.684024537743543)	(3.0, 1.9700853842279522)	(4.0, 1.3618479310068492)	(5.0, 1.0294839486631042)	(6.0, 0.853702670142553)	(7.0, 0.7021234415166531)	(8.0, 0.6441430433813085)	(9.0, 0.5737974333395527)	('>10', 9.169369981956436)	('>50', 3.936787237413379)	('>100', 9.599809372219358)	('>500', 5.78869837819086)	('>1k', 12.4340195267286)	('>5k', 1.2854402343527425)	('>10k+', 19.28447129534153)
ERR1756327_1	(1.0, 20.92003527154176)	(2.0, 3.0394203235083697)	(3.0, 1.6431040330300954)	(4.0, 1.119750699444994)	(5.0, 0.8222731655422724)	(6.0, 0.7026612261791995)	(7.0, 0.5717366603461804)	(8.0, 0.4754984394384867)	(9.0, 0.46998460670456654)	('>10', 7.199089354809028)	('>50', 3.650858326728396)	('>100', 9.144934368281607)	('>500', 4.464061097807899)	('>1k', 9.383291237365409)	('>5k', 3.8158003808348577)	('>10k+', 32.57750080843687)
ERR1756327_2	(1.0, 19.97415808535857)	(2.0, 2.786836521185015)	(3.0, 1.484634173385423)	(4.0, 1.008320721399764)	(5.0, 0.765464426243242)	(6.0, 0.6362382161960937)	(7.0, 0.5440958336442807)	(8.0, 0.47164591406080564)	(9.0, 0.448571486274325)	('>10', 7.181239940912083)	('>50', 3.7246983368294866)	('>100', 9.2171974133112)	('>500', 4.411033506120281)	('>1k', 9.971042272855732)	('>5k', 6.476592814726671)	('>10k+', 30.898230337497022)
ERR1756353_1	(1.0, 22.869213814771022)	(2.0, 2.7899483830801723)	(3.0, 1.4894414617748386)	(4.0, 0.9996182590717625)	(5.0, 0.7682743885628455)	(6.0, 0.6153591798567181)	(7.0, 0.5253956934817253)	(8.0, 0.4573525877199688)	(9.0, 0.4102661585256525)	('>10', 6.589070843592738)	('>50', 3.547824619332327)	('>100', 8.505221644498752)	('>500', 4.1423095273792025)	('>1k', 10.573220649070816)	('>5k', 4.700202657086995)	('>10k+', 31.017280132194468)
ERR1756353_2	(1.0, 14.118416635571526)	(2.0, 2.2606851222041686)	(3.0, 1.2696282769291576)	(4.0, 0.9156789912210911)	(5.0, 0.6734495069547047)	(6.0, 0.5914723022253582)	(7.0, 0.4797403726547127)	(8.0, 0.4735733933562121)	(9.0, 0.36325760223367565)	('>10', 6.445506454140191)	('>50', 3.1665037277687413)	('>100', 8.74561665001436)	('>500', 4.09226763417838)	('>1k', 13.438082450628213)	('>5k', 6.163582881468324)	('>10k+', 36.80253799845118)
ERR1756365_1	(1.0, 6.759815111055762)	(2.0, 1.223763824590127)	(3.0, 0.7034207096476267)	(4.0, 0.5098126902012977)	(5.0, 0.38926809778324034)	(6.0, 0.3159180160882734)	(7.0, 0.2828354410842338)	(8.0, 0.25820224093889566)	(9.0, 0.22705619480423278)	('>10', 3.6764021277640544)	('>50', 1.8040336936839731)	('>100', 5.462019379428971)	('>500', 2.669146482061718)	('>1k', 11.964448862811961)	('>5k', 7.258810788343537)	('>10k+', 56.495046339712104)
ERR1756365_2	(1.0, 4.446810309641045)	(2.0, 0.999861110040041)	(3.0, 0.6094146274932716)	(4.0, 0.45395554956053935)	(5.0, 0.34654478898474517)	(6.0, 0.2875565415273404)	(7.0, 0.24351276605690067)	(8.0, 0.22137008762306581)	(9.0, 0.18779720136396613)	('>10', 3.279440538125734)	('>50', 1.4697918265061198)	('>100', 4.65153916169274)	('>500', 2.248092344777916)	('>1k', 10.952872325048801)	('>5k', 7.029648139902703)	('>10k+', 62.57179268165508)
