Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
ERR1756192_1	5.940137568950622	28.493636605303383
ERR1756192_2	2.2257343656542834	37.02419917591546
ERR1756203_1	10.42173994609855	28.51899133824761
ERR1756203_2	6.462683084187841	34.13261220698523
ERR1756220_1	18.587182330736564	52.17411217408086
ERR1756220_2	12.109334478464783	44.65445045238303
ERR1756221_1	13.332564508217223	57.25605774634618
ERR1756221_2	11.53257977643432	52.59973881603098
ERR1756224_1	11.735389040097445	28.568567516900153
ERR1756224_2	4.077706240991782	38.87610273718494
ERR1756228_1	8.80083809050312	32.60690931438555
ERR1756228_2	3.3743599152834127	38.119800775943965
ERR1756232_1	9.013340394759465	33.60604413943006
ERR1756232_2	4.037977232417463	39.043893935172804
ERR1756234_1	12.809949204421542	58.48361224321559
ERR1756234_2	13.63444743136833	60.831140055453574
ERR1756237_1	8.240845857973127	21.745598725790874
ERR1756237_2	3.9149736516596914	22.69396953420201
ERR1756246_1	12.039568583633546	31.112256106285244
ERR1756246_2	8.962250232849707	43.685193876261465
ERR1756249_1	8.442937161922115	29.26820853338654
ERR1756249_2	3.494796363002285	36.16334226326738
ERR1756250_1	7.24154993567425	24.478871465457523
ERR1756250_2	3.1421554074114058	27.749498439088466
ERR1756254_1	9.580429476945843	26.047064198088727
ERR1756254_2	4.660984335934494	29.36695723851637
ERR1756258_1	5.4810447168564815	28.90457174852319
ERR1756258_2	2.7956324905498504	36.625110912813504
ERR1756259_1	8.401695519125488	29.17618022436072
ERR1756259_2	3.6822267841659873	37.596270357971704
ERR1756270_1	11.014206333999397	41.652204855883724
ERR1756270_2	9.005447129992062	39.46689294610352
ERR1756280_1	11.171890385378585	43.30398334168049
ERR1756280_2	9.081853088096958	41.72742094945624
ERR1756293_1	7.168346274574591	27.933806927694253
ERR1756293_2	4.973842171925766	31.484112561264382
ERR1756296_1	8.349670617423225	27.405478779874304
ERR1756296_2	3.814555201676607	36.5102185412697
ERR1756297_1	8.843385167598665	29.675779521230897
ERR1756297_2	6.70165812502206	42.064377094765135
ERR1756304_1	9.732395225410253	58.139628281513716
ERR1756304_2	10.838196717977915	60.69920897980763
ERR1756317_1	10.44495937582495	26.169920837447897
ERR1756317_2	5.8205170823596895	30.555799985008324
ERR1756327_1	6.202274347880332	37.939007698031006
ERR1756327_2	4.335230899949274	40.04788388385836
ERR1756353_1	8.416009145163505	38.990040584856196
ERR1756353_2	8.275430994568463	45.60296132145058
ERR1756365_1	12.384028428835004	55.563695579851036
ERR1756365_2	13.640913785399905	58.24477645709811
ERR1879660_1	6.111419941316265	27.77732802505183
ERR1879660_2	5.149548778081811	42.3740227622853
ERR1879670_1	9.481750799657389	48.222423111895324
ERR1879670_2	8.282281201144412	47.88844952515088
ERR1879674_1	14.956389345256726	61.354236318071614
ERR1879674_2	13.67946492903197	58.15603519969772
ERR1879684_1	9.264162688252963	31.955123227963437
ERR1879684_2	8.267601577296697	41.17648229921122
ERR1879688_1	9.266658773851102	37.185027328873886
ERR1879688_2	5.040408396828216	47.78606523412064
ERR1879689_1	12.993927784122599	60.05862228094872
ERR1879689_2	11.265969031367028	56.629679490584586
ERR1879690_1	8.956330933028402	35.843673702753655
ERR1879690_2	5.853061161417932	40.68825910931174
ERR1879691_1	7.810503170743957	29.38253737645818
ERR1879691_2	4.298036910473221	34.67802392614185
ERR1879701_1	3.443090569291337	41.65802798460117
ERR1879701_2	4.089244722610299	42.424239239915075
ERR1879703_1	5.376162688727902	42.609847888060834
ERR1879703_2	5.638650166321341	43.099670924532624
ERR1879704_1	8.973486667864044	59.491800986490894
ERR1879704_2	6.266750366087459	48.70136214371924
ERR1879710_1	8.150846273226193	44.60783707164521
ERR1879710_2	5.704993236717493	44.52232729858802
ERR1879714_1	9.17036328336849	26.98507983759316
ERR1879714_2	3.6345659534606063	31.2867024402334
ERR1879715_1	7.964926374866528	32.83241013593111
ERR1879715_2	4.311067454731822	35.37550674592325
ERR1879718_1	12.672470444543277	30.32910938672012
ERR1879718_2	9.002548971450192	42.481563103638265
ERR1879721_1	9.71700608109306	44.42850874341806
ERR1879721_2	12.362008238137731	50.24218736149114
ERR1879725_1	7.255263024849619	28.985818460237844
ERR1879725_2	7.653361450750304	39.773201690172264
ERR1879726_1	5.116230917661087	23.275744864498087
ERR1879726_2	2.957380541658403	30.257956925272197
ERR1879728_1	7.188946914805304	29.869080372454707
ERR1879728_2	5.56038288879763	35.26387496012309
ERR1879729_1	12.808889385108413	59.623043736905174
ERR1879729_2	10.148580918769833	50.51411056430046
ERR1879731_1	10.1971224878509	35.46446944479057
ERR1879731_2	8.548761058796304	40.41611780621963
ERR1879735_1	13.748689302804415	59.147160314948614
ERR1879735_2	12.49827464587345	58.38518292566678
ERR1879751_1	16.507894591767354	55.38662367104813
ERR1879751_2	15.105999671951961	53.692105816591194
ERR1879752_1	13.380052533246928	64.23547579816754
ERR1879752_2	13.41810811369794	62.69922303189912
ERR1879758_1	10.356894727426782	38.62141507039851
ERR1879758_2	10.204421245609193	46.64419664710883
ERR1879764_1	14.153013020907244	61.71932979434539
ERR1879764_2	13.504775580620871	56.04243645491715
ERR1879771_1	8.74094483156702	26.32874230418468
ERR1879771_2	3.7004837876852754	29.11957539489715
ERR1879773_1	10.606001342393183	32.058320569124646
ERR1879773_2	4.026240814072286	42.66416545543583
ERR1879775_1	6.881344011676021	35.79324768449358
ERR1879775_2	6.1355522005793945	44.94281410817418
ERR1879776_1	18.02834421959652	57.869694697108784
ERR1879776_2	17.57230366606193	55.931094466210055
ERR1879779_1	7.971390779478151	33.99922802866846
ERR1879779_2	3.5072860579570895	40.289220818048946
ERR1879781_1	8.000159877579453	32.44444254113992
ERR1879781_2	5.48722692338438	37.056625212694286
ERR1879792_1	8.249076650154619	47.279712800230065
ERR1879792_2	7.163945356215391	46.32733492529725
ERR1879801_1	7.6082078994456595	24.329192719853026
ERR1879801_2	4.948969628859159	34.12168382291405
ERR1879814_1	6.375336831341731	30.511241262712094
ERR1879814_2	4.114181074519598	38.12767288760681
ERR1879818_1	11.017331914208398	26.986414889814903
ERR1879818_2	4.445107750071677	31.578017178742975
ERR1879823_1	6.107795784767683	27.86262906487839
ERR1879823_2	4.823300867528873	37.16702591942094
ERR1879824_1	4.749189395384322	33.29030379590547
ERR1879824_2	2.7626437274083413	40.00254307330409
ERR1879829_1	11.110083751441683	33.16454895395861
ERR1879829_2	9.143636236813974	41.78244739783313
ERR1879834_1	9.5568232555382	40.22095615452135
ERR1879834_2	6.434559695779986	50.35595693364442
ERR1879837_1	7.90019150420812	33.41499836269902
ERR1879837_2	6.86349710343456	43.244804784004856
ERR1879841_1	8.696776044584832	37.68733776691487
ERR1879841_2	4.001456206878818	47.86968843127542
ERR1879843_1	8.84968132424281	31.811822891164724
ERR1879843_2	4.3369253789889335	42.39073337255918
ERR1879845_1	7.987694107987978	36.86548923942227
ERR1879845_2	3.147911348504938	42.264510619022225
ERR1879852_1	12.456932639763473	60.00050629160386
ERR1879852_2	11.310703339551537	64.67413620509873
ERR1879856_1	7.3216823154936055	29.152624305353868
ERR1879856_2	3.6800895072617448	31.91103461584193
ERR1879863_1	12.388320664481197	37.786042392536544
ERR1879863_2	9.376030585760358	47.32816242050869
ERR1879864_1	7.9314633910870525	37.34264038599272
ERR1879864_2	3.8638562900064435	41.55326596272538
ERR1879874_1	17.741738962679737	56.41025455062365
ERR1879874_2	15.184193463695822	53.464877990052386
ERR1879875_1	8.005801157945669	26.05149162654665
ERR1879875_2	4.403063641293374	31.81810677534101
ERR1879877_1	6.753716009790677	54.19692479123497
ERR1879877_2	7.655983143862537	58.29629679032589
ERR1879878_1	7.649798155299262	29.608980671372077
ERR1879878_2	3.5750743706208983	33.88387356221096
ERR1879887_1	4.504870462919651	41.43134986090253
ERR1879887_2	5.917122997799529	41.3253708386528
ERR1879888_1	6.366762211000028	36.33188547035253
ERR1879888_2	5.6458598475200175	44.099492046751216
ERR1879891_1	11.375199638241915	65.26323419305791
ERR1879891_2	11.90622294742235	66.93158802079944
ERR1879894_1	6.096054208240045	29.616233998450905
ERR1879894_2	6.081986912330239	36.070411053165905
ERR1879895_1	6.612134755660497	34.13884172074499
ERR1879895_2	3.749976043267775	44.658108683069685
ERR1879896_1	10.839171577844589	29.30789265440967
ERR1879896_2	6.197127344824409	41.850364248065574
ERR1879898_1	6.066323959278298	26.185263582300166
ERR1879898_2	2.8573732486644494	31.662534018748108
ERR1879899_1	6.953720291082845	59.60479432424772
ERR1879899_2	7.707837082665854	61.812746283103884
ERR1879905_1	9.008620322616355	46.020374275844645
ERR1879905_2	8.030496129795889	47.41455605480448
ERR1879909_1	5.438697237867419	34.23629677237791
ERR1879909_2	4.097372494285964	37.51221719801178
ERR1879912_1	7.468702307325124	29.866335762080105
ERR1879912_2	2.685806659956936	36.57289676774885
ERR1879914_1	7.434196051462518	47.80829839699622
ERR1879914_2	6.453012981048414	49.924075835195865
ERR1879915_1	7.640603976220178	31.704539623973723
ERR1879915_2	4.247775140850949	46.09442546520827
ERR1879916_1	7.934037692747002	34.66929611650485
ERR1879916_2	3.4455311250713874	40.371216447744146
ERR1879917_1	10.828955289122485	29.335942132984634
ERR1879917_2	7.05129304911043	35.18918148786618
ERR1879918_1	5.320044464569637	42.689646836921256
ERR1879918_2	5.365496379167702	41.9540322827756
ERR1879922_1	7.76774034450937	34.034123419971216
ERR1879922_2	4.066220087581903	41.66681115946803
ERR1879928_1	7.744961520854954	32.59714456222932
ERR1879928_2	3.0651497103578524	37.004930028113385
ERR1879929_1	5.992637379387434	29.05359839999261
ERR1879929_2	3.3146804373230356	33.03629577965718
ERR1879940_1	7.8275520542798915	49.20612242574652
ERR1879940_2	6.460081283227651	47.11899910064776
ERR1879942_1	7.456849482446276	34.30688199017644
ERR1879942_2	6.754664476039414	44.75832013035554
ERR1879944_1	5.457798869968588	27.87812776551362
ERR1879944_2	3.5246866156434473	32.23448638030128
ERR1879945_1	4.119264345156863	29.81527323125495
ERR1879945_2	2.721617710153593	44.25693382083455
ERR1879948_1	10.826619669545593	47.275104796856006
ERR1879948_2	9.44277622752552	46.30071669429989
ERR562378_1	14.62792802869578	57.526098496152414
ERR562378_2	7.794113851165778	39.89414333126988
ERR562385_1	17.402785428481224	65.6360343508879
ERR562385_2	12.928433888895494	56.70600118976694
ERR562386_1	15.78769883899191	56.838914367778024
ERR562386_2	13.769625430713486	50.00735019732453
ERR562391_1	15.56236571869972	56.8859741908187
ERR562391_2	7.67439829362068	40.03885545266991
ERR562404_1	13.02593626479614	74.35997548506442
ERR562404_2	11.551629230831196	67.98246362039443
ERR562426_1	10.706314895671252	74.74218450305378
ERR562426_2	10.781614347842954	72.24725978095489
ERR562429_1	15.427670049620835	63.60633169828257
ERR562429_2	11.337994005284894	55.48048871039735
ERR562434_1	24.3789575135105	54.55086520247096
ERR562434_2	16.397490566699304	50.954523264313124
ERR562437_1	14.1210068651492	64.0009424388369
ERR562437_2	13.855298783385173	56.36547672794713
ERR562441_1	8.995675175487202	73.54587885769172
ERR562441_2	8.436949443911663	73.86527988280928
ERR562444_1	17.982719219178207	65.72199612138428
ERR562444_2	9.166024783079767	64.90679486128941
ERR562452_1	18.755785737121506	52.696103602026206
ERR562452_2	12.444827972866413	45.45057352054778
ERR562457_1	21.23766203126595	54.97091092233375
ERR562457_2	18.286630736873104	50.99795531475938
ERR562460_1	16.66274853950168	63.69041349418757
ERR562460_2	11.665442197205163	56.91852388083184
ERR562461_1	10.589284052872205	62.708218386701034
ERR562461_2	7.780583377148285	48.913540659193245
ERR562495_1	12.318477054373487	50.593722191934624
ERR562495_2	5.997199890452753	43.135849677970334
ERR562500_1	18.270952643654002	57.68725152804778
ERR562500_2	16.485238357939718	54.3252180423475
ERR562512_1	18.35871035295144	59.27258344949616
ERR562512_2	17.310276709524732	52.65541442774577
ERR562517_1	18.809128533158994	58.82364794293434
ERR562517_2	16.503822399743868	57.602875671536694
ERR562518_1	16.506413215611897	63.207874006054894
ERR562518_2	15.378791675789463	61.3446693415144
ERR562532_1	16.69034341736299	57.94223284855591
ERR562532_2	15.45766614633733	53.8189024347175
ERR562538_1	11.594961855788528	73.00834896330568
ERR562538_2	10.64408356878845	71.05658934858008
ERR562542_1	12.657324397249543	73.77638811706181
ERR562542_2	11.40482200365567	68.69557503163561
ERR562549_1	13.94167267727539	60.92227155930216
ERR562549_2	12.355717215886038	53.1327198755804
ERR562551_1	19.624095596630724	45.13399779326264
ERR562551_2	9.548871733505141	36.29141004847415
ERR562564_1	13.865038894835157	61.05768556645618
ERR562564_2	11.982109778004203	54.31827706708171
ERR562568_1	14.373712558084161	61.86489567081465
ERR562568_2	13.658550745512924	57.38222777148627
ERR562574_1	14.981864797207695	65.24666066801865
ERR562574_2	11.309147368808045	56.95311510682632
ERR562588_1	14.974875885396303	60.21365442493567
ERR562588_2	12.958240891442912	51.26345143163695
ERR562607_1	17.424925770246276	49.85914105917567
ERR562607_2	13.708711728803651	50.24628433369627
ERR562611_1	18.863103198546234	58.446723478369044
ERR562611_2	13.960205890585636	53.29423826259269
ERR562616_1	18.21484665455225	58.93181068109793
ERR562616_2	16.073696474227706	55.10356235412003
ERR562638_1	28.388126289262967	51.18743032178621
ERR562638_2	24.038132065951014	46.203530988228394
ERR562641_1	16.503714460962797	62.53133015712854
ERR562641_2	11.814231793967563	53.23756670134753
ERR562646_1	17.395374587501504	55.459170515555755
ERR562646_2	15.414394660131677	48.919411275239895
ERR562647_1	17.95485537837781	58.22679157349161
ERR562647_2	13.39657046124266	49.78696002006311
ERR562657_1	12.548732241292008	72.55726424298811
ERR562657_2	11.668309943229769	70.61270887451678
ERR562659_1	14.896984409243103	63.03857050541566
ERR562659_2	13.674585169271294	57.328766172576366
ERR562664_1	15.89298879569416	63.93667093151014
ERR562664_2	15.047458781444956	61.297978111544936
ERR562667_1	9.904317635638295	48.81033348910877
ERR562667_2	4.929987770769186	34.9392733615104
ERR562670_1	20.507453152283585	54.54740685902422
ERR562670_2	18.030865296611097	47.810167961441024
ERR562700_1	21.833237637264048	55.571081245962816
ERR562700_2	19.155377520993326	53.19067142754611
ERR562702_1	18.65552395158725	58.756327227693724
ERR562702_2	17.54878798266826	55.675959468682734
ERR562716_1	13.495873154737076	64.79332261532369
ERR562716_2	9.534295720057113	53.83520134189716
