Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
ERR1755912_1	(14.0, 1.0)	(15.0, 3.0)	(16.0, 34.0)	(17.0, 281.0)	(18.0, 1173.0)	(19.0, 3614.0)	(20.0, 7957.0)	(21.0, 12836.0)	(22.0, 18509.0)	(23.0, 24373.0)	(24.0, 31016.0)	(25.0, 38337.0)	(26.0, 45310.0)	(27.0, 52873.0)	(28.0, 59058.0)	(29.0, 63901.0)	(30.0, 68724.0)	(31.0, 77036.0)	(32.0, 89161.0)	(33.0, 102774.0)	(34.0, 113510.0)	(35.0, 125159.0)	(36.0, 125907.0)	(37.0, 100738.0)	(38.0, 41528.0)	(39.0, 2484.0)	(40.0, 6.0)											
ERR1755912_2	(13.0, 4.0)	(14.0, 2.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 25.0)	(18.0, 234.0)	(19.0, 979.0)	(20.0, 2793.0)	(21.0, 5234.0)	(22.0, 8630.0)	(23.0, 12932.0)	(24.0, 18201.0)	(25.0, 24617.0)	(26.0, 31553.0)	(27.0, 39692.0)	(28.0, 49873.0)	(29.0, 60229.0)	(30.0, 71620.0)	(31.0, 86797.0)	(32.0, 105002.0)	(33.0, 125525.0)	(34.0, 146701.0)	(35.0, 158051.0)	(36.0, 141673.0)	(37.0, 86788.0)	(38.0, 25463.0)	(39.0, 3673.0)	(40.0, 11.0)										
ERR1755913_1	(10.0, 1.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 3.0)	(14.0, 1.0)	(15.0, 2.0)	(16.0, 17.0)	(17.0, 115.0)	(18.0, 632.0)	(19.0, 2414.0)	(20.0, 5259.0)	(21.0, 8661.0)	(22.0, 12208.0)	(23.0, 16400.0)	(24.0, 21050.0)	(25.0, 25878.0)	(26.0, 32020.0)	(27.0, 38156.0)	(28.0, 43525.0)	(29.0, 48382.0)	(30.0, 50296.0)	(31.0, 51074.0)	(32.0, 57217.0)	(33.0, 66605.0)	(34.0, 74216.0)	(35.0, 84203.0)	(36.0, 94860.0)	(37.0, 88468.0)	(38.0, 40524.0)	(39.0, 2342.0)	(40.0, 7.0)							
ERR1755913_2	(11.0, 1.0)	(12.0, 1.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 6.0)	(16.0, 4.0)	(17.0, 26.0)	(18.0, 166.0)	(19.0, 726.0)	(20.0, 2261.0)	(21.0, 4602.0)	(22.0, 7327.0)	(23.0, 10904.0)	(24.0, 15106.0)	(25.0, 19215.0)	(26.0, 24488.0)	(27.0, 29103.0)	(28.0, 34830.0)	(29.0, 40397.0)	(30.0, 47558.0)	(31.0, 56745.0)	(32.0, 69137.0)	(33.0, 83185.0)	(34.0, 97973.0)	(35.0, 109707.0)	(36.0, 108649.0)	(37.0, 78425.0)	(38.0, 22698.0)	(39.0, 1289.0)	(40.0, 6.0)								
ERR1755917_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 37.0)	(17.0, 312.0)	(18.0, 1246.0)	(19.0, 3836.0)	(20.0, 8405.0)	(21.0, 14249.0)	(22.0, 21033.0)	(23.0, 28364.0)	(24.0, 36657.0)	(25.0, 45524.0)	(26.0, 54083.0)	(27.0, 62079.0)	(28.0, 69401.0)	(29.0, 74964.0)	(30.0, 78081.0)	(31.0, 82752.0)	(32.0, 92909.0)	(33.0, 104581.0)	(34.0, 117775.0)	(35.0, 133821.0)	(36.0, 139090.0)	(37.0, 108172.0)	(38.0, 36214.0)	(39.0, 3780.0)	(40.0, 10.0)										
ERR1755917_2	(13.0, 1.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 4.0)	(17.0, 38.0)	(18.0, 236.0)	(19.0, 898.0)	(20.0, 2784.0)	(21.0, 5521.0)	(22.0, 8893.0)	(23.0, 12951.0)	(24.0, 17760.0)	(25.0, 23712.0)	(26.0, 30769.0)	(27.0, 38186.0)	(28.0, 47536.0)	(29.0, 58650.0)	(30.0, 72191.0)	(31.0, 89819.0)	(32.0, 112843.0)	(33.0, 139779.0)	(34.0, 167288.0)	(35.0, 180881.0)	(36.0, 166452.0)	(37.0, 107610.0)	(38.0, 28446.0)	(39.0, 4096.0)	(40.0, 32.0)										
ERR1755919_1	(17.0, 2.0)	(18.0, 6.0)	(19.0, 47.0)	(20.0, 123.0)	(21.0, 331.0)	(22.0, 606.0)	(23.0, 1260.0)	(24.0, 2122.0)	(25.0, 3322.0)	(26.0, 5468.0)	(27.0, 8958.0)	(28.0, 13962.0)	(29.0, 21786.0)	(30.0, 34560.0)	(31.0, 53842.0)	(32.0, 86102.0)	(33.0, 144670.0)	(34.0, 241570.0)	(35.0, 366559.0)	(36.0, 451241.0)	(37.0, 413414.0)	(38.0, 183263.0)	(39.0, 10752.0)	(40.0, 110.0)														
ERR1755919_2	(14.0, 1.0)	(15.0, 4.0)	(16.0, 6.0)	(17.0, 13.0)	(18.0, 33.0)	(19.0, 99.0)	(20.0, 285.0)	(21.0, 550.0)	(22.0, 832.0)	(23.0, 1319.0)	(24.0, 2362.0)	(25.0, 4031.0)	(26.0, 6876.0)	(27.0, 11757.0)	(28.0, 19490.0)	(29.0, 33476.0)	(30.0, 57922.0)	(31.0, 100059.0)	(32.0, 170266.0)	(33.0, 269789.0)	(34.0, 373659.0)	(35.0, 418207.0)	(36.0, 344614.0)	(37.0, 182818.0)	(38.0, 41979.0)	(39.0, 3606.0)	(40.0, 23.0)											
ERR1755921_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 28.0)	(17.0, 266.0)	(18.0, 1333.0)	(19.0, 4686.0)	(20.0, 10781.0)	(21.0, 17691.0)	(22.0, 25204.0)	(23.0, 32723.0)	(24.0, 40736.0)	(25.0, 47159.0)	(26.0, 53545.0)	(27.0, 57798.0)	(28.0, 61936.0)	(29.0, 67676.0)	(30.0, 75655.0)	(31.0, 88126.0)	(32.0, 103899.0)	(33.0, 118581.0)	(34.0, 132132.0)	(35.0, 137764.0)	(36.0, 120582.0)	(37.0, 75273.0)	(38.0, 19452.0)	(39.0, 1044.0)	(40.0, 8.0)										
ERR1755921_2	(11.0, 1.0)	(12.0, 6.0)	(13.0, 6.0)	(14.0, 9.0)	(15.0, 22.0)	(16.0, 26.0)	(17.0, 68.0)	(18.0, 264.0)	(19.0, 944.0)	(20.0, 2518.0)	(21.0, 4894.0)	(22.0, 8103.0)	(23.0, 12267.0)	(24.0, 17266.0)	(25.0, 23552.0)	(26.0, 31344.0)	(27.0, 39478.0)	(28.0, 49690.0)	(29.0, 61793.0)	(30.0, 77207.0)	(31.0, 97250.0)	(32.0, 122787.0)	(33.0, 152504.0)	(34.0, 179193.0)	(35.0, 176053.0)	(36.0, 134945.0)	(37.0, 77836.0)	(38.0, 22058.0)	(39.0, 1992.0)	(40.0, 3.0)								
ERR1755922_1	(12.0, 1.0)	(13.0, 1.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 14.0)	(17.0, 108.0)	(18.0, 481.0)	(19.0, 1719.0)	(20.0, 3837.0)	(21.0, 6693.0)	(22.0, 9766.0)	(23.0, 12823.0)	(24.0, 15832.0)	(25.0, 19415.0)	(26.0, 22457.0)	(27.0, 25783.0)	(28.0, 29690.0)	(29.0, 34122.0)	(30.0, 39444.0)	(31.0, 45255.0)	(32.0, 51511.0)	(33.0, 57349.0)	(34.0, 61276.0)	(35.0, 60881.0)	(36.0, 50392.0)	(37.0, 27468.0)	(38.0, 6593.0)	(39.0, 891.0)	(40.0, 4.0)									
ERR1755922_2	(12.0, 1.0)	(13.0, 5.0)	(14.0, 4.0)	(15.0, 10.0)	(16.0, 7.0)	(17.0, 30.0)	(18.0, 136.0)	(19.0, 478.0)	(20.0, 1264.0)	(21.0, 2524.0)	(22.0, 4101.0)	(23.0, 6006.0)	(24.0, 8687.0)	(25.0, 11790.0)	(26.0, 15470.0)	(27.0, 19690.0)	(28.0, 24488.0)	(29.0, 31318.0)	(30.0, 39841.0)	(31.0, 50005.0)	(32.0, 61734.0)	(33.0, 72213.0)	(34.0, 77671.0)	(35.0, 72307.0)	(36.0, 53547.0)	(37.0, 25417.0)	(38.0, 4461.0)	(39.0, 597.0)	(40.0, 6.0)									
ERR1755943_1	(10.0, 3.0)	(11.0, 6.0)	(12.0, 7.0)	(13.0, 15.0)	(14.0, 22.0)	(15.0, 27.0)	(16.0, 82.0)	(17.0, 437.0)	(18.0, 2052.0)	(19.0, 6059.0)	(20.0, 12534.0)	(21.0, 19942.0)	(22.0, 27859.0)	(23.0, 36595.0)	(24.0, 45180.0)	(25.0, 54809.0)	(26.0, 62935.0)	(27.0, 70036.0)	(28.0, 75968.0)	(29.0, 81400.0)	(30.0, 88492.0)	(31.0, 99865.0)	(32.0, 115381.0)	(33.0, 134526.0)	(34.0, 150437.0)	(35.0, 163533.0)	(36.0, 161369.0)	(37.0, 121403.0)	(38.0, 42753.0)	(39.0, 4161.0)	(40.0, 34.0)							
ERR1755943_2	(16.0, 2.0)	(17.0, 29.0)	(18.0, 156.0)	(19.0, 777.0)	(20.0, 2360.0)	(21.0, 4736.0)	(22.0, 7533.0)	(23.0, 11465.0)	(24.0, 16718.0)	(25.0, 22724.0)	(26.0, 30764.0)	(27.0, 40134.0)	(28.0, 51296.0)	(29.0, 64440.0)	(30.0, 82019.0)	(31.0, 103489.0)	(32.0, 131511.0)	(33.0, 164709.0)	(34.0, 193924.0)	(35.0, 211186.0)	(36.0, 202965.0)	(37.0, 156054.0)	(38.0, 70318.0)	(39.0, 8537.0)	(40.0, 76.0)													
ERR1755944_1	(11.0, 1.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 5.0)	(17.0, 69.0)	(18.0, 331.0)	(19.0, 1039.0)	(20.0, 2213.0)	(21.0, 3595.0)	(22.0, 5133.0)	(23.0, 6965.0)	(24.0, 8925.0)	(25.0, 11203.0)	(26.0, 13628.0)	(27.0, 15971.0)	(28.0, 18344.0)	(29.0, 19423.0)	(30.0, 21180.0)	(31.0, 23577.0)	(32.0, 27173.0)	(33.0, 31122.0)	(34.0, 34628.0)	(35.0, 39559.0)	(36.0, 44026.0)	(37.0, 42187.0)	(38.0, 24972.0)	(39.0, 2165.0)	(40.0, 5.0)								
ERR1755944_2	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 8.0)	(18.0, 78.0)	(19.0, 307.0)	(20.0, 973.0)	(21.0, 1996.0)	(22.0, 3458.0)	(23.0, 5080.0)	(24.0, 6869.0)	(25.0, 8971.0)	(26.0, 11392.0)	(27.0, 13580.0)	(28.0, 16022.0)	(29.0, 18816.0)	(30.0, 22427.0)	(31.0, 26298.0)	(32.0, 31635.0)	(33.0, 37534.0)	(34.0, 44657.0)	(35.0, 50089.0)	(36.0, 49459.0)	(37.0, 35415.0)	(38.0, 11324.0)	(39.0, 1043.0)	(40.0, 7.0)										
ERR1755946_1	(15.0, 2.0)	(16.0, 27.0)	(17.0, 276.0)	(18.0, 1216.0)	(19.0, 3766.0)	(20.0, 8688.0)	(21.0, 14501.0)	(22.0, 21500.0)	(23.0, 27643.0)	(24.0, 34260.0)	(25.0, 39524.0)	(26.0, 44940.0)	(27.0, 49926.0)	(28.0, 55333.0)	(29.0, 60695.0)	(30.0, 68731.0)	(31.0, 79984.0)	(32.0, 94871.0)	(33.0, 111830.0)	(34.0, 126837.0)	(35.0, 137052.0)	(36.0, 126162.0)	(37.0, 86431.0)	(38.0, 24015.0)	(39.0, 1543.0)	(40.0, 7.0)												
ERR1755946_2	(16.0, 8.0)	(17.0, 61.0)	(18.0, 281.0)	(19.0, 1007.0)	(20.0, 2814.0)	(21.0, 5303.0)	(22.0, 8304.0)	(23.0, 12069.0)	(24.0, 16073.0)	(25.0, 21524.0)	(26.0, 28400.0)	(27.0, 36529.0)	(28.0, 46269.0)	(29.0, 59530.0)	(30.0, 76260.0)	(31.0, 96711.0)	(32.0, 120516.0)	(33.0, 146932.0)	(34.0, 170445.0)	(35.0, 170035.0)	(36.0, 127985.0)	(37.0, 58388.0)	(38.0, 12677.0)	(39.0, 1635.0)	(40.0, 4.0)													
ERR1755949_1	(12.0, 1.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 4.0)	(16.0, 18.0)	(17.0, 128.0)	(18.0, 553.0)	(19.0, 1938.0)	(20.0, 4529.0)	(21.0, 8041.0)	(22.0, 12391.0)	(23.0, 16935.0)	(24.0, 22912.0)	(25.0, 28584.0)	(26.0, 33617.0)	(27.0, 38682.0)	(28.0, 43117.0)	(29.0, 46520.0)	(30.0, 48610.0)	(31.0, 51635.0)	(32.0, 58840.0)	(33.0, 67725.0)	(34.0, 75135.0)	(35.0, 82761.0)	(36.0, 81379.0)	(37.0, 59596.0)	(38.0, 17352.0)	(39.0, 1741.0)	(40.0, 8.0)									
ERR1755949_2	(13.0, 1.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 5.0)	(17.0, 34.0)	(18.0, 207.0)	(19.0, 779.0)	(20.0, 2210.0)	(21.0, 4183.0)	(22.0, 6304.0)	(23.0, 9334.0)	(24.0, 12673.0)	(25.0, 16732.0)	(26.0, 21143.0)	(27.0, 26867.0)	(28.0, 33204.0)	(29.0, 40307.0)	(30.0, 48431.0)	(31.0, 59137.0)	(32.0, 72591.0)	(33.0, 88962.0)	(34.0, 103401.0)	(35.0, 108499.0)	(36.0, 90265.0)	(37.0, 46551.0)	(38.0, 9521.0)	(39.0, 1404.0)	(40.0, 6.0)										
ERR1755954_1	(13.0, 3.0)	(14.0, 2.0)	(15.0, 0.0)	(16.0, 13.0)	(17.0, 180.0)	(18.0, 789.0)	(19.0, 2421.0)	(20.0, 4794.0)	(21.0, 7760.0)	(22.0, 10782.0)	(23.0, 14417.0)	(24.0, 18701.0)	(25.0, 23332.0)	(26.0, 28404.0)	(27.0, 33295.0)	(28.0, 37122.0)	(29.0, 41648.0)	(30.0, 44706.0)	(31.0, 49727.0)	(32.0, 56020.0)	(33.0, 64381.0)	(34.0, 72718.0)	(35.0, 82670.0)	(36.0, 85557.0)	(37.0, 67857.0)	(38.0, 22131.0)	(39.0, 1807.0)	(40.0, 5.0)										
ERR1755954_2	(12.0, 1.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 2.0)	(17.0, 52.0)	(18.0, 394.0)	(19.0, 1401.0)	(20.0, 3359.0)	(21.0, 5829.0)	(22.0, 8736.0)	(23.0, 11915.0)	(24.0, 15440.0)	(25.0, 20081.0)	(26.0, 25235.0)	(27.0, 30526.0)	(28.0, 36621.0)	(29.0, 43724.0)	(30.0, 50803.0)	(31.0, 59660.0)	(32.0, 69155.0)	(33.0, 79462.0)	(34.0, 88289.0)	(35.0, 89674.0)	(36.0, 76112.0)	(37.0, 43184.0)	(38.0, 10382.0)	(39.0, 1198.0)	(40.0, 5.0)									
ERR1755957_1	(18.0, 1.0)	(19.0, 3.0)	(20.0, 22.0)	(21.0, 65.0)	(22.0, 158.0)	(23.0, 321.0)	(24.0, 717.0)	(25.0, 1570.0)	(26.0, 3171.0)	(27.0, 5713.0)	(28.0, 10132.0)	(29.0, 17183.0)	(30.0, 28659.0)	(31.0, 48251.0)	(32.0, 86103.0)	(33.0, 162873.0)	(34.0, 307177.0)	(35.0, 506343.0)	(36.0, 598001.0)	(37.0, 413523.0)	(38.0, 90691.0)	(39.0, 9483.0)	(40.0, 158.0)															
ERR1755957_2	(14.0, 2.0)	(15.0, 3.0)	(16.0, 11.0)	(17.0, 17.0)	(18.0, 45.0)	(19.0, 105.0)	(20.0, 338.0)	(21.0, 737.0)	(22.0, 1026.0)	(23.0, 1482.0)	(24.0, 2318.0)	(25.0, 3845.0)	(26.0, 6367.0)	(27.0, 10558.0)	(28.0, 18096.0)	(29.0, 31391.0)	(30.0, 55295.0)	(31.0, 97459.0)	(32.0, 172436.0)	(33.0, 289789.0)	(34.0, 431645.0)	(35.0, 506296.0)	(36.0, 423010.0)	(37.0, 198390.0)	(38.0, 34962.0)	(39.0, 4667.0)	(40.0, 28.0)											
ERR1755965_1	(12.0, 2.0)	(13.0, 1.0)	(14.0, 2.0)	(15.0, 9.0)	(16.0, 35.0)	(17.0, 350.0)	(18.0, 1729.0)	(19.0, 5755.0)	(20.0, 12478.0)	(21.0, 20390.0)	(22.0, 28394.0)	(23.0, 37090.0)	(24.0, 45960.0)	(25.0, 53802.0)	(26.0, 61126.0)	(27.0, 68423.0)	(28.0, 74664.0)	(29.0, 82516.0)	(30.0, 92538.0)	(31.0, 106497.0)	(32.0, 124702.0)	(33.0, 143922.0)	(34.0, 157221.0)	(35.0, 165209.0)	(36.0, 154816.0)	(37.0, 104909.0)	(38.0, 32439.0)	(39.0, 3676.0)	(40.0, 26.0)									
ERR1755965_2	(16.0, 1.0)	(17.0, 11.0)	(18.0, 80.0)	(19.0, 512.0)	(20.0, 1708.0)	(21.0, 3770.0)	(22.0, 6576.0)	(23.0, 10149.0)	(24.0, 15578.0)	(25.0, 21447.0)	(26.0, 29231.0)	(27.0, 38462.0)	(28.0, 48640.0)	(29.0, 63524.0)	(30.0, 80397.0)	(31.0, 101849.0)	(32.0, 128286.0)	(33.0, 159517.0)	(34.0, 190020.0)	(35.0, 208760.0)	(36.0, 205107.0)	(37.0, 167958.0)	(38.0, 84652.0)	(39.0, 12344.0)	(40.0, 102.0)													
ERR1755971_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 4.0)	(17.0, 13.0)	(18.0, 94.0)	(19.0, 340.0)	(20.0, 892.0)	(21.0, 1523.0)	(22.0, 2266.0)	(23.0, 3416.0)	(24.0, 5256.0)	(25.0, 7603.0)	(26.0, 11449.0)	(27.0, 16406.0)	(28.0, 23360.0)	(29.0, 34019.0)	(30.0, 49260.0)	(31.0, 69827.0)	(32.0, 97825.0)	(33.0, 130203.0)	(34.0, 158256.0)	(35.0, 170017.0)	(36.0, 149473.0)	(37.0, 93347.0)	(38.0, 25946.0)	(39.0, 2864.0)	(40.0, 20.0)										
ERR1755971_2	(13.0, 1.0)	(14.0, 2.0)	(15.0, 8.0)	(16.0, 5.0)	(17.0, 5.0)	(18.0, 27.0)	(19.0, 81.0)	(20.0, 242.0)	(21.0, 465.0)	(22.0, 901.0)	(23.0, 1727.0)	(24.0, 3191.0)	(25.0, 5253.0)	(26.0, 8428.0)	(27.0, 13198.0)	(28.0, 20632.0)	(29.0, 32581.0)	(30.0, 50692.0)	(31.0, 76756.0)	(32.0, 111193.0)	(33.0, 148178.0)	(34.0, 174134.0)	(35.0, 173487.0)	(36.0, 137763.0)	(37.0, 73877.0)	(38.0, 17968.0)	(39.0, 2878.0)	(40.0, 7.0)										
ERR1755973_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 21.0)	(17.0, 167.0)	(18.0, 1011.0)	(19.0, 3576.0)	(20.0, 7857.0)	(21.0, 12539.0)	(22.0, 17226.0)	(23.0, 22341.0)	(24.0, 28163.0)	(25.0, 33990.0)	(26.0, 40753.0)	(27.0, 48032.0)	(28.0, 56320.0)	(29.0, 64693.0)	(30.0, 75982.0)	(31.0, 88183.0)	(32.0, 103439.0)	(33.0, 119544.0)	(34.0, 136932.0)	(35.0, 153524.0)	(36.0, 153757.0)	(37.0, 127364.0)	(38.0, 71901.0)	(39.0, 9245.0)	(40.0, 41.0)										
ERR1755973_2	(16.0, 2.0)	(17.0, 14.0)	(18.0, 81.0)	(19.0, 458.0)	(20.0, 1654.0)	(21.0, 3373.0)	(22.0, 5709.0)	(23.0, 9166.0)	(24.0, 13640.0)	(25.0, 19466.0)	(26.0, 26220.0)	(27.0, 34221.0)	(28.0, 44611.0)	(29.0, 56364.0)	(30.0, 72769.0)	(31.0, 93104.0)	(32.0, 117557.0)	(33.0, 142603.0)	(34.0, 165350.0)	(35.0, 177573.0)	(36.0, 171795.0)	(37.0, 141050.0)	(38.0, 71783.0)	(39.0, 7989.0)	(40.0, 51.0)													
