Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
ERR1755912_1	(1, 35.3917042401453)	(2, 33.1656590425457)	(3, 33.16838058099831)	(4, 33.69390443362903)	(5, 31.47779703772601)	(6, 33.00802617584471)	(7, 32.863229221845586)	(8, 34.23952025320338)	(9, 33.852420992072474)	(12, 34.54136017236134)	(17, 34.24421161184213)	(22, 33.71583905536171)	(27, 34.0170421527593)	(32, 33.28883058432159)	(37, 29.849157013957125)	(42, 30.309780364896454)	(47, 31.35095488012133)	(52, 32.06913096289849)	(57, 32.29800191371642)	(62, 32.94883681197746)	(67, 33.13566450018074)	(72, 32.726845797033384)	(77, 33.521645688302975)	(82, 33.682502230306476)	(87, 33.556152709579145)	(92, 32.68440945151933)	(97, 32.93303363706974)	(102, 32.7573948831829)	(107, 33.11185007171415)	(112, 32.98371817403297)	(117, 30.746477737368878)	(122, 30.8193644956573)	(127, 29.720312539188974)	(132, 31.159907492394826)	(137, 30.60573370802187)	(142, 27.533609487456317)	(147, 29.78751251444975)	(150, 30.920015383144477)
ERR1755912_2	(1, 38.20712126223677)	(2, 37.14569971226135)	(3, 33.525083664717734)	(4, 30.590404732476003)	(5, 34.15450678643757)	(6, 34.088196746588544)	(7, 33.75346989935365)	(8, 35.78992840107336)	(9, 35.514573867428)	(12, 35.45529025460436)	(17, 35.0509112552982)	(22, 34.11176230184291)	(27, 35.23941497285508)	(32, 34.939440435054784)	(37, 33.11725493574811)	(42, 33.39126548932037)	(47, 33.472376078875335)	(52, 32.64986361761762)	(57, 33.05661099769844)	(62, 33.83116933559538)	(67, 33.43123760575122)	(72, 33.2137714493369)	(77, 33.87850319066142)	(82, 33.26670382844723)	(87, 32.853351216607095)	(92, 32.15033523695294)	(97, 32.27409281593696)	(102, 32.058472681174045)	(107, 32.23614829893388)	(112, 32.00063068602339)	(117, 30.588212542519916)	(122, 30.733125931342546)	(127, 29.319650368877014)	(132, 29.837872558630703)	(137, 29.519499558508)	(142, 27.911773245178654)	(147, 28.353602019664628)	(150, 29.377062248551287)
ERR1755913_1	(1, 35.26652215755041)	(2, 33.210769707681344)	(3, 32.799949336985385)	(4, 33.26784772409709)	(5, 31.134497580204872)	(6, 32.93349611814892)	(7, 33.02318353428891)	(8, 33.9564008901885)	(9, 33.5157494887431)	(12, 34.443698122461065)	(17, 34.10419138127273)	(22, 34.04817428077026)	(27, 34.39942651318164)	(32, 33.72654376553439)	(37, 31.785815638925207)	(42, 31.553051150267077)	(47, 31.590285066555275)	(52, 31.94447647367695)	(57, 32.53721543341125)	(62, 32.799237946872054)	(67, 32.06085399568653)	(72, 32.7740895013621)	(77, 33.67800089339583)	(82, 33.60451112221127)	(87, 33.53571241198956)	(92, 32.92673799519925)	(97, 32.8977296650199)	(102, 32.72086145073584)	(107, 32.73010525932923)	(112, 32.620613784191505)	(117, 31.707671993973566)	(122, 31.053960755778313)	(127, 30.866235462639246)	(132, 31.183685150431625)	(137, 30.52184389168101)	(142, 29.147533951773333)	(147, 29.940511291252868)	(150, 30.070261142022225)
ERR1755913_2	(1, 38.231624825339836)	(2, 37.39360072917727)	(3, 33.22526418795747)	(4, 22.759245421821646)	(5, 33.18648153460353)	(6, 33.159856848066475)	(7, 33.353819852498916)	(8, 35.21926096773298)	(9, 35.03577641648237)	(12, 35.38447514042215)	(17, 35.52249322179759)	(22, 34.28343758964346)	(27, 35.42949165795294)	(32, 35.07407331420605)	(37, 34.296607079044776)	(42, 33.910738738376025)	(47, 33.81656857374721)	(52, 32.555827835914855)	(57, 33.23700914790826)	(62, 33.95974449597421)	(67, 33.39846125898322)	(72, 33.63539389949172)	(77, 34.16980636112442)	(82, 33.441143852835246)	(87, 33.129953845289435)	(92, 32.49113803463719)	(97, 32.224675810207124)	(102, 32.132116981421845)	(107, 31.960571240673687)	(112, 32.255793763547494)	(117, 31.37815273100724)	(122, 30.895458228832247)	(127, 30.456004253221305)	(132, 30.58215147914857)	(137, 30.18506111650518)	(142, 29.070851270082915)	(147, 29.535728636141545)	(150, 29.940542054966265)
ERR1755917_1	(1, 34.92388365374251)	(2, 32.526851822331935)	(3, 32.59274938552185)	(4, 32.817405482708836)	(5, 30.37810711883757)	(6, 32.33230022058969)	(7, 32.775434992841845)	(8, 33.58431672610291)	(9, 33.15797743699986)	(12, 34.49381195070815)	(17, 34.27078697230408)	(22, 34.131924322404046)	(27, 34.69479875935381)	(32, 33.90490093795019)	(37, 32.3451165531183)	(42, 30.861879394846312)	(47, 30.9602672911754)	(52, 30.936917963925715)	(57, 31.401831643254553)	(62, 31.326442353958548)	(67, 30.98764973783692)	(72, 31.792272138901108)	(77, 32.899934312385106)	(82, 33.320583188098055)	(87, 33.049820285898306)	(92, 32.22146682560633)	(97, 32.173760741436254)	(102, 32.38275485193136)	(107, 32.36616047165359)	(112, 32.018347155910945)	(117, 30.73641460004219)	(122, 30.518202150602626)	(127, 29.63330854293193)	(132, 30.67770598396291)	(137, 29.588522310266463)	(142, 28.208099843983387)	(147, 29.411406602865448)	(150, 30.071515536078362)
ERR1755917_2	(1, 38.67218064974517)	(2, 37.941472379226006)	(3, 34.30990725516898)	(4, 27.650999181707906)	(5, 34.47206951991)	(6, 34.46100511774145)	(7, 34.69232369145378)	(8, 36.30359851158893)	(9, 36.12706451754925)	(12, 36.169370370539056)	(17, 36.02162765736182)	(22, 34.840696747630524)	(27, 36.12301040399946)	(32, 35.75496056173544)	(37, 34.42291655976426)	(42, 33.91704808990086)	(47, 33.8024850808108)	(52, 32.690554171644216)	(57, 33.00989361822709)	(62, 33.51331530025787)	(67, 33.17846744482948)	(72, 33.489095210320784)	(77, 33.81481362451929)	(82, 33.3207440939468)	(87, 32.67813205662712)	(92, 32.15655319819395)	(97, 31.890834439788033)	(102, 31.946667224277952)	(107, 31.864712179352274)	(112, 31.781516567419498)	(117, 30.897072133042123)	(122, 30.580661980451538)	(127, 29.754443243249888)	(132, 30.3479728588307)	(137, 29.792048077440267)	(142, 28.6546635058064)	(147, 29.04497235535838)	(150, 29.69769977261092)
ERR1755919_1	(1, 39.332026304305714)	(2, 39.10891229093243)	(3, 39.213382476972484)	(4, 39.13982063289232)	(5, 38.90645406530873)	(6, 39.092665830429006)	(7, 38.74121803690274)	(8, 39.29280271379342)	(9, 38.9678637193529)	(12, 39.07492979713083)	(17, 39.00192566225522)	(22, 38.5760543150059)	(27, 38.57876165074097)	(32, 38.371293261093626)	(37, 37.825093525772296)	(42, 37.0231742661111)	(47, 36.77840101538697)	(52, 37.357135071094156)	(57, 36.97032165202348)	(62, 36.69613337494933)	(67, 36.462824654416764)	(72, 36.30859651393799)	(77, 36.420561818445336)	(82, 35.82545935350398)	(87, 35.49610630661364)	(92, 35.059198011839676)	(97, 34.66448751068274)	(102, 33.83010061310103)	(107, 33.64362672062706)	(112, 33.37882917068365)	(117, 32.482362726490706)	(122, 31.66323684519)	(127, 30.934250414427204)	(132, 31.163996433487664)	(137, 30.61996454089148)	(142, 29.61211241803855)	(147, 29.55332140385575)	(150, 29.844707852931606)
ERR1755919_2	(1, 38.697399705294714)	(2, 38.58210849303059)	(3, 36.480591230463055)	(4, 36.459938867243686)	(5, 38.29112909696117)	(6, 38.78430547592164)	(7, 38.418398826658105)	(8, 39.116044119690265)	(9, 39.03294104524489)	(12, 38.164352499613514)	(17, 38.46287809259538)	(22, 38.28802539631599)	(27, 38.36497723176633)	(32, 37.78296233351218)	(37, 36.904704241536116)	(42, 35.98087244664616)	(47, 35.85672173028094)	(52, 35.784240573298334)	(57, 35.835384036758576)	(62, 35.82860651951184)	(67, 35.7111030147558)	(72, 35.11256044706124)	(77, 34.991323476212116)	(82, 34.51298064249637)	(87, 33.95566978786263)	(92, 32.923342385992655)	(97, 32.407618485061235)	(102, 31.713736385074803)	(107, 31.520471093408723)	(112, 31.22345436813672)	(117, 30.508261472724552)	(122, 29.60905438920139)	(127, 29.015451554562343)	(132, 29.419830365453702)	(137, 29.217837363535352)	(142, 28.54552860237307)	(147, 28.18603931393779)	(150, 28.77859663486626)
ERR1755921_1	(1, 35.13407218570118)	(2, 32.268486699807355)	(3, 31.882646268118098)	(4, 33.03058314059652)	(5, 31.152244182928555)	(6, 32.846644602068345)	(7, 32.73153493720244)	(8, 33.9200589763067)	(9, 33.590623910904974)	(12, 34.32287518768174)	(17, 33.96955749996716)	(22, 33.150490657834645)	(27, 33.67537886017778)	(32, 32.365899001320855)	(37, 27.23418913840635)	(42, 29.339090424312097)	(47, 31.742799005153557)	(52, 31.892781746393002)	(57, 31.997879414501956)	(62, 31.935975118222302)	(67, 30.552093525002675)	(72, 31.43438128104807)	(77, 33.034835931619256)	(82, 33.62251906231741)	(87, 33.57631207963526)	(92, 32.13893597672134)	(97, 32.09688000634425)	(102, 32.7725891709703)	(107, 32.96904746991152)	(112, 32.897567942554595)	(117, 31.039236043209762)	(122, 30.964012930129815)	(127, 30.36745495872401)	(132, 31.32916328896576)	(137, 30.13370844037729)	(142, 26.279905914251465)	(147, 28.81011768946764)	(150, 30.35047607727651)
ERR1755921_2	(1, 38.51365024855515)	(2, 37.65014809760455)	(3, 25.328010886506927)	(4, 31.86360260849608)	(5, 33.65476605369533)	(6, 33.31901375418348)	(7, 33.005604758287554)	(8, 35.612399243013755)	(9, 35.20819749026141)	(12, 35.6339189493068)	(17, 35.85994579929046)	(22, 34.94242345328222)	(27, 36.07664848900261)	(32, 35.879191436516244)	(37, 33.11527695913425)	(42, 33.16064111533451)	(47, 34.04997674192238)	(52, 32.97437480220329)	(57, 33.614612951631024)	(62, 33.7800400843354)	(67, 32.28508541596475)	(72, 33.164097887283084)	(77, 34.2718428782736)	(82, 33.5242544197895)	(87, 33.153143438091476)	(92, 32.110705282792416)	(97, 31.600675155562364)	(102, 32.409098236624324)	(107, 32.35386252335868)	(112, 31.927144539923347)	(117, 30.203371130239372)	(122, 30.544057394020918)	(127, 29.62072947939391)	(132, 29.91562951157435)	(137, 29.409857287816834)	(142, 27.01936650948382)	(147, 28.275013024006974)	(150, 29.789115558270744)
ERR1755922_1	(1, 35.8819269348827)	(2, 33.64464515731199)	(3, 33.33453121574216)	(4, 33.916451984213985)	(5, 31.840317364613025)	(6, 33.74043863736023)	(7, 33.13737735693927)	(8, 34.49411621629029)	(9, 34.11729198640649)	(12, 34.86059389388292)	(17, 34.51860920028503)	(22, 34.37729424742381)	(27, 34.995049742381056)	(32, 34.27498215755639)	(37, 31.897828064091605)	(42, 30.083532448068816)	(47, 30.784596474794533)	(52, 31.672167445494882)	(57, 30.93080678722945)	(62, 30.43987987935504)	(67, 29.06913011816609)	(72, 29.964628075793694)	(77, 31.86501200373251)	(82, 32.6068127066174)	(87, 32.616590386996386)	(92, 30.848973270624107)	(97, 31.07387643198941)	(102, 31.781146360623524)	(107, 32.10905927217693)	(112, 31.803341524408957)	(117, 30.053019124978828)	(122, 29.585151519889298)	(127, 28.537146600713907)	(132, 29.728911582759935)	(137, 28.909298746831496)	(142, 26.404659783321513)	(147, 28.51300970308306)	(150, 29.305119566967903)
ERR1755922_2	(1, 38.61328895801359)	(2, 37.938985077285686)	(3, 28.346504330190747)	(4, 27.008410299276473)	(5, 33.20180778612146)	(6, 33.30167794891471)	(7, 33.80673783161588)	(8, 35.55344222758167)	(9, 35.398502589892566)	(12, 35.82189075860556)	(17, 36.18014484213988)	(22, 35.16625397390923)	(27, 36.216192652378865)	(32, 35.659548855579416)	(37, 34.21458656788278)	(42, 33.36645036626446)	(47, 33.372525658466124)	(52, 32.663536586284614)	(57, 33.10560754658565)	(62, 33.19520674266305)	(67, 32.016434150307326)	(72, 31.93873777586059)	(77, 32.9842854974175)	(82, 32.75804238297131)	(87, 32.11864492920034)	(92, 31.09626667609843)	(97, 31.221097450579606)	(102, 31.042295670599668)	(107, 30.95173635538756)	(112, 30.262997785613226)	(117, 29.375051393162273)	(122, 29.405281309420758)	(127, 28.857695923165153)	(132, 29.445649667240577)	(137, 28.932839926294054)	(142, 27.41115042569776)	(147, 28.229670965947292)	(150, 29.19904273651529)
ERR1755943_1	(1, 35.46573594892523)	(2, 33.39832513901194)	(3, 32.87335812543332)	(4, 32.94334891078266)	(5, 31.23946937808079)	(6, 33.081215674792546)	(7, 32.99838331679259)	(8, 33.92419207033047)	(9, 33.465260006514896)	(12, 34.79924026662915)	(17, 34.74406643674402)	(22, 34.60349586354712)	(27, 34.73734151624732)	(32, 33.858257290813334)	(37, 31.733417164692515)	(42, 31.184189524192504)	(47, 30.92340622610849)	(52, 30.803928606337614)	(57, 30.722696808718364)	(62, 30.590597471695993)	(67, 29.51002417412647)	(72, 31.152098769969292)	(77, 32.58886422870055)	(82, 33.031938261640775)	(87, 33.04304987090348)	(92, 31.9713493688406)	(97, 32.50664807174859)	(102, 32.47410861953934)	(107, 32.623853581672634)	(112, 32.344998752668616)	(117, 31.417081641531063)	(122, 31.009656131564498)	(127, 29.986422286845634)	(132, 30.873594599736368)	(137, 30.323204808336193)	(142, 28.50438568711089)	(147, 30.38577089843662)	(150, 30.533069452376346)
ERR1755943_2	(1, 38.761467930607466)	(2, 38.369693812495164)	(3, 33.757483576501244)	(4, 25.655510221671285)	(5, 34.5541801179019)	(6, 34.65886083089025)	(7, 34.88198973079785)	(8, 36.22635719636332)	(9, 36.045085878769676)	(12, 36.24732565995024)	(17, 36.428149046657566)	(22, 35.52413706127426)	(27, 36.510943379964274)	(32, 35.91538735753302)	(37, 34.79589597990356)	(42, 33.889604106440856)	(47, 34.13876586569929)	(52, 33.629195936542274)	(57, 34.175875074328324)	(62, 34.41368510437148)	(67, 33.84515283767385)	(72, 33.955841246230655)	(77, 34.45238937797079)	(82, 33.931134110090625)	(87, 33.50379441909338)	(92, 32.86137285645562)	(97, 32.943800278402016)	(102, 32.525544469818705)	(107, 32.62715804093427)	(112, 32.41189082750407)	(117, 31.693365626232765)	(122, 31.47920794837201)	(127, 30.67845394945337)	(132, 31.0107827626296)	(137, 30.606159372165955)	(142, 29.832994871392618)	(147, 30.17292280669067)	(150, 30.486552773593804)
ERR1755944_1	(1, 36.06627902003065)	(2, 34.53214187766235)	(3, 34.133511640721515)	(4, 34.56532667741879)	(5, 32.67600977251969)	(6, 33.87286666448605)	(7, 34.18029091110379)	(8, 35.09307293409588)	(9, 34.72383573914116)	(12, 35.225673747801565)	(17, 34.95421509104496)	(22, 34.6083468992882)	(27, 34.724655986674755)	(32, 33.73579804574721)	(37, 31.249812660238586)	(42, 31.804771486986702)	(47, 32.51598079808043)	(52, 32.28281844116684)	(57, 31.501644706268024)	(62, 32.40821626509773)	(67, 30.977232098829365)	(72, 33.18754662737662)	(77, 34.197972271062966)	(82, 34.422912115230034)	(87, 34.07298035834723)	(92, 33.136155209009225)	(97, 33.53594108139406)	(102, 33.210538238302846)	(107, 33.60407756550716)	(112, 33.34682127821569)	(117, 31.927606468452247)	(122, 31.867667440259275)	(127, 31.19183649124692)	(132, 32.185540367821446)	(137, 31.04757952783052)	(142, 27.805188594610513)	(147, 30.577578529243386)	(150, 31.436795774185267)
ERR1755944_2	(1, 38.08198449581196)	(2, 37.32283282298505)	(3, 29.601998787241378)	(4, 24.482023746920927)	(5, 33.03402265996714)	(6, 32.8465684214764)	(7, 32.789963793368074)	(8, 34.3409336228522)	(9, 34.76265407947343)	(12, 35.208372563474825)	(17, 35.3483359794284)	(22, 34.39475796407517)	(27, 35.38132653651736)	(32, 35.195399126071216)	(37, 33.458590932277254)	(42, 33.728971936694066)	(47, 33.99351433848443)	(52, 32.91840310209158)	(57, 33.14382323925993)	(62, 33.63576128486583)	(67, 32.882731267023956)	(72, 33.57276360068873)	(77, 34.35501407729361)	(82, 33.900763426293096)	(87, 33.35207662842454)	(92, 32.570500875912884)	(97, 32.65516533000567)	(102, 32.43839413756059)	(107, 32.61749667271802)	(112, 32.219516993834205)	(117, 31.25893139694069)	(122, 31.20541247487234)	(127, 30.057935198298146)	(132, 30.43845900562308)	(137, 29.942796065572082)	(142, 28.22455708323136)	(147, 28.785694058098944)	(150, 29.754871338545534)
ERR1755946_1	(1, 35.419961303863055)	(2, 33.11410769331672)	(3, 32.96314684856037)	(4, 33.6238014035548)	(5, 31.42356939069981)	(6, 33.297763494457925)	(7, 33.20628156358628)	(8, 34.39814799632715)	(9, 34.058766478651535)	(12, 34.74463812553289)	(17, 34.40710500426313)	(22, 34.090344166065464)	(27, 34.94830851970879)	(32, 34.356221395139784)	(37, 32.924677045492025)	(42, 30.101769236219297)	(47, 31.022141306025162)	(52, 32.120467667193715)	(57, 32.1090594029899)	(62, 30.8756630443577)	(67, 30.138696990265355)	(72, 31.438453316064386)	(77, 33.17938199130258)	(82, 33.91761697033124)	(87, 33.928558286610134)	(92, 32.170435221952616)	(97, 32.909294048968306)	(102, 33.246425941543386)	(107, 33.36505654101947)	(112, 32.88019429291175)	(117, 28.625068157009032)	(122, 29.701658439025106)	(127, 28.835393539605537)	(132, 30.93665012902855)	(137, 30.777761488520714)	(142, 24.97620824450276)	(147, 29.14100859116951)	(150, 30.607348815280048)
