Sample	FastQC_mqc_generalstats_fastqc_percent_duplicates	FastQC_mqc_generalstats_fastqc_percent_gc	FastQC_mqc_generalstats_fastqc_avg_sequence_length	FastQC_mqc_generalstats_fastqc_median_sequence_length	FastQC_mqc_generalstats_fastqc_percent_fails	FastQC_mqc_generalstats_fastqc_total_sequences
ERR1756130_1	76.13724694371624	49.0	117.29272211998475	127	36.36363636363637	1.3927269999999998
ERR1756130_2	78.8457695273942	50.0	120.09052168874446	127	27.27272727272727	1.3927269999999998
ERR1756135_1	70.54781427666532	49.0	113.66339962853623	127	27.27272727272727	0.9115289999999999
ERR1756135_2	72.7289073386516	50.0	117.79311903406254	132	36.36363636363637	0.9115289999999999
ERR1756136_1	75.09708103954716	49.0	111.87070646873984	122	27.27272727272727	0.627572
ERR1756136_2	75.09735818981392	50.0	115.96764355324967	127	36.36363636363637	0.627572
ERR1756139_1	74.6234992632115	50.0	120.89664343945434	132	27.27272727272727	2.021623
ERR1756139_2	79.80669915623311	50.0	124.59496355156229	137	27.27272727272727	2.021623
ERR1756149_1	69.75915370976668	49.0	110.833103351263	122	27.27272727272727	0.597148
ERR1756149_2	72.31750776454209	49.0	119.28030571985505	132	45.45454545454545	0.597148
ERR1756161_1	79.14841442054843	49.0	119.68698056118478	132	27.27272727272727	1.493198
ERR1756161_2	81.38850038942795	49.0	125.74793295999592	137	45.45454545454545	1.493198
ERR1756162_1	69.69566226039717	49.0	113.24918059987942	122	36.36363636363637	0.904015
ERR1756162_2	70.84591808190476	49.0	116.42772077896937	132	36.36363636363637	0.904015
ERR1756165_1	71.66887230522244	49.0	119.2294475427947	132	27.27272727272727	0.827322
ERR1756165_2	75.74330467062163	50.0	123.62475432781916	137	45.45454545454545	0.827322
ERR1756169_1	77.33619079077792	48.0	122.92755267987515	132	27.27272727272727	1.866225
ERR1756169_2	81.17053526600102	49.0	125.8455411325001	137	27.27272727272727	1.866225
ERR1756171_1	70.96005807674825	49.0	113.3122007923314	127	27.27272727272727	1.169965
ERR1756171_2	72.09731013713258	50.0	117.99337587021834	132	27.27272727272727	1.169965
ERR1756182_1	95.37204572154722	49.0	118.59489160142678	127	27.27272727272727	2.59044
ERR1756182_2	90.1363687022494	49.0	114.5375314618366	122	45.45454545454545	2.59044
ERR1756183_1	72.59365050459785	49.0	121.9910935604077	137	36.36363636363637	1.5773979999999999
ERR1756183_2	79.51749829613853	49.0	126.09026383956363	137	27.27272727272727	1.5773979999999999
ERR1756186_1	77.4276006266537	50.0	119.85457850598672	132	27.27272727272727	1.44403
ERR1756186_2	77.88199510485057	50.0	117.18441722124886	127	27.27272727272727	1.44403
ERR1756192_1	69.10723385198295	49.0	116.19997133980195	132	27.27272727272727	0.481504
ERR1756192_2	71.94926449907675	50.0	114.80944706586031	127	45.45454545454545	0.481504
ERR1756203_1	75.8102239424554	49.0	114.77100852448214	122	27.27272727272727	1.092735
ERR1756203_2	75.21288028933569	50.0	111.97171683894082	122	45.45454545454545	1.092735
ERR1756220_1	95.34012812493644	49.0	119.31498761245965	127	27.27272727272727	2.554583
ERR1756220_2	90.54284474894827	49.0	115.82188913024162	122	45.45454545454545	2.554583
ERR1756221_1	95.79710353655784	50.0	121.30406532522926	127	27.27272727272727	2.4626319999999997
ERR1756221_2	93.64959687560875	50.0	116.91955720546147	122	36.36363636363637	2.4626319999999997
ERR1756224_1	73.16370891385907	49.0	117.32788271177314	132	36.36363636363637	0.609166
ERR1756224_2	76.64584331004289	50.0	122.06913386498918	137	45.45454545454545	0.609166
ERR1756228_1	77.25511174687567	50.0	116.24900146290986	127	27.27272727272727	1.013733
ERR1756228_2	78.03065485408402	50.0	120.14195947059038	132	45.45454545454545	1.013733
ERR1756232_1	76.69138498614791	49.0	117.83020212412848	132	36.36363636363637	1.087599
ERR1756232_2	78.5721468006006	49.0	121.54775151503449	137	45.45454545454545	1.087599
ERR1756234_1	93.72128834855147	50.0	129.09626697067608	137	27.27272727272727	2.984118
ERR1756234_2	94.70955352310168	50.0	127.63346489649538	137	27.27272727272727	2.984118
ERR1756237_1	64.5179633623654	49.0	116.76342409814121	132	27.27272727272727	0.59017
ERR1756237_2	65.67529861537915	50.0	117.60357354660522	132	27.27272727272727	0.59017
ERR1756246_1	78.1712270905773	49.0	122.90836299279098	137	27.27272727272727	3.592446
ERR1756246_2	80.5651134478601	49.0	126.06156334708997	137	27.27272727272727	3.592446
ERR1756249_1	70.93627551760774	49.0	115.84480377612192	127	36.36363636363637	1.072423
ERR1756249_2	73.4662481555377	49.0	116.91752321611901	127	45.45454545454545	1.072423
ERR1756250_1	66.16253576601196	49.0	117.07798080123793	132	27.27272727272727	0.555765
ERR1756250_2	67.83093688632725	49.0	118.21999226291688	132	27.27272727272727	0.555765
ERR1756254_1	70.95679373219254	49.0	117.08546089694093	132	27.27272727272727	0.805538
ERR1756254_2	71.15356950627589	49.0	120.72574602315471	137	45.45454545454545	0.805538
ERR1756258_1	70.53114307812744	49.0	117.87318709491115	132	27.27272727272727	1.1912509999999998
ERR1756258_2	74.27830973278765	50.0	122.62155246879121	137	36.36363636363637	1.1912509999999998
ERR1756259_1	74.44415380087955	50.0	111.32148160583199	122	27.27272727272727	1.119893
ERR1756259_2	74.68828883246445	50.0	112.80156943565144	122	45.45454545454545	1.119893
ERR1756270_1	83.4963527438965	49.0	123.37663482331043	132	27.27272727272727	1.8266499999999999
ERR1756270_2	80.7851594660797	49.0	123.41538170968714	132	27.27272727272727	1.8266499999999999
ERR1756280_1	83.2956892530651	49.0	123.73188092860335	132	27.27272727272727	2.000682
ERR1756280_2	82.3523912370951	49.0	124.3219477158289	132	27.27272727272727	2.000682
ERR1756293_1	64.56082383391156	48.0	124.0808029076491	142	36.36363636363637	0.18159
ERR1756293_2	65.80703783247976	48.0	125.04489784679772	142	45.45454545454545	0.18159
ERR1756296_1	73.21517972911636	49.0	110.4756820959417	122	27.27272727272727	0.872238
ERR1756296_2	74.17931590122065	50.0	112.5952916520491	122	45.45454545454545	0.872238
ERR1756297_1	76.26420158563053	50.0	117.32477513941181	127	27.27272727272727	2.578153
ERR1756297_2	80.92936791314762	50.0	121.50202412347134	132	27.27272727272727	2.578153
ERR1756304_1	93.69368013031597	50.0	130.58309880635255	142	27.27272727272727	1.96708
ERR1756304_2	94.4105790556651	50.0	131.85515535717917	142	27.27272727272727	1.96708
ERR1756317_1	69.11536050676357	47.0	118.48795614609712	132	27.27272727272727	0.6136739999999999
ERR1756317_2	68.30849410136561	48.0	120.73035683441046	132	45.45454545454545	0.6136739999999999
ERR1756327_1	75.7924049323065	49.0	118.25511691845624	127	27.27272727272727	2.1961459999999997
ERR1756327_2	76.98021598341744	49.0	122.26128681790738	132	27.27272727272727	2.1961459999999997
ERR1756353_1	74.12630075574864	49.0	120.38581637507943	132	27.27272727272727	1.252684
ERR1756353_2	83.27673486604142	49.0	126.6380531722286	137	27.27272727272727	1.252684
ERR1756365_1	91.79072689027944	49.0	131.51845807706934	142	27.27272727272727	4.030837
ERR1756365_2	94.31861138748752	49.0	130.62352583346834	142	27.27272727272727	4.030837
ERR1879660_1	72.58013666174642	50.0	117.03869492552994	132	27.27272727272727	1.6675829999999998
ERR1879660_2	78.66197599038686	50.0	122.14036542708818	132	27.27272727272727	1.6675829999999998
ERR1879670_1	89.15166528468293	48.0	125.10736607922922	132	27.27272727272727	1.516587
ERR1879670_2	88.50346868588318	48.0	127.27005572380615	137	27.27272727272727	1.516587
ERR1879674_1	96.77012582169364	49.0	126.53814047650359	137	27.27272727272727	2.699455
ERR1879674_2	94.85665133734658	49.0	121.83425617393141	127	36.36363636363637	2.699455
ERR1879684_1	78.34666588863425	49.0	119.97546191407157	132	36.36363636363637	1.5068819999999998
ERR1879684_2	80.62177025527218	50.0	119.09941654356479	132	54.54545454545454	1.5068819999999998
ERR1879688_1	81.67284993988973	47.0	123.49063362395808	142	27.27272727272727	1.419012
ERR1879688_2	83.94845353917384	47.0	130.91690486056496	147	54.54545454545454	1.419012
ERR1879689_1	96.05413866829566	49.0	123.46931356404876	132	27.27272727272727	2.409664
ERR1879689_2	94.00093533643289	49.0	119.50196375926271	127	36.36363636363637	2.409664
ERR1879690_1	77.13353556639588	50.0	114.02769879778718	127	27.27272727272727	0.517712
ERR1879690_2	79.74666981382909	50.0	117.5466282411843	132	36.36363636363637	0.517712
ERR1879691_1	69.21948218701414	47.0	120.65239568354691	137	27.27272727272727	0.537571
ERR1879691_2	72.85646147259385	47.0	123.09676489245142	137	27.27272727272727	0.537571
ERR1879701_1	74.69401599856099	51.0	116.16881604782529	127	36.36363636363637	1.9032609999999999
ERR1879701_2	76.07345341684517	51.0	120.24262095424642	132	36.36363636363637	1.9032609999999999
ERR1879703_1	84.60951601000745	50.0	124.13123779344049	132	27.27272727272727	1.345588
ERR1879703_2	84.36190705174515	50.0	124.80308831529413	132	27.27272727272727	1.345588
ERR1879704_1	94.84599170065249	48.0	133.66580412580421	142	45.45454545454545	1.709291
ERR1879704_2	90.17067432779186	48.0	127.35453939674403	137	36.36363636363637	1.709291
ERR1879710_1	77.81414640037113	50.0	118.64347439298156	127	27.27272727272727	1.535497
ERR1879710_2	77.23675207055993	50.0	117.27968012962579	127	27.27272727272727	1.535497
ERR1879714_1	72.8199351938202	49.0	117.46074546178949	132	27.27272727272727	1.5009219999999999
ERR1879714_2	74.79682174807866	50.0	121.51121777147647	137	45.45454545454545	1.5009219999999999
ERR1879715_1	73.32732652313182	49.0	116.9138731647162	132	27.27272727272727	0.888759
ERR1879715_2	71.99909178053825	49.0	119.46600484495796	132	45.45454545454545	0.888759
ERR1879718_1	77.16302283240083	49.0	119.18971317433238	132	36.36363636363637	3.0129799999999998
ERR1879718_2	80.2401753028029	49.0	123.23127501676082	137	27.27272727272727	3.0129799999999998
ERR1879721_1	83.61513449798505	50.0	118.33458385289546	132	27.27272727272727	2.707408
ERR1879721_2	86.92889953814077	50.0	121.68931723626436	132	27.27272727272727	2.707408
ERR1879725_1	74.01367342307655	46.0	118.87301139724833	132	27.27272727272727	1.918621
ERR1879725_2	79.3957182255572	47.0	125.23801052943755	137	27.27272727272727	1.918621
ERR1879726_1	68.49166298493726	49.0	117.30204571903263	132	27.27272727272727	0.801723
ERR1879726_2	72.52552864221107	50.0	117.5983600320809	127	45.45454545454545	0.801723
ERR1879728_1	71.97072223834283	46.0	119.91290002485147	132	27.27272727272727	1.134742
ERR1879728_2	76.244820869773	47.0	124.30186068727517	137	27.27272727272727	1.134742
ERR1879729_1	95.87198175928042	49.0	135.06755834989175	147	36.36363636363637	2.2928919999999997
ERR1879729_2	92.32729892899697	49.0	129.23242350708188	137	36.36363636363637	2.2928919999999997
ERR1879731_1	80.1706790441798	49.0	119.59167007850188	137	36.36363636363637	0.898832
ERR1879731_2	81.13208931846542	50.0	117.34618816419531	127	54.54545454545454	0.898832
ERR1879735_1	96.18612307370627	47.0	124.97391188301908	132	27.27272727272727	2.6226499999999997
ERR1879735_2	94.66028659220066	47.0	123.44988503994051	132	36.36363636363637	2.6226499999999997
ERR1879751_1	95.83945065339239	49.0	121.6451479857374	132	27.27272727272727	2.9385939999999997
ERR1879751_2	94.37683684076737	49.0	119.87746078566825	127	36.36363636363637	2.9385939999999997
ERR1879752_1	96.93773224589972	48.0	131.70859697623595	147	36.36363636363637	2.90102
ERR1879752_2	95.86591902945833	48.0	127.55118682394468	137	36.36363636363637	2.90102
ERR1879758_1	74.21193233889795	46.0	123.50714871122119	137	27.27272727272727	1.442218
ERR1879758_2	85.13318549660742	46.0	130.3177889889046	147	36.36363636363637	1.442218
ERR1879764_1	96.97958230765833	49.0	124.91217726259624	137	27.27272727272727	3.312058
ERR1879764_2	95.57078785878814	49.0	116.46040649046604	127	36.36363636363637	3.312058
ERR1879771_1	71.98631411769199	49.0	114.39100270551846	127	27.27272727272727	0.985763
ERR1879771_2	71.59358712738666	50.0	118.11412175137431	132	45.45454545454545	0.985763
ERR1879773_1	74.6035365238746	49.0	119.23326976001202	132	27.27272727272727	0.639157
ERR1879773_2	78.7152518122654	49.0	124.92150285454122	142	45.45454545454545	0.639157
ERR1879775_1	78.7335631607335	48.0	115.66468805331768	127	36.36363636363637	1.134633
ERR1879775_2	79.11229956638547	48.0	122.71784885509236	137	54.54545454545454	1.134633
ERR1879776_1	96.78589432804424	50.0	122.30310204043529	132	27.27272727272727	2.570824
ERR1879776_2	95.20059716757193	50.0	119.66045166841448	127	36.36363636363637	2.570824
ERR1879779_1	76.27004853790494	48.0	118.17682771617743	132	27.27272727272727	1.080351
ERR1879779_2	78.90607570675328	48.0	123.0338954654552	137	45.45454545454545	1.080351
ERR1879781_1	71.92089445435789	46.0	123.04407196775041	137	27.27272727272727	0.7005359999999999
ERR1879781_2	75.046616985137	46.0	124.94984554683842	137	27.27272727272727	0.7005359999999999
ERR1879792_1	88.14774540234296	50.0	120.73925989834265	132	36.36363636363637	1.8568259999999999
ERR1879792_2	87.45923270690473	50.0	122.3672492737607	132	36.36363636363637	1.8568259999999999
ERR1879801_1	70.60669681047293	49.0	114.74492465996357	127	36.36363636363637	1.254645
ERR1879801_2	74.71121723086058	49.0	116.19601241785524	127	27.27272727272727	1.254645
ERR1879814_1	74.791320393061	49.0	118.50981395509152	132	27.27272727272727	1.1315009999999999
ERR1879814_2	78.38299101899351	50.0	124.76985349548961	137	45.45454545454545	1.1315009999999999
ERR1879818_1	67.4606951962215	49.0	115.52365317319739	127	36.36363636363637	0.509234
ERR1879818_2	70.56854042881054	50.0	118.88458351170581	132	45.45454545454545	0.509234
ERR1879823_1	71.67047729218368	50.0	109.90786081616903	117	27.27272727272727	1.202496
ERR1879823_2	73.41729688385615	50.0	113.051902043749	122	27.27272727272727	1.202496
ERR1879824_1	72.49019794878457	49.0	118.96122826754974	132	27.27272727272727	1.0853009999999998
ERR1879824_2	76.84276317728254	49.0	122.49447388328215	132	27.27272727272727	1.0853009999999998
ERR1879829_1	76.84363533801746	49.0	121.64734527557842	137	27.27272727272727	1.232934
ERR1879829_2	80.50146319616573	50.0	125.69789623775482	142	36.36363636363637	1.232934
ERR1879834_1	84.06131362094105	46.0	125.38219790355558	142	27.27272727272727	1.905989
ERR1879834_2	86.32874708782622	46.0	132.38854369044103	147	54.54545454545454	1.905989
ERR1879837_1	77.9597869890469	49.0	119.6646797319284	132	27.27272727272727	2.916385
ERR1879837_2	82.39721653343679	49.0	122.32408066836169	132	27.27272727272727	2.916385
ERR1879841_1	79.33079751017158	48.0	121.80295193163948	137	36.36363636363637	0.738906
ERR1879841_2	82.36998922194189	48.0	121.60427172062482	142	45.45454545454545	0.738906
ERR1879843_1	74.33430849833431	48.0	122.30875408545475	137	27.27272727272727	1.458222
ERR1879843_2	79.24014127325785	49.0	127.15003065376877	142	36.36363636363637	1.458222
ERR1879845_1	79.03280366064885	50.0	114.59522108610821	127	27.27272727272727	1.059655
ERR1879845_2	76.43591201131724	50.0	121.12982149850659	137	45.45454545454545	1.059655
ERR1879852_1	94.18604515013749	50.0	129.7786682967271	142	27.27272727272727	2.686199
ERR1879852_2	94.89815460271464	50.0	128.08252739279555	137	27.27272727272727	2.686199
ERR1879856_1	73.20322456461187	48.0	118.02486496917341	132	27.27272727272727	1.026062
ERR1879856_2	73.26793908950908	49.0	121.8161670542326	137	45.45454545454545	1.026062
ERR1879863_1	84.39438058662405	49.0	118.85445650836483	132	27.27272727272727	2.5925789999999997
ERR1879863_2	84.74753840728596	49.0	125.04157597511976	137	27.27272727272727	2.5925789999999997
ERR1879864_1	79.06921604497131	50.0	116.66383361360764	127	27.27272727272727	0.890794
ERR1879864_2	79.56220922135554	51.0	120.34784697696662	132	45.45454545454545	0.890794
ERR1879874_1	96.37263868208555	48.0	124.53895753041364	137	36.36363636363637	2.757644
ERR1879874_2	94.42322735717337	48.0	120.4861029922644	127	45.45454545454545	2.757644
ERR1879875_1	68.76295093641102	48.0	115.80713054764303	127	36.36363636363637	0.7874289999999999
ERR1879875_2	71.9225926390996	49.0	118.55479033665257	132	27.27272727272727	0.7874289999999999
ERR1879877_1	92.62556743195724	49.0	133.69426370087027	147	36.36363636363637	3.898402
ERR1879877_2	94.66319130487847	49.0	132.44728147584576	147	36.36363636363637	3.898402
ERR1879878_1	73.82519231383831	48.0	120.32731708951799	137	27.27272727272727	1.551688
ERR1879878_2	76.84596958003497	49.0	125.25817174586643	142	45.45454545454545	1.551688
ERR1879887_1	74.26686980265006	52.0	115.80014513498844	127	36.36363636363637	1.705998
ERR1879887_2	75.71795053922482	52.0	120.21136894650522	132	27.27272727272727	1.705998
ERR1879888_1	75.95250047864087	49.0	124.70502720170896	137	27.27272727272727	2.233867
ERR1879888_2	82.33621797397791	49.0	129.62760047934813	142	27.27272727272727	2.233867
ERR1879891_1	94.83712237587423	49.0	135.1360999480261	147	36.36363636363637	1.214071
ERR1879891_2	95.0867782856192	49.0	135.2735910832233	147	36.36363636363637	1.214071
ERR1879894_1	71.84774417399679	50.0	113.53720969253636	122	27.27272727272727	0.590021
ERR1879894_2	73.82501924624191	50.0	112.19914545414485	122	45.45454545454545	0.590021
ERR1879895_1	73.87805290779565	49.0	120.46974590531532	132	27.27272727272727	1.304435
ERR1879895_2	79.00411943149683	50.0	125.15278568882313	142	36.36363636363637	1.304435
ERR1879896_1	74.85374249633635	48.0	113.77050191650638	127	27.27272727272727	2.637351
ERR1879896_2	80.90810918009731	49.0	121.93555199895653	137	27.27272727272727	2.637351
ERR1879898_1	69.63653802370656	50.0	110.55374055034774	122	27.27272727272727	0.49605
ERR1879898_2	67.04585160486693	50.0	114.26348351980647	127	45.45454545454545	0.49605
ERR1879899_1	93.84779712306677	50.0	133.92019657645267	142	27.27272727272727	2.533162
ERR1879899_2	94.92984335161782	50.0	135.25909120695795	147	36.36363636363637	2.533162
ERR1879905_1	88.25258038100635	50.0	128.83161731103837	142	27.27272727272727	1.7615349999999999
ERR1879905_2	87.61187388675619	50.0	127.98122773603704	142	27.27272727272727	1.7615349999999999
ERR1879909_1	69.85955451437351	49.0	123.10273475084522	142	27.27272727272727	0.262949
ERR1879909_2	71.43780733145971	49.0	124.64781383462193	142	45.45454545454545	0.262949
ERR1879912_1	70.4513020609727	48.0	116.09589987751133	127	36.36363636363637	1.062139
ERR1879912_2	73.71797100346885	48.0	118.42288438707175	132	45.45454545454545	1.062139
ERR1879914_1	88.49827656876859	48.0	130.3559833411682	142	27.27272727272727	1.6635019999999998
ERR1879914_2	88.27088075702692	48.0	130.0690927933961	142	27.27272727272727	1.6635019999999998
ERR1879915_1	75.61670528493553	48.0	121.554953121159	137	36.36363636363637	1.305813
ERR1879915_2	82.89162462202343	48.0	126.9896363414976	142	45.45454545454545	1.305813
ERR1879916_1	74.88704155516591	50.0	114.96126677612793	127	27.27272727272727	0.5603199999999999
ERR1879916_2	75.02241113210042	51.0	110.4003640776699	122	45.45454545454545	0.5603199999999999
ERR1879917_1	74.80809033620147	49.0	119.81315852485956	132	27.27272727272727	1.3405909999999999
ERR1879917_2	76.78679313647945	50.0	120.3162023316582	132	45.45454545454545	1.3405909999999999
ERR1879918_1	76.66549930737222	50.0	122.06649427850618	132	27.27272727272727	2.349736
ERR1879918_2	79.65389498984983	50.0	125.30504533275227	137	36.36363636363637	2.349736
