Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
ERR9875480_2	(151, 1084252.0)																								
ERR9875482_1	(151, 1259008.0)																								
ERR9875482_2	(151, 1259008.0)																								
ERR9875485_1	(151, 1274458.0)																								
ERR9875485_2	(151, 1274458.0)																								
ERR9875486_1	(151, 1072690.0)																								
ERR9875486_2	(151, 1072690.0)																								
ERR9875487_1	(151, 1086290.0)																								
ERR9875487_2	(151, 1086290.0)																								
ERR9875489_1	(151, 1317418.0)																								
ERR9875489_2	(151, 1317418.0)																								
ERR9875491_1	(151, 986021.0)																								
ERR9875491_2	(151, 986021.0)																								
