Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
ERR3518719_1	(1, 32.87231370396459)	(2, 33.191203160069705)	(3, 33.32811341109209)	(4, 36.190390246831036)	(5, 36.37501999654698)	(6, 36.34527669441137)	(7, 36.573016575599254)	(8, 36.61659170835954)	(9, 38.543292664054654)	(12, 38.79938792853672)	(17, 40.251970438298216)	(22, 39.94953874631625)	(27, 39.64090243810579)	(32, 39.4419960059841)	(37, 39.27548383151877)	(42, 39.161716510620764)	(47, 38.20842577111844)	(52, 37.6192853934234)	(57, 36.535212810610766)	(62, 35.991750013476306)	(67, 35.237567513350015)	(72, 34.54378926555195)	(77, 34.140089907787655)	(82, 33.7708783262166)	(87, 33.66507269216794)	(92, 33.630801798210335)	(97, 33.73874056106097)	(102, 33.03717356376852)	(107, 33.809311539179035)	(112, 33.945001559667354)	(117, 34.00377325122078)	(122, 34.11077659604372)	(127, 33.97964223118005)	(132, 33.87150966974459)	(137, 33.949806733987316)	(142, 33.86166103274958)	(147, 34.11991706629438)	(150, 33.43977758231955)																				
ERR3518719_2	(1, 32.67149243785595)	(2, 33.11660942091864)	(3, 33.02620638375546)	(4, 36.039599315810456)	(5, 36.215634558955415)	(6, 36.29649257769194)	(7, 36.5067749606315)	(8, 36.54956477445573)	(9, 31.774365116625084)	(12, 37.07403969030243)	(17, 39.88336149319483)	(22, 39.67250581997402)	(27, 39.37558866291806)	(32, 39.1179057993774)	(37, 38.82893575839555)	(42, 38.7872634500246)	(47, 37.68704513875746)	(52, 37.33813165410953)	(57, 36.26765177401703)	(62, 35.757265059433536)	(67, 35.091475907834266)	(72, 34.34751659376492)	(77, 33.92138559321674)	(82, 33.62453225427847)	(87, 33.58985594455156)	(92, 33.38220514037516)	(97, 33.46205370388668)	(102, 32.7893243973649)	(107, 33.76494658348185)	(112, 33.909925365408185)	(117, 33.95606542691216)	(122, 33.9115995357337)	(127, 33.86361493379045)	(132, 33.7285308984225)	(137, 33.886802122050405)	(142, 33.81965222573566)	(147, 33.961408342110175)	(150, 33.00769598004436)																				
ERR3518728_1	(1, 32.83535866180274)	(2, 33.16076008661635)	(3, 33.31816419022215)	(4, 36.176124386077824)	(5, 36.369292484163786)	(6, 36.356537216686334)	(7, 36.56773807158483)	(8, 36.615332881528296)	(9, 38.54393381977733)	(12, 38.77731506373628)	(17, 40.22407812523818)	(22, 39.88049269313437)	(27, 39.50710311412177)	(32, 39.244186512524415)	(37, 39.23943418138276)	(42, 39.059699140097635)	(47, 38.04921325250258)	(52, 37.30787976602852)	(57, 36.5775482950836)	(62, 35.811128723177816)	(67, 35.19492065006085)	(72, 34.35098916384691)	(77, 34.19748153799384)	(82, 33.58615358047128)	(87, 33.604595014424014)	(92, 33.745616676524364)	(97, 33.78021729239346)	(102, 32.92763278163575)	(107, 33.844901081625615)	(112, 34.11013825657884)	(117, 33.941392216221516)	(122, 34.05597435042399)	(127, 33.93199674471108)	(132, 33.98421624706485)	(137, 34.02919423985613)	(142, 33.9912883622963)	(147, 34.15063669467072)	(150, 33.58342205016767)																				
ERR3518728_2	(1, 32.74236933072309)	(2, 33.1549560368551)	(3, 33.207864508096186)	(4, 36.115187806121384)	(5, 36.2909277359116)	(6, 36.34318433671343)	(7, 36.50827343213274)	(8, 36.55978049819644)	(9, 31.924583008323943)	(12, 37.10899697473208)	(17, 39.87660229521437)	(22, 39.60084957605169)	(27, 39.25560462598061)	(32, 38.92408542876733)	(37, 38.886117333489864)	(42, 38.719828610853725)	(47, 37.62174989970576)	(52, 37.052628256587376)	(57, 36.2926926971901)	(62, 35.81016257680013)	(67, 35.08280562560517)	(72, 34.25283721723531)	(77, 34.08729523507975)	(82, 33.42496749924966)	(87, 33.45672522274701)	(92, 33.4467143911807)	(97, 33.57630630232408)	(102, 32.66428202284847)	(107, 33.821677505359375)	(112, 34.032507494252414)	(117, 33.91048960728491)	(122, 33.81467844622358)	(127, 33.72953838287328)	(132, 33.82767335519988)	(137, 33.94980771254977)	(142, 33.91907956079404)	(147, 33.990600418381334)	(150, 33.03841452428553)																				
ERR3518741_1	(1, 31.715933587842777)	(2, 31.87970636242667)	(3, 32.66940187714489)	(4, 35.505310078949854)	(5, 35.932847227992745)	(6, 36.06850154677772)	(7, 36.40566218229811)	(8, 36.46309911173773)	(9, 38.196568809362674)	(12, 38.46200306525312)	(17, 39.819468047940035)	(22, 39.30678759525707)	(27, 39.156167650190724)	(32, 38.64809642750496)	(37, 38.36924957567145)	(42, 38.085306467781194)	(47, 37.71173672728621)	(52, 36.58182916564704)	(57, 35.642444183226374)	(62, 35.57744807196294)	(67, 34.91073014651259)	(72, 34.394758276684364)	(77, 33.946160420718265)	(82, 33.04078836365468)	(87, 32.9890076324359)	(92, 33.107002913756546)	(97, 33.14111183610585)	(102, 32.3286155070365)	(107, 33.26284524400985)	(112, 33.401589406453695)	(117, 33.51051512891887)	(122, 33.35760990775394)	(127, 33.268813175503574)	(132, 33.246050133884644)	(137, 33.22644437655426)	(142, 33.36089823945779)	(147, 33.577543989229945)	(150, 33.07323054502872)																				
ERR3518741_2	(1, 30.02862450105862)	(2, 31.103835053245696)	(3, 30.912032805317935)	(4, 27.104851219297373)	(5, 31.38773912336659)	(6, 34.047148021747944)	(7, 34.849811427385)	(8, 31.006650815864962)	(9, 31.56826844897241)	(12, 35.67876364652365)	(17, 37.66171583079385)	(22, 35.355402355793515)	(27, 35.465233196297326)	(32, 37.34235547062855)	(37, 36.83264674049693)	(42, 36.55225921826898)	(47, 36.23132002246205)	(52, 35.61416135721645)	(57, 34.644591269475384)	(62, 34.564599598193425)	(67, 34.16622413368995)	(72, 33.49454568750213)	(77, 33.20269898598319)	(82, 32.30584881774699)	(87, 32.309835729316234)	(92, 32.243751249162436)	(97, 32.37434755912957)	(102, 31.675147224750095)	(107, 32.6603241975528)	(112, 32.7540295508925)	(117, 32.7747633349956)	(122, 32.438225023197596)	(127, 32.49348292830669)	(132, 32.52335703404747)	(137, 32.563395890013034)	(142, 32.580363932091345)	(147, 32.75502079823542)	(150, 32.08401638408895)																				
ERR3518742_1	(1, 32.15356671972032)	(2, 32.279044885371846)	(3, 32.71927362025342)	(4, 35.835987257192656)	(5, 35.97205943332746)	(6, 36.05201111395278)	(7, 36.29127420624378)	(8, 36.33131572217104)	(9, 38.148321112785766)	(12, 38.55336276527858)	(17, 39.96642791697808)	(22, 39.482537238942534)	(27, 39.54872703526122)	(32, 39.19232823014368)	(37, 38.80911579127486)	(42, 38.351505759497485)	(47, 38.073346305084854)	(52, 36.96604519844227)	(57, 36.00328784943705)	(62, 35.96707463047316)	(67, 35.377546852257204)	(72, 34.615559405840074)	(77, 34.00491747934976)	(82, 33.5071871896872)	(87, 33.39096419252046)	(92, 33.42821364951114)	(97, 33.50029049641764)	(102, 32.72826603844657)	(107, 33.45146133322864)	(112, 33.69773306067374)	(117, 33.800148913284644)	(122, 33.72053971445578)	(127, 33.61659091547792)	(132, 33.6673473236451)	(137, 33.452464329842634)	(142, 33.60893399128065)	(147, 33.78690033334497)	(150, 33.54326318467352)																				
ERR3518742_2	(1, 32.656160471970544)	(2, 32.951989760066745)	(3, 32.861771577977684)	(4, 36.205453186570885)	(5, 36.26841760255452)	(6, 36.21095355033185)	(7, 36.32700248549301)	(8, 36.3846013651589)	(9, 38.18174838666425)	(12, 38.405182836441654)	(17, 39.697679329190024)	(22, 39.28249001209225)	(27, 39.35012983659311)	(32, 39.066401703879194)	(37, 38.373346167582305)	(42, 37.964436210863695)	(47, 37.51136579158857)	(52, 36.77154463090971)	(57, 35.76826914178671)	(62, 35.677549687327776)	(67, 35.25390573216722)	(72, 34.419557788269124)	(77, 33.91070389239915)	(82, 33.353904777263914)	(87, 33.3218117121884)	(92, 33.23888395403645)	(97, 33.33826626721432)	(102, 32.376796763828025)	(107, 33.49131293395012)	(112, 33.69877807311144)	(117, 33.69507948489958)	(122, 33.432570019995374)	(127, 33.49680676034671)	(132, 33.52695706881316)	(137, 33.41950186275316)	(142, 33.51461661560986)	(147, 33.71574078555619)	(150, 33.15290213522129)																				
ERR3518753_1	(1, 31.734042026751883)	(2, 31.927396088274662)	(3, 32.68904794412332)	(4, 35.51114314076786)	(5, 35.969221917824555)	(6, 36.07278545727718)	(7, 36.40098761972616)	(8, 36.46432346707288)	(9, 38.19427252103871)	(12, 38.450417137423116)	(17, 39.744602015781645)	(22, 39.32980548690875)	(27, 39.03968061099469)	(32, 38.65600450918526)	(37, 38.31093685954968)	(42, 38.014721718268106)	(47, 37.52158983781027)	(52, 36.87365660750773)	(57, 35.48746499254571)	(62, 35.246000516907)	(67, 34.17160096073421)	(72, 33.77206944122924)	(77, 33.735099854708714)	(82, 33.035478190841346)	(87, 33.070202153725646)	(92, 32.94681536134094)	(97, 33.024836839934224)	(102, 32.11617538323401)	(107, 33.23744277789689)	(112, 33.298502190765404)	(117, 33.29496138583106)	(122, 33.435194959042796)	(127, 33.54227401138284)	(132, 33.29412855998185)	(137, 33.527196653427154)	(142, 33.44057596559107)	(147, 33.76624972295046)	(150, 33.12830791413051)																				
ERR3518753_2	(1, 29.621485573239767)	(2, 30.748988382873307)	(3, 30.48631790444563)	(4, 26.504336822147962)	(5, 31.096346134927995)	(6, 33.76790429657806)	(7, 34.65526228711623)	(8, 30.84700926806438)	(9, 31.446820269903682)	(12, 35.42184967789824)	(17, 37.31802171988327)	(22, 35.12466849305268)	(27, 34.97026850259202)	(32, 36.957022744955864)	(37, 36.49486880547542)	(42, 36.16694054078129)	(47, 35.856930582561354)	(52, 35.60214768994389)	(57, 34.43605536331178)	(62, 34.081178774637706)	(67, 33.319514202566445)	(72, 32.784588908985405)	(77, 32.85637543058913)	(82, 32.16773271064179)	(87, 32.14696605813476)	(92, 31.767322174073094)	(97, 31.931587693278583)	(102, 31.034647933252764)	(107, 32.338884924431206)	(112, 32.34161826242232)	(117, 32.409825130709784)	(122, 32.275058170108856)	(127, 32.59187738065303)	(132, 32.23304679573422)	(137, 32.494027779576655)	(142, 32.405097251311744)	(147, 32.76160590035016)	(150, 31.888749898683773)																				
ERR3518754_1	(1, 32.18352696755859)	(2, 32.318704013026256)	(3, 32.738642866062584)	(4, 35.84549485382798)	(5, 36.01944873830997)	(6, 36.0586334628503)	(7, 36.28531315403107)	(8, 36.32688976363833)	(9, 38.12842655631478)	(12, 38.53660982896522)	(17, 39.91057662493149)	(22, 39.42808208704362)	(27, 39.448120580221236)	(32, 39.157781602503555)	(37, 38.86314133587189)	(42, 38.40385417848222)	(47, 37.92852874597904)	(52, 37.12364593282838)	(57, 35.84843771368528)	(62, 35.65892749943867)	(67, 34.68877550653747)	(72, 33.98654655241159)	(77, 33.795640647348925)	(82, 33.435741040718526)	(87, 33.44045577488909)	(92, 33.275242250206226)	(97, 33.407451215161565)	(102, 32.50251889991096)	(107, 33.43369925437405)	(112, 33.6027062469861)	(117, 33.61751272127574)	(122, 33.74372398045718)	(127, 33.82978836345838)	(132, 33.68035468431876)	(137, 33.716963058475315)	(142, 33.67867415371667)	(147, 33.96597215460052)	(150, 33.444588093686455)																				
ERR3518754_2	(1, 32.22277429323481)	(2, 32.68532789138181)	(3, 32.65309906597149)	(4, 35.847166173737065)	(5, 36.04856967816169)	(6, 36.0684804258964)	(7, 36.20282083326676)	(8, 36.24933217303867)	(9, 37.995765293995476)	(12, 38.22005049172866)	(17, 39.43999136626)	(22, 39.01525094089182)	(27, 38.94692610490189)	(32, 38.79181634193604)	(37, 38.178410426664485)	(42, 37.82794508819727)	(47, 37.249565334897724)	(52, 36.72456878623885)	(57, 35.578184604146216)	(62, 35.24396653903183)	(67, 34.48199011570449)	(72, 33.7429519860634)	(77, 33.622034179974904)	(82, 33.223616722893766)	(87, 33.229189399649854)	(92, 32.8491571246764)	(97, 32.98197685441451)	(102, 31.80388037552057)	(107, 33.26890658324188)	(112, 33.36816308375709)	(117, 33.417529742940054)	(122, 33.27590474671518)	(127, 33.52563525886619)	(132, 33.286880397921834)	(137, 33.375687854352144)	(142, 33.38074784675352)	(147, 33.72258522748114)	(150, 32.85732665915762)																				
ERR3518769_1	(1, 31.717807376896527)	(2, 31.89166590739655)	(3, 32.663848198696115)	(4, 35.52384222768133)	(5, 35.977327048295884)	(6, 36.043146885244774)	(7, 36.382598216603434)	(8, 36.45288514048216)	(9, 38.18697442033308)	(12, 38.42024070868267)	(17, 39.75064973465659)	(22, 39.3034946481485)	(27, 39.09390669974219)	(32, 38.67123764562858)	(37, 38.36364409493634)	(42, 38.07991201014222)	(47, 37.526191990099484)	(52, 36.32092536900501)	(57, 35.76884772966419)	(62, 35.10610025434029)	(67, 34.52631292198569)	(72, 33.57375822458387)	(77, 33.47275594666614)	(82, 32.877344677110976)	(87, 32.933385163170776)	(92, 33.039518324498246)	(97, 32.9003570947464)	(102, 32.413020111402965)	(107, 33.46388013364524)	(112, 33.780349350156634)	(117, 33.45643110937725)	(122, 33.50320199321889)	(127, 33.21466584867585)	(132, 33.5185044859759)	(137, 33.63947127851822)	(142, 33.545059291687934)	(147, 33.71472589543397)	(150, 33.24497972664142)																				
ERR3518769_2	(1, 29.6897797085205)	(2, 30.835244401887117)	(3, 30.587623782517532)	(4, 26.868226236134724)	(5, 31.290130290751748)	(6, 33.77462742758712)	(7, 34.73832285540575)	(8, 30.8451412729493)	(9, 31.54908953485107)	(12, 35.49878247455585)	(17, 37.438243146369516)	(22, 35.18490651236006)	(27, 35.134938172491275)	(32, 37.072007164036144)	(37, 36.77160774978496)	(42, 36.44289299746761)	(47, 35.9005747978632)	(52, 35.16144976273597)	(57, 34.62286538031096)	(62, 34.11537007401982)	(67, 33.772744227580304)	(72, 32.84027535839179)	(77, 32.72507262135963)	(82, 32.04492211238564)	(87, 32.11211333298684)	(92, 31.95314443206462)	(97, 32.119798937815)	(102, 31.59187378525691)	(107, 32.760983571326975)	(112, 33.02772081644299)	(117, 32.65354140114189)	(122, 32.5004523573054)	(127, 32.25192896963179)	(132, 32.60396733130617)	(137, 32.84048707049705)	(142, 32.69177821536093)	(147, 32.791910203673936)	(150, 32.039115451878224)																				
ERR3518770_1	(1, 32.1475173736675)	(2, 32.275480016351686)	(3, 32.70350775132857)	(4, 35.84022232005283)	(5, 35.98407157007641)	(6, 36.022495833464355)	(7, 36.26066318669224)	(8, 36.315450143077264)	(9, 38.127774598283075)	(12, 38.5224934436024)	(17, 39.91435174994497)	(22, 39.417202100562875)	(27, 39.488225590390236)	(32, 39.16913587574492)	(37, 38.835476497507614)	(42, 38.409375625801786)	(47, 37.87019409304595)	(52, 36.59601858210578)	(57, 36.18782133676804)	(62, 35.48302866156723)	(67, 34.994631135776196)	(72, 33.864134224789055)	(77, 33.60375363720229)	(82, 33.31737487060901)	(87, 33.3181489508181)	(92, 33.36881373618362)	(97, 33.29363782635819)	(102, 32.778522983593106)	(107, 33.647660024450396)	(112, 34.017507585923774)	(117, 33.73667437332792)	(122, 33.813380260635626)	(127, 33.54292074680542)	(132, 33.852347331653576)	(137, 33.86507587184148)	(142, 33.749016273067156)	(147, 33.906187396582126)	(150, 33.586090976877685)																				
ERR3518770_2	(1, 32.31720354705827)	(2, 32.771755290714125)	(3, 32.70258010754379)	(4, 36.071185811766924)	(5, 36.17328606018679)	(6, 36.04916795069337)	(7, 36.241291468821736)	(8, 36.25933178201943)	(9, 38.088706958900666)	(12, 38.26684242633879)	(17, 39.53010553127261)	(22, 39.090069809125495)	(27, 39.114126474010256)	(32, 38.87653499913166)	(37, 38.40003239344969)	(42, 37.99719648847662)	(47, 37.3033951644547)	(52, 36.22379986198802)	(57, 35.871533214976665)	(62, 35.286848258557185)	(67, 34.88293774488933)	(72, 33.79186793384487)	(77, 33.473865842988026)	(82, 33.10209110300709)	(87, 33.18218564471398)	(92, 33.02269541426383)	(97, 33.13371451933114)	(102, 32.30986517109062)	(107, 33.63291214694504)	(112, 33.9284293740673)	(117, 33.58418539150047)	(122, 33.47570896276188)	(127, 33.27053151756403)	(132, 33.62108049797962)	(137, 33.73734789530147)	(142, 33.61528026315182)	(147, 33.77963870132678)	(150, 33.0204495721896)																				
ERR3518780_1	(1, 32.71545918177022)	(2, 33.018934020431765)	(3, 33.20074927124578)	(4, 36.019548465486096)	(5, 36.11269764293974)	(6, 36.117802919280145)	(7, 36.38847475872507)	(8, 36.478998555814314)	(9, 38.4289783052401)	(12, 38.651362703771404)	(17, 40.139577189326886)	(22, 39.69541724176521)	(27, 39.28413314219634)	(32, 38.94537667018686)	(37, 38.91958936691265)	(42, 38.931316746144574)	(47, 38.386383489581235)	(52, 37.22231610806368)	(57, 36.36618468826891)	(62, 36.1172965520718)	(67, 35.437510791628384)	(72, 34.541139226228715)	(77, 34.27206407862169)	(82, 33.80266446152822)	(87, 33.66004773302323)	(92, 33.58741341348148)	(97, 33.70552627468062)	(102, 33.08234379997809)	(107, 33.781424747955114)	(112, 34.017803966355984)	(117, 34.08062512675339)	(122, 34.13088218250276)	(127, 33.83979877777378)	(132, 33.93719508995321)	(137, 33.784005575008166)	(142, 33.993009146571424)	(147, 34.110276869951086)	(150, 33.757276487990765)																				
ERR3518780_2	(1, 32.6691413223625)	(2, 32.92337129427815)	(3, 33.10678101135631)	(4, 36.025539970903125)	(5, 36.204351741815834)	(6, 36.31762919066981)	(7, 36.45655319239644)	(8, 36.54074388885632)	(9, 32.81598516378984)	(12, 37.3299024242069)	(17, 39.784987023645215)	(22, 39.55969645455078)	(27, 39.18647805210792)	(32, 38.78995534226187)	(37, 38.769817801549394)	(42, 38.57109290337194)	(47, 37.961577376848815)	(52, 37.090758037221875)	(57, 36.224657176156214)	(62, 35.96204596540406)	(67, 35.26264507474356)	(72, 34.276747924557384)	(77, 34.176372416789086)	(82, 33.6850276314878)	(87, 33.45641124846561)	(92, 33.32931829225525)	(97, 33.57789095743758)	(102, 32.9591149929216)	(107, 33.80387186978311)	(112, 34.01914451317724)	(117, 34.01539604881047)	(122, 33.92162648660886)	(127, 33.78593583452748)	(132, 33.849702296713666)	(137, 33.801225103875844)	(142, 33.96587428725765)	(147, 34.04221537111751)	(150, 33.46043998776803)																				
ERR3518791_1	(1, 32.77554090921833)	(2, 33.117975731523906)	(3, 33.246825138484546)	(4, 36.055225056334876)	(5, 36.305417415843785)	(6, 36.261143836858544)	(7, 36.422613698056495)	(8, 36.489768762417555)	(9, 38.415825481156205)	(12, 38.63817482433071)	(17, 40.10415570908721)	(22, 39.647233655734546)	(27, 39.35663670339566)	(32, 38.98272636953418)	(37, 38.6438231953115)	(42, 38.84410806598837)	(47, 38.35433009362497)	(52, 37.35288331388259)	(57, 36.380661286259816)	(62, 36.096847541707106)	(67, 35.35170421062381)	(72, 34.43714824900802)	(77, 34.26440501080113)	(82, 33.81412153851505)	(87, 33.70081198238272)	(92, 33.605949878575636)	(97, 33.76035523818606)	(102, 33.134658607200365)	(107, 33.635204126054724)	(112, 33.94757730437247)	(117, 34.01027161170522)	(122, 34.044185919685575)	(127, 33.88832648655806)	(132, 33.94776204761397)	(137, 33.72045247757161)	(142, 33.95736718092773)	(147, 34.081044304343)	(150, 33.61342976571093)																				
ERR3518791_2	(1, 32.71257713687817)	(2, 33.08919703277234)	(3, 33.17542300499591)	(4, 36.01412619584686)	(5, 36.255514639631265)	(6, 36.20888154601554)	(7, 36.43408147118841)	(8, 36.50729106896968)	(9, 32.792714823381075)	(12, 37.32887778177593)	(17, 39.79199097955468)	(22, 39.54076116586167)	(27, 39.19387258449374)	(32, 38.80400289604425)	(37, 38.77947533740242)	(42, 38.50838007101261)	(47, 37.92855558865203)	(52, 37.198969579593395)	(57, 36.23707756082574)	(62, 35.95001115228763)	(67, 35.23508273001782)	(72, 34.274849860661085)	(77, 34.170815934514664)	(82, 33.72355432505988)	(87, 33.475290366590876)	(92, 33.33463506970922)	(97, 33.70079790375637)	(102, 32.997060655108044)	(107, 33.69435858179916)	(112, 34.01817764006838)	(117, 33.97958834387849)	(122, 33.91629124897047)	(127, 33.85191889501419)	(132, 33.90103441966953)	(137, 33.80269332392444)	(142, 33.93630441703124)	(147, 33.988869730513045)	(150, 33.29344514509447)																				
ERR3518798_1	(1, 32.80454567682706)	(2, 33.156208102968854)	(3, 33.2666877915567)	(4, 36.08270337912497)	(5, 36.34163243765496)	(6, 36.324572157376096)	(7, 36.45612152107123)	(8, 36.510666703225354)	(9, 38.43481383761329)	(12, 38.670072937404655)	(17, 40.12721642449835)	(22, 39.72154786836951)	(27, 39.37928060986671)	(32, 39.02559840812872)	(37, 38.99992913822492)	(42, 38.87648981685841)	(47, 38.105179454036296)	(52, 37.343818445484295)	(57, 36.36061155706322)	(62, 36.11957411390657)	(67, 35.24909665598555)	(72, 34.40435317014047)	(77, 34.06899528291986)	(82, 33.699218195604665)	(87, 33.704179743061175)	(92, 33.54839229417197)	(97, 33.65083825816326)	(102, 33.07303830979992)	(107, 33.6981526901097)	(112, 33.88143398298049)	(117, 33.880883211437336)	(122, 33.94533986241454)	(127, 33.9488514158159)	(132, 33.75660522542286)	(137, 33.72106500025348)	(142, 33.835959284821406)	(147, 34.07917871239047)	(150, 33.47699702921384)																				
ERR3518798_2	(1, 32.47010804504972)	(2, 33.00070921965768)	(3, 33.03877303020529)	(4, 36.04509636370163)	(5, 36.22131610703139)	(6, 36.330346262576356)	(7, 36.4922233174124)	(8, 36.55785765348076)	(9, 32.91242253775132)	(12, 37.37945773104547)	(17, 39.83249305832533)	(22, 39.61661846667785)	(27, 39.26489289200216)	(32, 38.9166707649254)	(37, 38.794465015527365)	(42, 38.50162426273078)	(47, 37.63127776303078)	(52, 37.14164971853507)	(57, 36.25151795725068)	(62, 35.90703528926213)	(67, 35.13152916795939)	(72, 34.288507484288154)	(77, 33.967655672068545)	(82, 33.53644057703106)	(87, 33.48135400784432)	(92, 33.34745823649856)	(97, 33.503108381277436)	(102, 32.89377099993517)	(107, 33.7228571394707)	(112, 33.89635276937044)	(117, 33.900481015182834)	(122, 33.788800675684065)	(127, 33.89298037767105)	(132, 33.679833089510254)	(137, 33.75429630062497)	(142, 33.7822345833117)	(147, 33.940311855431005)	(150, 33.113172398265036)																				
ERR3518807_1	(1, 32.71629366498355)	(2, 32.807291052530594)	(3, 33.106320983211646)	(4, 36.00191515831209)	(5, 36.30307365731477)	(6, 36.33574111065789)	(7, 36.51015327962855)	(8, 36.540961765835355)	(9, 38.46363746734434)	(12, 38.684610809144196)	(17, 40.139553201543194)	(22, 39.842036123647375)	(27, 39.5741460615372)	(32, 39.29395682735007)	(37, 39.11804215220181)	(42, 39.11135535159304)	(47, 38.01042261883921)	(52, 37.48940499156525)	(57, 36.498520621610794)	(62, 36.02585487281144)	(67, 34.95474555273857)	(72, 34.27930867279288)	(77, 33.9647168238493)	(82, 33.536132281145704)	(87, 33.589574875564075)	(92, 33.436282197788856)	(97, 33.541386925069425)	(102, 32.90745324491851)	(107, 33.75006497898911)	(112, 33.59261621923078)	(117, 33.73397486018666)	(122, 33.92294029287301)	(127, 33.964549720913155)	(132, 33.837616285493525)	(137, 33.930304036821425)	(142, 33.880808058178864)	(147, 34.10810500759495)	(150, 33.46471893258152)																				
ERR3518807_2	(1, 32.505870230992315)	(2, 32.92492858916768)	(3, 33.004306922607284)	(4, 36.039104108855994)	(5, 36.182271946075105)	(6, 36.17242975593523)	(7, 36.461989872195645)	(8, 36.55313865565669)	(9, 38.39853605974083)	(12, 38.42218101535999)	(17, 39.83393539412287)	(22, 39.726916941581266)	(27, 39.354526665042066)	(32, 39.118038177209634)	(37, 38.94331998046137)	(42, 38.830087859081004)	(47, 37.450226998730585)	(52, 37.29715212121191)	(57, 36.36557584988027)	(62, 35.80447349416041)	(67, 34.92563497025069)	(72, 34.12910175850946)	(77, 33.900188470577746)	(82, 33.374293367265224)	(87, 33.515771885431306)	(92, 33.19954655562605)	(97, 33.28558308990988)	(102, 32.66168263541426)	(107, 33.64296980828722)	(112, 33.478205686320976)	(117, 33.649503887474665)	(122, 33.67394987806837)	(127, 33.835801924839295)	(132, 33.558338705866824)	(137, 33.79285023655953)	(142, 33.77138040437286)	(147, 33.90834306238192)	(150, 33.01508603254962)																				
ERR3518820_1	(1, 32.72424631231564)	(2, 32.82685282856271)	(3, 33.128031743570666)	(4, 36.02391568883473)	(5, 36.315658173589085)	(6, 36.33738286849478)	(7, 36.501327923500455)	(8, 36.54412895796549)	(9, 38.48837823767551)	(12, 38.669165201116456)	(17, 40.119051978471006)	(22, 39.704473826100816)	(27, 39.33967025918825)	(32, 39.090340534372324)	(37, 38.88716955447436)	(42, 38.951533659441466)	(47, 37.93878246096329)	(52, 37.37214866675115)	(57, 36.83335845517301)	(62, 35.94436239318828)	(67, 34.90364860385088)	(72, 34.24193613923649)	(77, 34.03344444951219)	(82, 33.69438846066474)	(87, 33.691169994813464)	(92, 33.50490943171955)	(97, 33.729486228006564)	(102, 33.07320793167962)	(107, 33.82340276228283)	(112, 33.8098158291002)	(117, 33.91984857468087)	(122, 33.960175765497084)	(127, 33.8988702675673)	(132, 33.93235143969158)	(137, 33.83052065396387)	(142, 33.93060482403796)	(147, 34.188404624016485)	(150, 33.460274314352695)																				
ERR3518820_2	(1, 32.51462341820023)	(2, 33.04875643818601)	(3, 32.9931912526324)	(4, 36.195721435417504)	(5, 36.3115119513115)	(6, 36.273837366463624)	(7, 36.477554797350486)	(8, 36.54280582526809)	(9, 38.41998734647291)	(12, 38.38572543936745)	(17, 39.76792676400998)	(22, 39.532788981965965)	(27, 39.069824996319795)	(32, 38.75383728606214)	(37, 38.721042922475974)	(42, 38.60754590130192)	(47, 37.32862656409276)	(52, 37.13844089349489)	(57, 36.68007123079434)	(62, 35.66701759766954)	(67, 34.816748184977854)	(72, 34.021426986527196)	(77, 33.907132649469624)	(82, 33.47237390367526)	(87, 33.60831517258131)	(92, 33.305099473234215)	(97, 33.60563321475256)	(102, 32.900367057407074)	(107, 33.79133749454639)	(112, 33.797777396629456)	(117, 33.83820003713952)	(122, 33.73252810457587)	(127, 33.75671614697463)	(132, 33.761229450393714)	(137, 33.76235587001137)	(142, 33.872809165141646)	(147, 34.05993903275978)	(150, 33.11134905078473)																				
