Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
ERR4223600_1	(1, 31.745387302051714)	(2, 33.47258439088615)	(3, 30.190764089529313)	(4, 31.794401217861974)	(5, 30.823874026259006)	(6, 35.86167849175292)	(7, 36.84087792122298)	(8, 37.63704147313755)	(9, 37.840183045020666)	(12, 38.32225706762243)	(17, 38.25983158395202)	(22, 36.385381999049116)	(27, 38.08565903521925)	(32, 38.18807007277914)	(37, 38.210572632849356)	(42, 38.061779065940094)	(47, 38.25703745017006)	(52, 37.88004608126395)	(57, 37.999653019054236)	(62, 37.62532732326372)	(67, 37.640398365212306)	(72, 37.70794353216545)	(77, 37.72822203123286)	(82, 37.082742840946494)	(87, 36.84288300479099)	(92, 37.007460776067)	(97, 36.90049555644955)	(102, 36.55223777566471)	(107, 37.13074598617562)	(112, 37.27306440405222)	(117, 37.185860640749)	(122, 37.11620707310829)	(127, 36.989263248363386)	(132, 36.59884659693523)	(137, 36.19324964341879)	(142, 35.98313279449951)	(147, 35.76674925940826)	(152, 35.58530976849651)	(157, 35.51221793512051)	(162, 34.990129557839296)	(167, 34.907511520315985)	(172, 34.5143469078009)	(177, 34.5470769483963)	(182, 34.16893674797937)	(187, 34.08805910104963)	(192, 33.972617763230076)	(197, 33.77143464506455)	(202, 33.21916898292067)	(207, 32.7852864535713)	(212, 32.902264290677685)	(217, 31.819727626814903)	(222, 31.769401217861976)	(227, 31.950266064440633)	(232, 30.893110668178327)	(237, 30.11407490034012)	(242, 29.23136223164978)	(247, 28.71149425812822)	(250, 25.008009362542516)
ERR4223600_2	(1, 33.31823044289215)	(2, 33.88463454997623)	(3, 32.805937534286656)	(4, 32.990925465384194)	(5, 32.72097977544527)	(6, 37.805105511465456)	(7, 37.893427934023336)	(8, 36.802822020261125)	(9, 36.63967240244304)	(12, 37.46414255933877)	(17, 36.937603774274955)	(22, 37.275557272428046)	(27, 37.44825640931865)	(32, 37.392361390483856)	(37, 37.802195260212855)	(42, 37.04949895768569)	(47, 37.334280254544126)	(52, 36.9708417145156)	(57, 36.512526515012986)	(62, 36.644480762900926)	(67, 36.30138838093845)	(72, 36.43083833156567)	(77, 36.80218383132795)	(82, 36.075920253812676)	(87, 36.067805745529014)	(92, 36.10402753904107)	(97, 35.966654171085835)	(102, 35.34319798485902)	(107, 36.22473393555937)	(112, 36.5788410196394)	(117, 36.30463418425191)	(122, 36.22046776140146)	(127, 35.92086091504224)	(132, 35.552824763193506)	(137, 34.98220522620049)	(142, 34.660486230479464)	(147, 34.38083924587646)	(152, 34.00864389423252)	(157, 34.00997421643565)	(162, 33.35181124967999)	(167, 33.29188869180412)	(172, 32.690012526057856)	(177, 32.76015616428336)	(182, 32.216801832278826)	(187, 32.014799491643195)	(192, 31.679400577844422)	(197, 31.30536060417657)	(202, 30.657795413817063)	(207, 30.197642449621476)	(212, 30.405201514098668)	(217, 28.69360485316169)	(222, 28.320618622682225)	(227, 28.60148255495008)	(232, 27.397412957612552)	(237, 26.46100967340818)	(242, 25.230076253520096)	(247, 24.286159163222763)	(250, 20.47512388911239)
ERR4223601_1	(1, 31.761226789086898)	(2, 33.46622847205341)	(3, 29.694263421657908)	(4, 31.659447052003664)	(5, 30.90944003964321)	(6, 35.78606690726855)	(7, 36.73830572021617)	(8, 37.194123174448826)	(9, 37.58170568655684)	(12, 37.95541447725191)	(17, 37.82634637320717)	(22, 38.045661686332444)	(27, 37.89799820483572)	(32, 37.867123716738035)	(37, 37.996211922882736)	(42, 37.738823699908366)	(47, 37.96979636105242)	(52, 37.71310049180021)	(57, 37.61484469959048)	(62, 37.33998447930886)	(67, 37.444044168521046)	(72, 37.36736774688184)	(77, 37.520321353105075)	(82, 36.83631561231931)	(87, 36.691445387736785)	(92, 36.785804644987564)	(97, 36.69657796809843)	(102, 36.32283505058249)	(107, 36.88101239785328)	(112, 37.123591450530135)	(117, 37.042752959216116)	(122, 36.93829216298595)	(127, 36.74926603960581)	(132, 36.41774501187426)	(137, 36.04474072965947)	(142, 35.75425182788862)	(147, 35.446170783701405)	(152, 35.19924733997793)	(157, 35.37279250892907)	(162, 34.76364885838772)	(167, 34.80280868410718)	(172, 34.406922602240215)	(177, 34.46921433513473)	(182, 34.11443284028648)	(187, 33.92486863511416)	(192, 33.807095106307386)	(197, 33.6318641659031)	(202, 33.07992174205733)	(207, 32.66392187295473)	(212, 32.804464536155734)	(217, 31.746084765413173)	(222, 31.693619219477533)	(227, 31.84423911214167)	(232, 30.833142752959212)	(237, 30.042032088561438)	(242, 29.185481608915985)	(247, 28.684785047777545)	(250, 24.943530629990462)
ERR4223601_2	(1, 33.20266656693532)	(2, 33.78814490341642)	(3, 32.68498139387026)	(4, 32.85656216691288)	(5, 32.484841614151875)	(6, 37.608373693363504)	(7, 37.64776679694074)	(8, 36.65676833031023)	(9, 36.41755567814201)	(12, 37.142185425510036)	(17, 36.645374179553826)	(22, 37.06166623034202)	(27, 37.16114731566842)	(32, 37.04510724236587)	(37, 37.6070937038353)	(42, 36.77276632945004)	(47, 37.08074966808161)	(52, 36.73027656749631)	(57, 36.21907876283262)	(62, 36.39663687192625)	(67, 36.09417600089758)	(72, 36.11383304972232)	(77, 36.580527610000566)	(82, 35.77235119771117)	(87, 35.847718645398956)	(92, 35.85395824373096)	(97, 35.724025749387586)	(102, 35.12279157394768)	(107, 35.92355872618135)	(112, 36.38653954036315)	(117, 36.10623258597154)	(122, 36.011467546795814)	(127, 35.69373983207735)	(132, 35.41896937000954)	(137, 34.809097836453056)	(142, 34.37067150363708)	(147, 33.95269414888644)	(152, 33.65166613684387)	(157, 33.87401593208294)	(162, 33.0055673467098)	(167, 33.02845148381547)	(172, 32.43770920208688)	(177, 32.59647325018232)	(182, 32.03829076051386)	(187, 31.924738205209717)	(192, 31.528397722385325)	(197, 31.10688333302167)	(202, 30.47087953699721)	(207, 30.059979991398173)	(212, 30.14779718383604)	(217, 28.508470463937766)	(222, 28.234401237915364)	(227, 28.43265329019953)	(232, 27.247749499784952)	(237, 26.23987368401369)	(242, 24.956270920208688)	(247, 24.56006507470501)	(250, 21.286321689698376)
ERR4223602_1	(1, 31.78370870383592)	(2, 33.503323164795226)	(3, 30.210486575366176)	(4, 31.812907552843946)	(5, 30.842305445576685)	(6, 35.89928820233227)	(7, 36.88713788104974)	(8, 37.63467038791891)	(9, 37.86763159602778)	(12, 38.35775253672573)	(17, 38.27925921118107)	(22, 36.432731442417946)	(27, 37.98505657601523)	(32, 38.17763094697216)	(37, 38.25644360788386)	(42, 38.099601047143075)	(47, 38.26837800999546)	(52, 37.906738928192816)	(57, 37.991969883819046)	(62, 37.6395478245819)	(67, 37.62461997793211)	(72, 37.48404231842669)	(77, 37.67910906298003)	(82, 37.100412366673154)	(87, 36.857725709093266)	(92, 37.02444256939486)	(97, 36.751500400250976)	(102, 36.483093831808056)	(107, 37.259524458579435)	(112, 37.26904826810325)	(117, 37.32528201466865)	(122, 37.19695030397438)	(127, 36.99734536249756)	(132, 36.54378485969581)	(137, 36.1579485515242)	(142, 36.006538586356854)	(147, 35.73605460721317)	(152, 35.40637805326583)	(157, 35.33356915687675)	(162, 35.095147227450724)	(167, 34.923702645983425)	(172, 34.77416888427339)	(177, 34.584734644425694)	(182, 34.15021440470781)	(187, 34.18259405897752)	(192, 34.03207805975639)	(197, 33.777206464594016)	(202, 33.37764003375089)	(207, 32.79020748144783)	(212, 33.03521256571688)	(217, 31.96162912961641)	(222, 32.100645593994074)	(227, 32.129590878604965)	(232, 31.024476752991063)	(237, 30.216541831634977)	(242, 28.927522554682934)	(247, 28.927204084723392)	(250, 25.71444148763549)
ERR4223602_2	(1, 33.38292767356829)	(2, 33.91472707211008)	(3, 32.851628047857034)	(4, 33.016001384652)	(5, 32.78569048700807)	(6, 37.78679604508773)	(7, 37.966091170679995)	(8, 37.2817701910387)	(9, 37.17821985677506)	(12, 37.5903282057939)	(17, 37.23618441833799)	(22, 37.4241106856191)	(27, 37.483413167175094)	(32, 37.45030224356894)	(37, 37.899880573765174)	(42, 37.185286774409896)	(47, 37.430521624369874)	(52, 37.073025248263775)	(57, 36.5956534908375)	(62, 36.73028060838148)	(67, 36.48634127344714)	(72, 36.336348413059)	(77, 36.84586659743407)	(82, 36.19459942450401)	(87, 36.181389844443004)	(92, 36.17293005343891)	(97, 35.88798684580602)	(102, 35.42495359252288)	(107, 36.41980009086778)	(112, 36.63969797278294)	(117, 36.578417169684776)	(122, 36.43989528569265)	(127, 36.09888838406785)	(132, 35.659890525951404)	(137, 34.965252158109955)	(142, 34.79604681854568)	(147, 34.506897730468836)	(152, 33.902885268600855)	(157, 33.93934921356093)	(162, 33.58450790766102)	(167, 33.44261655957249)	(172, 33.18947751022263)	(177, 33.028357240215485)	(182, 32.38078405919388)	(187, 32.262402803920295)	(192, 31.93475606326129)	(197, 31.40618420198611)	(202, 30.990674801497153)	(207, 30.325269466259925)	(212, 30.70630925336968)	(217, 28.9693580839878)	(222, 28.92328205793903)	(227, 29.165142251357604)	(232, 27.706584020250535)	(237, 26.574798468228728)	(242, 25.09862573289198)	(247, 24.64181259600614)	(250, 20.898444430020987)
ERR4223603_1	(1, 31.76080841985619)	(2, 33.48131572462755)	(3, 29.65797997154014)	(4, 31.66147640517783)	(5, 30.910033987554915)	(6, 35.80213293551689)	(7, 36.76832075727203)	(8, 37.1895755218566)	(9, 37.6205115226913)	(12, 38.001937579224744)	(17, 37.849901100877105)	(22, 38.0977256531671)	(27, 37.79498467119094)	(32, 37.834030622098794)	(37, 38.02402971191607)	(42, 37.77803840083114)	(47, 37.994815510401615)	(52, 37.74358509875483)	(57, 37.61211697401983)	(62, 37.359678017311225)	(67, 37.44078817384046)	(72, 37.13849695532779)	(77, 37.47463631540273)	(82, 36.87648776026231)	(87, 36.712467505366746)	(92, 36.80218177458992)	(97, 36.53528467629685)	(102, 36.270914778037515)	(107, 37.0421263644416)	(112, 37.127292827982124)	(117, 37.18474800148293)	(122, 37.01679220528395)	(127, 36.77726230356147)	(132, 36.367646334072575)	(137, 36.01960000799185)	(142, 35.77542773038168)	(147, 35.42422551219978)	(152, 35.069336387995364)	(157, 35.2178484612362)	(162, 34.90010056409129)	(167, 34.85003873826475)	(172, 34.69252606785523)	(177, 34.51695936811119)	(182, 34.099792433939605)	(187, 34.012990305444006)	(192, 33.891869848310286)	(197, 33.64502740537985)	(202, 33.268780066554335)	(207, 32.71151825138359)	(212, 32.973883527690646)	(217, 31.893648478551874)	(222, 32.04481917333209)	(227, 32.04658048790234)	(232, 31.012551197778272)	(237, 30.157854543920756)	(242, 28.868774294663886)	(247, 28.915049316363973)	(250, 25.610278626911658)
ERR4223603_2	(1, 33.257781507306994)	(2, 33.81315946623333)	(3, 32.73074797040352)	(4, 32.886167220546156)	(5, 32.54959274872963)	(6, 37.616067167045166)	(7, 37.709709429715026)	(8, 37.11296699588642)	(9, 36.96309542044892)	(12, 37.23475743630386)	(17, 36.9085768072122)	(22, 37.1913062010083)	(27, 37.17386044012885)	(32, 37.08052364366124)	(37, 37.69351261713053)	(42, 36.91543203709993)	(47, 37.16595650214559)	(52, 36.81015364328385)	(57, 36.28411908741972)	(62, 36.46053381106827)	(67, 36.271043979585265)	(72, 36.01155710064623)	(77, 36.62407633103124)	(82, 35.89720174311092)	(87, 35.97482567780864)	(92, 35.92179798827418)	(97, 35.64436274999501)	(102, 35.22100346535423)	(107, 36.14767736908354)	(112, 36.476216481411186)	(117, 36.38506279150822)	(122, 36.21782981359014)	(127, 35.87530985061903)	(132, 35.51106759993695)	(137, 34.78713934009533)	(142, 34.50311304691437)	(147, 34.0910098366333)	(152, 33.55419427739261)	(157, 33.79253827762349)	(162, 33.26514377557114)	(167, 33.17458947429178)	(172, 32.93073598263105)	(177, 32.82317058822223)	(182, 32.177110458443494)	(187, 32.15301281581676)	(192, 31.762428101114644)	(197, 31.181993033772216)	(202, 30.837070632399396)	(207, 30.219212403348585)	(212, 30.470056986318394)	(217, 28.77782617285924)	(222, 28.835730665831967)	(227, 29.008923786626532)	(232, 27.60013364146348)	(237, 26.38256578290144)	(242, 24.81751901948901)	(247, 25.01166543459005)	(250, 21.756988982349114)
ERR4223604_1	(1, 31.74990321429746)	(2, 33.49323006151269)	(3, 30.17204322841679)	(4, 31.78943985749096)	(5, 30.81903730487876)	(6, 35.84743283831347)	(7, 36.7873270192787)	(8, 37.61760411737765)	(9, 37.77292429460303)	(12, 38.2718309324575)	(17, 38.2821734652824)	(22, 36.38534727722209)	(27, 38.132369440515376)	(32, 38.15185714683339)	(37, 38.16004686199245)	(42, 38.080083400176626)	(47, 38.240852928748005)	(52, 37.717863477757)	(57, 37.957274109761315)	(62, 37.58338018689129)	(67, 37.473980207640125)	(72, 37.593467154854594)	(77, 37.59643018904209)	(82, 36.89108028026103)	(87, 36.57084839943017)	(92, 36.934926607338504)	(97, 36.62618502389911)	(102, 36.4470623957814)	(107, 37.11975313952576)	(112, 37.133230770009334)	(117, 37.19026728035972)	(122, 37.08470887113711)	(127, 36.86688005910886)	(132, 36.452018329820376)	(137, 35.93991492979558)	(142, 35.8179543171484)	(147, 35.62436165717365)	(152, 35.38631639942004)	(157, 35.228853019840436)	(162, 34.857856848252666)	(167, 34.69660959051424)	(172, 34.34833743670974)	(177, 34.41635058438321)	(182, 34.15742542440214)	(187, 34.11552796917028)	(192, 33.82912427284206)	(197, 33.65845755219469)	(202, 33.154118263272295)	(207, 32.445325566860575)	(212, 32.91215754941132)	(217, 31.61811018641053)	(222, 31.79652178753704)	(227, 32.03441826099498)	(232, 30.797643236513892)	(237, 29.839078144649715)	(242, 28.801203938229214)	(247, 28.62233586283505)	(250, 25.495464356292842)
ERR4223604_2	(1, 32.1433187501107)	(2, 33.5592872523741)	(3, 32.38169244666665)	(4, 33.47658292067621)	(5, 32.81736980741543)	(6, 37.38395457524361)	(7, 37.82036067539973)	(8, 36.85388521848265)	(9, 37.19366755819161)	(12, 37.49707011333415)	(17, 36.89216883475075)	(22, 37.207319276422496)	(27, 37.47556319157496)	(32, 37.22573765887405)	(37, 37.63759637452144)	(42, 36.81900997715099)	(47, 37.09740563710295)	(52, 36.6348064159432)	(57, 36.307191493991695)	(62, 36.44937361305456)	(67, 36.037592325969186)	(72, 36.21491638474404)	(77, 36.65650311358972)	(82, 35.87107385318431)	(87, 35.718224811046476)	(92, 35.918087160269536)	(97, 35.5985976827099)	(102, 35.206441246650456)	(107, 36.168073622922904)	(112, 36.38195408435664)	(117, 36.30038182908531)	(122, 36.169652558305486)	(127, 35.79122324476282)	(132, 35.322845727385676)	(137, 34.62766173333704)	(142, 34.402006563715354)	(147, 34.10352856633174)	(152, 33.57287571197587)	(157, 33.52212963970415)	(162, 33.06091907197061)	(167, 32.95439862551651)	(172, 32.364655126605825)	(177, 32.522404941258046)	(182, 32.04163733574897)	(187, 31.94636933424088)	(192, 31.34463199925102)	(197, 30.898762914249136)	(202, 30.367542250438383)	(207, 29.62432926875555)	(212, 30.24812868323368)	(217, 28.198643228922855)	(222, 28.280155768048314)	(227, 28.762423362170836)	(232, 27.224368236071086)	(237, 25.90182260762191)	(242, 24.743929575433388)	(247, 24.057518288069677)	(250, 20.523983876640614)
ERR4223605_1	(1, 31.737566627078078)	(2, 33.45610734138792)	(3, 29.638216590304868)	(4, 31.63474977325353)	(5, 30.879591778393987)	(6, 35.7554932417858)	(7, 36.66976878357342)	(8, 37.16962195061735)	(9, 37.504871475684205)	(12, 37.91279733673605)	(17, 37.85542333370582)	(22, 38.03582464246825)	(27, 37.96417535753175)	(32, 37.82954383028709)	(37, 37.944263769162994)	(42, 37.78051097868713)	(47, 37.96875394694783)	(52, 37.55926463976548)	(57, 37.57752961997552)	(62, 37.29657346455609)	(67, 37.295423749515976)	(72, 37.280508119992405)	(77, 37.41569059567402)	(82, 36.660245691817124)	(87, 36.42475733580047)	(92, 36.73227544303271)	(97, 36.42803599876296)	(102, 36.23177205288066)	(107, 36.90252214838704)	(112, 36.999827438791456)	(117, 37.07869986564135)	(122, 36.925082447354534)	(127, 36.65355998451107)	(132, 36.28604982964778)	(137, 35.817437518029266)	(142, 35.59986330241612)	(147, 35.342170165102615)	(152, 35.04953910044674)	(157, 35.10546036679652)	(162, 34.65292015665648)	(167, 34.59742093759989)	(172, 34.26971005039099)	(177, 34.35271563004332)	(182, 34.11427658131298)	(187, 33.983973117874385)	(192, 33.691015122495074)	(197, 33.546781499567295)	(202, 33.020699028823444)	(207, 32.358720448243325)	(212, 32.83134636724871)	(217, 31.56952735381025)	(222, 31.73001187657716)	(227, 31.930603886265533)	(232, 30.745154642390283)	(237, 29.764467983918543)	(242, 28.756675701874524)	(247, 28.59044520272044)	(250, 25.368958733442312)
ERR4223605_2	(1, 32.003495403998535)	(2, 33.46096452359853)	(3, 32.260515448646146)	(4, 33.36411454529862)	(5, 32.57582687744776)	(6, 37.20895758996442)	(7, 37.56312387763747)	(8, 36.67456879188963)	(9, 36.95868666366937)	(12, 37.1533253116627)	(17, 36.58238680218612)	(22, 37.00266638252974)	(27, 37.19672341608821)	(32, 36.892789592272166)	(37, 37.45019711999501)	(42, 36.53870438757664)	(47, 36.85937404980886)	(52, 36.376873159715274)	(57, 36.00411288205805)	(62, 36.211918677931656)	(67, 35.8358256819936)	(72, 35.90382727246738)	(77, 36.44077850053666)	(82, 35.57109443827948)	(87, 35.51087525435886)	(92, 35.69533019223423)	(97, 35.36523463386618)	(102, 35.01185006925838)	(107, 35.91051194024808)	(112, 36.23402106598127)	(117, 36.145187907201574)	(122, 35.98018716653976)	(127, 35.56369457705612)	(132, 35.193250361884765)	(137, 34.46396355424113)	(142, 34.12332357045773)	(147, 33.70467448562986)	(152, 33.24594857987842)	(157, 33.375309193822105)	(162, 32.732217749375636)	(167, 32.6988994025328)	(172, 32.10001689228697)	(177, 32.32479917669592)	(182, 31.830308920946692)	(187, 31.859564802711088)	(192, 31.179246915858222)	(197, 30.674392592342336)	(202, 30.171047139875935)	(207, 29.524768510698017)	(212, 30.007668578527046)	(217, 27.993901624518248)	(222, 28.194859027368103)	(227, 28.574874672224666)	(232, 27.10965589112011)	(237, 25.69007435205085)	(242, 24.454609905117326)	(247, 24.398556619047746)	(250, 21.328383460112114)
ERR4223606_1	(1, 31.73066248282069)	(2, 33.46901156638815)	(3, 30.191279600102163)	(4, 31.791483927463787)	(5, 30.867014509675144)	(6, 35.86976563165128)	(7, 36.86048333150898)	(8, 37.61796134807409)	(9, 37.86866372337967)	(12, 38.3477024117926)	(17, 38.23749212488294)	(22, 36.394744408362826)	(27, 38.12001216234295)	(32, 38.17024312523564)	(37, 38.22930492210019)	(42, 38.06907870252125)	(47, 38.22095328444071)	(52, 37.917901266099896)	(57, 37.967418542708074)	(62, 37.556680653361056)	(67, 37.61221050583185)	(72, 37.65359263448511)	(77, 37.69203196263728)	(82, 37.121430291531354)	(87, 36.83564831369115)	(92, 37.02141885892898)	(97, 36.84577662640931)	(102, 36.4170394424782)	(107, 37.17389669305895)	(112, 37.2067116673356)	(117, 37.2435192955571)	(122, 37.18020700307708)	(127, 37.02562897556586)	(132, 36.50260395762639)	(137, 36.15045839870593)	(142, 35.84378248865862)	(147, 35.70529329490033)	(152, 35.26098587951983)	(157, 35.14034516729303)	(162, 34.86656498947958)	(167, 34.818485788302254)	(172, 34.50629012052882)	(177, 34.363902652606996)	(182, 33.955070845647704)	(187, 33.84400578927524)	(192, 33.672993517471205)	(197, 33.45612678026295)	(202, 33.052559808321476)	(207, 32.683116478758464)	(212, 32.74577930212477)	(217, 31.983556512326537)	(222, 31.799793726663506)	(227, 31.6482207708493)	(232, 30.490719402585718)	(237, 30.07306259957918)	(242, 28.775696719816104)	(247, 28.97750988190365)	(250, 25.809942715364688)
ERR4223606_2	(1, 32.25489595115603)	(2, 33.62503739920458)	(3, 32.76622274114885)	(4, 33.52346237579207)	(5, 33.3220345167293)	(6, 37.69621629510709)	(7, 37.82996558056944)	(8, 37.007774169616034)	(9, 36.750508994052616)	(12, 37.30220162732149)	(17, 37.06950049257489)	(22, 37.41450140475062)	(27, 37.61522919935296)	(32, 37.37398036997847)	(37, 37.820717334987414)	(42, 36.943051531847104)	(47, 37.287094537891775)	(52, 36.951767066807754)	(57, 36.447027888252386)	(62, 36.68747448948566)	(67, 36.32263874192724)	(72, 36.37069167244378)	(77, 36.782801474075974)	(82, 36.06299704455066)	(87, 36.022629741793466)	(92, 36.215015142116975)	(97, 35.948152904975615)	(102, 35.24367546004062)	(107, 36.23174079614697)	(112, 36.46394813976964)	(117, 36.35077705209132)	(122, 36.31397039685725)	(127, 36.0534048479099)	(132, 35.60673064059061)	(137, 35.05419199474587)	(142, 34.59129905985089)	(147, 34.42243173885017)	(152, 33.70180367546004)	(157, 33.706302282871775)	(162, 33.30828523126695)	(167, 33.26620449763443)	(172, 32.807625302538284)	(177, 32.692268398584304)	(182, 32.23742255628124)	(187, 31.82756473407037)	(192, 31.41768112769244)	(197, 31.068050741294805)	(202, 30.68755135549312)	(207, 30.327185025723356)	(212, 30.416971333357658)	(217, 28.99840624657934)	(222, 28.49207039564102)	(227, 28.439747023266563)	(232, 27.177379988080908)	(237, 26.496941657240853)	(242, 25.04110871918366)	(247, 24.717011469089407)	(250, 21.29491492441104)
ERR4223607_1	(1, 31.74659545134446)	(2, 33.47264458793307)	(3, 29.691825115799286)	(4, 31.668714851072693)	(5, 30.94154243659555)	(6, 35.81393757252953)	(7, 36.77293421013479)	(8, 37.19542555618373)	(9, 37.62601045417125)	(12, 37.99854197042283)	(17, 37.81645044187223)	(22, 38.06908282996598)	(27, 37.95001140635384)	(32, 37.847870483331846)	(37, 38.0219249957846)	(42, 37.75009125083068)	(47, 37.93588934844924)	(52, 37.76263179297964)	(57, 37.612521696868704)	(62, 37.28225121750429)	(67, 37.420732783844635)	(72, 37.33067515696134)	(77, 37.51311631505341)	(82, 36.91834687217941)	(87, 36.71854772319259)	(92, 36.81753156584442)	(97, 36.66838208309777)	(102, 36.22344154491624)	(107, 36.975623134069295)	(112, 37.10762837107349)	(117, 37.14861983118596)	(122, 37.03204639906368)	(127, 36.83148203251307)	(132, 36.35716071056625)	(137, 36.03526844605786)	(142, 35.64095327362355)	(147, 35.43676763769453)	(152, 34.91693793951657)	(157, 35.061284851370246)	(162, 34.7040199958342)	(167, 34.77041390186569)	(172, 34.460510707094755)	(177, 34.32609476200395)	(182, 33.92686196328146)	(187, 33.685269933843145)	(192, 33.54925164400274)	(197, 33.349443568304224)	(202, 32.94503476458278)	(207, 32.612800904573454)	(212, 32.69273018517968)	(217, 31.964753374792952)	(222, 31.76345751381161)	(227, 31.604578411243686)	(232, 30.500001487785283)	(237, 30.058763055315854)	(242, 28.74536902034298)	(247, 28.981743882722846)	(250, 25.764022376290654)
ERR4223607_2	(1, 32.117730929072316)	(2, 33.54629739835947)	(3, 32.67234504716279)	(4, 33.44024062447308)	(5, 33.0880173773321)	(6, 37.557091280586384)	(7, 37.596919292607694)	(8, 36.85082472897511)	(9, 36.53858323166801)	(12, 36.97751956437647)	(17, 36.776914531694786)	(22, 37.22199194612234)	(27, 37.3544762499876)	(32, 37.052108191745766)	(37, 37.64228384959482)	(42, 36.67925184237411)	(47, 37.03287559139465)	(52, 36.713196159530256)	(57, 36.18497336864344)	(62, 36.4862355064917)	(67, 36.13632378175181)	(72, 36.03985727179853)	(77, 36.56246764067011)	(82, 35.76459765326668)	(87, 35.8424613919719)	(92, 35.99326132452565)	(97, 35.7263347913629)	(102, 35.04488747383978)	(107, 35.96247012031223)	(112, 36.30785153886591)	(117, 36.16222513166899)	(122, 36.11968290336338)	(127, 35.84837137104373)	(132, 35.486647623015045)	(137, 34.890851112367464)	(142, 34.326209817399146)	(147, 34.02023933505917)	(152, 33.333307049126674)	(157, 33.56771257972049)	(162, 33.00354836789954)	(167, 33.03001309251049)	(172, 32.60008034040527)	(177, 32.53189662867855)	(182, 32.06967893593596)	(187, 31.723822913877076)	(192, 31.25651005246923)	(197, 30.868690550579736)	(202, 30.536431398220607)	(207, 30.231844556193646)	(212, 30.194338976998836)	(217, 28.848152170678723)	(222, 28.43503139226947)	(227, 28.304170262147768)	(232, 27.05360589559715)	(237, 26.29651411908233)	(242, 24.77294809613077)	(247, 25.04326876345206)	(250, 22.233538895666577)
ERR4223608_1	(1, 31.7334181608273)	(2, 33.472943197257365)	(3, 30.18975488022076)	(4, 31.768165755035092)	(5, 30.805822474710144)	(6, 35.831418555046355)	(7, 36.77509802679282)	(8, 37.58815899699408)	(9, 37.81317888393769)	(12, 38.27624724574631)	(17, 38.214740976959305)	(22, 36.301506479975785)	(27, 37.99775259938192)	(32, 38.085630363315104)	(37, 38.138531393212396)	(42, 38.08186169950652)	(47, 38.11283464622359)	(52, 37.78063574862903)	(57, 38.011932166163334)	(62, 37.43655009045919)	(67, 37.40241036796125)	(72, 37.59280550217172)	(77, 37.64259431339008)	(82, 36.9901438195603)	(87, 36.45468944689658)	(92, 36.7276650264338)	(97, 36.62487522262818)	(102, 36.20454055880551)	(107, 37.1740994558369)	(112, 37.206255411712526)	(117, 37.169528274658056)	(122, 37.13443644273617)	(127, 36.922345533005284)	(132, 36.564015895475634)	(137, 36.027373233933815)	(142, 36.07958754830943)	(147, 35.77709340879812)	(152, 35.43588202994657)	(157, 35.41779371079808)	(162, 34.886040069551505)	(167, 34.717251659591845)	(172, 34.51348968342802)	(177, 34.59791099096816)	(182, 34.4092053670109)	(187, 34.44299099631828)	(192, 34.1073645047975)	(197, 33.88364976452451)	(202, 33.40330404848895)	(207, 32.7686919670827)	(212, 33.117618072128)	(217, 31.74080272855906)	(222, 32.145310553103414)	(227, 32.164511837131215)	(232, 30.971432141524637)	(237, 30.090039633094694)	(242, 28.861352452957696)	(247, 28.849662097949356)	(250, 25.19694321837624)
ERR4223608_2	(1, 32.07220368454028)	(2, 33.45764257002668)	(3, 32.64012023681302)	(4, 33.44431831781096)	(5, 33.16683033797245)	(6, 37.77121039330391)	(7, 37.63220065750107)	(8, 37.27852104496209)	(9, 37.026722420505024)	(12, 37.4950778934623)	(17, 36.70214884585331)	(22, 37.09629926858285)	(27, 37.36140595411572)	(32, 37.19701343864614)	(37, 37.62317339302937)	(42, 36.8733314326343)	(47, 37.07191963562896)	(52, 36.79383610342619)	(57, 36.43583556841461)	(62, 36.2915116189028)	(67, 36.09864416802179)	(72, 36.29080976818512)	(77, 36.74010158180397)	(82, 36.038770388516966)	(87, 35.666470613081025)	(92, 35.79516905661971)	(97, 35.65601888027708)	(102, 34.98012607970265)	(107, 36.26063405911877)	(112, 36.53086418449452)	(117, 36.32624055810156)	(122, 36.27040893187753)	(127, 35.93706679901164)	(132, 35.61520418435373)	(137, 34.84858433120032)	(142, 34.828839940022384)	(147, 34.409644287695436)	(152, 33.866351643400705)	(157, 33.955475773126935)	(162, 33.28851133027813)	(167, 33.020465600867276)	(172, 32.620321640514454)	(177, 32.84617924295861)	(182, 32.454368791929774)	(187, 32.59506733402322)	(192, 31.841511266921504)	(197, 31.339714402370948)	(202, 30.99102940451803)	(207, 30.216579023322282)	(212, 30.869519827106785)	(217, 28.635348426291596)	(222, 28.881523093493275)	(227, 29.01651249885606)	(232, 27.652066130247164)	(237, 26.45216151718021)	(242, 25.058334917249198)	(247, 24.357901628265505)	(250, 20.341321548999318)
