Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57
ERR3518753_2	(1, 0.0)	(2, 0.02325213964400378)	(3, 0.05118451765224935)	(4, 6.562260584940365)	(5, 0.01597839339639234)	(6, 0.013772421173756084)	(7, 0.03478877815968258)	(8, 3.3745711023600924)	(9, 0.0020271096099900732)	(12, 0.32378306349920855)	(17, 6.558295797026707e-05)	(22, 9.539339341129756e-05)	(27, 4.769669670564878e-05)	(32, 2.3925000387285946e-05)	(37, 0.0)	(42, 1.2113411818147404e-05)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 6.294708164740067e-05)	(67, 1.9042908497047335e-05)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 6.575717912222715e-06)	(102, 0.0)	(107, 0.0)	(112, 1.3225995562017189e-05)	(117, 6.626686980554716e-06)	(122, 9.303110627940032e-05)	(127, 0.0)	(132, 0.0)	(137, 5.5804408338992254e-05)	(142, 0.00018063938828855597)	(147, 3.881817597428187e-05)	(150, 0.0)																				
ERR3518754_1	(1, 0.0)	(2, 0.000260838066185703)	(3, 0.0)	(4, 0.0)	(5, 3.260475827321288e-05)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 3.260475827321288e-05)	(12, 0.00037821519596926935)	(17, 0.00021519140460320496)	(22, 1.9562854963927725e-05)	(27, 9.781427481963864e-05)	(32, 0.000587400302667796)	(37, 0.00016342212732989292)	(42, 0.0008253303581265629)	(47, 0.00013125692749452642)	(52, 0.0004474079813372972)	(57, 0.0001454049107071748)	(62, 0.0)	(67, 0.0002939381600874065)	(72, 0.00012717376782675024)	(77, 0.0)	(82, 0.0)	(87, 0.0002860566780442305)	(92, 0.00030729543957178584)	(97, 0.0002598994503742176)	(102, 4.109192475876814e-05)	(107, 0.0)	(112, 1.373889922702892e-05)	(117, 0.001183271160001307)	(122, 0.0)	(127, 6.912662996273038e-05)	(132, 0.0)	(137, 0.0)	(142, 0.0006797778127543798)	(147, 3.994525901704305e-05)	(150, 0.0)																				
ERR3518754_2	(1, 0.0)	(2, 0.004629875674796229)	(3, 0.009390170382685309)	(4, 0.00019562854963927728)	(5, 0.00016302379136606438)	(6, 0.00032604758273212876)	(7, 0.0005542808906446189)	(8, 0.0005868856489178318)	(9, 0.0011085617812892378)	(12, 0.00024779616287641786)	(17, 0.0001369399847474941)	(22, 0.0001369399847474941)	(27, 0.0002934428244589159)	(32, 0.0012480788733572408)	(37, 0.0010959421920025095)	(42, 4.607753163452934e-05)	(47, 0.00016513023987148906)	(52, 0.0006764505736466662)	(57, 2.6690296475813253e-05)	(62, 0.0001347285643822675)	(67, 0.00013536520109921958)	(72, 0.00037999716630684555)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518769_1	(1, 0.0)	(2, 0.0014039334203199022)	(3, 5.730340491101641e-05)	(4, 8.59551073665246e-05)	(5, 0.0055870819788241)	(6, 0.0)	(7, 0.0004870789417436395)	(8, 0.0007735959662987216)	(9, 5.730340491101641e-05)	(12, 0.0)	(17, 7.449442638432133e-05)	(22, 0.0001661798742419476)	(27, 0.0)	(32, 5.73699997240503e-06)	(37, 0.000247240266768798)	(42, 0.00019593754617498792)	(47, 9.829610069776355e-05)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 6.762548788408235e-06)	(142, 6.294053126843632e-05)	(147, 0.0)	(150, 0.0)																				
ERR3518769_2	(1, 0.0)	(2, 0.022634844939851483)	(3, 0.047103398836855485)	(4, 6.489381392552965)	(5, 0.015729784648074004)	(6, 0.012807310997612167)	(7, 0.03240507547717978)	(8, 3.410326188171775)	(9, 0.001260674908042361)	(12, 0.32041771890043935)	(17, 6.87640858932197e-05)	(22, 6.87640858932197e-05)	(27, 6.87640858932197e-05)	(32, 1.723842896313493e-05)	(37, 5.781668249494711e-06)	(42, 1.7428262367385447e-05)	(47, 5.851090221938873e-06)	(52, 0.0)	(57, 0.0)	(62, 0.00012600339957172043)	(67, 1.2096638350250784e-05)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 1.2460362030834662e-05)	(102, 0.0)	(107, 0.0)	(112, 3.132359871062044e-05)	(117, 1.8847583362861212e-05)	(122, 6.931135701240327e-05)	(127, 0.0)	(132, 0.0)	(137, 4.8564054565739186e-05)	(142, 0.00015735716636364682)	(147, 4.4900594573673343e-05)	(150, 0.0)																				
ERR3518770_1	(1, 0.0)	(2, 0.0001257822081066633)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0003710575139146568)	(17, 0.00017609509134932866)	(22, 2.515644162133266e-05)	(27, 0.00015093864972799597)	(32, 0.0005790910976388505)	(37, 0.00015130967030820708)	(42, 0.0008779919074412087)	(47, 0.00015830613950468923)	(52, 0.0004571675296762048)	(57, 0.0001274150324892406)	(62, 1.2811693283706813e-05)	(67, 0.00032831984636176224)	(72, 0.00014844528732682567)	(77, 0.0)	(82, 6.535365936705504e-06)	(87, 0.00018352823595019254)	(92, 0.0002627184980488554)	(97, 0.00021713274759252422)	(102, 1.9774139775484417e-05)	(107, 0.0)	(112, 1.9830118022913435e-05)	(117, 0.001092920281003714)	(122, 0.0)	(127, 4.662573548767322e-05)	(132, 0.0)	(137, 7.314157854447381e-06)	(142, 0.0006343365945534198)	(147, 4.7356803680949636e-05)	(150, 0.0)																				
ERR3518770_2	(1, 0.0)	(2, 0.005943209333039841)	(3, 0.009559447816106412)	(4, 0.0)	(5, 0.00015722776013332916)	(6, 0.00028300996823999244)	(7, 0.0004716832803999874)	(8, 0.00044023772837332157)	(9, 0.0012578220810666332)	(12, 0.00035847929310399044)	(17, 0.00020125153297066129)	(22, 0.00018238420175466179)	(27, 0.00028300996823999244)	(32, 0.0010647894114316674)	(37, 0.0011384057234992112)	(42, 4.438386539971444e-05)	(47, 0.00016544994143390248)	(52, 0.0006261111876358118)	(57, 1.924586860165485e-05)	(62, 0.00014859209634763212)	(67, 0.00014933074181734083)	(72, 0.0004166888032593398)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518780_1	(1, 0.0)	(2, 0.28244221924976953)	(3, 0.0023181578372386746)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0012416799450037039)	(17, 0.0018811717621729934)	(22, 0.00019184754515078685)	(27, 0.000314416810108234)	(32, 0.0025491446286536232)	(37, 0.0)	(42, 4.2796956580026726e-05)	(47, 0.0)	(52, 0.004032793819006815)	(57, 0.0003345546556814746)	(62, 0.002845503933055536)	(67, 0.0012778105960622118)	(72, 5.44852117328019e-06)	(77, 0.0)	(82, 6.602687723077994e-05)	(87, 2.7590956346692503e-05)	(92, 1.6598614192766788e-05)	(97, 0.0)	(102, 0.0)	(107, 0.0003499570719325096)	(112, 5.5631944396539156e-06)	(117, 0.003822488961866605)	(122, 7.818136300383072e-05)	(127, 0.0006272169950716985)	(132, 0.004618179808097318)	(137, 0.0009924268641130544)	(142, 9.783911232008365e-05)	(147, 0.0008947104716913606)	(150, 0.0)																				
ERR3518780_2	(1, 0.0)	(2, 0.0005329098476410745)	(3, 0.00021316393905642983)	(4, 0.00029310041620259097)	(5, 0.00135892011148474)	(6, 0.0011191106800462567)	(7, 0.0019184754515078682)	(8, 0.0031974590858464473)	(9, 2.926527719305725)	(12, 0.00018651844667437608)	(17, 0.0)	(22, 0.00017053115124514385)	(27, 0.0018865008606494041)	(32, 3.2011004956690713e-05)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.00013481789769068805)	(57, 0.0002274749313147569)	(62, 0.0004137775961753884)	(67, 0.0)	(72, 0.0)	(77, 7.69719160267185e-05)	(82, 4.419319386145489e-05)	(87, 0.0012184452450368156)	(92, 0.0)	(97, 0.0)	(102, 0.00033401106033091474)	(107, 9.475759196433325e-05)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518791_1	(1, 0.0)	(2, 0.2809163921193527)	(3, 0.002145273333565976)	(4, 0.0)	(5, 2.8603644447546353e-05)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0013500920179241877)	(17, 0.002007975840217754)	(22, 0.0001945047822433152)	(27, 0.00036040592003908404)	(32, 0.002662798184005997)	(37, 0.0)	(42, 6.321860516653477e-05)	(47, 0.0)	(52, 0.004104777272761698)	(57, 0.00022652881246103634)	(62, 0.002540338086880147)	(67, 0.0012375949436210984)	(72, 5.881076401651642e-06)	(77, 0.0)	(82, 3.570211511825701e-05)	(87, 2.3883801009007002e-05)	(92, 5.990249311780257e-06)	(97, 0.0)	(102, 0.0)	(107, 0.0002949920701315352)	(112, 0.0)	(117, 0.0038770059127359643)	(122, 4.2366252012018696e-05)	(127, 0.0006191873033093862)	(132, 0.005045870751163047)	(137, 0.001224035911838332)	(142, 0.00014836620198136705)	(147, 0.0008231828693459448)	(150, 0.0)																				
ERR3518791_2	(1, 0.0)	(2, 0.0005148656000558343)	(3, 0.0002860364444754635)	(4, 0.00025743280002791716)	(5, 0.0013729749334822248)	(6, 0.0012871640001395858)	(7, 0.0016590113779576885)	(8, 0.0030605899558874597)	(9, 2.8926293556914673)	(12, 0.0001773425955747874)	(17, 0.0)	(22, 0.00024027061335938932)	(27, 0.0018935612624275684)	(32, 2.291613422461054e-05)	(37, 0.0)	(42, 5.761053950253875e-06)	(47, 0.0)	(52, 0.00014497567656088933)	(57, 0.00019822270028873468)	(62, 0.0006041259810302096)	(67, 0.0)	(72, 0.0)	(77, 0.00013659684172660547)	(82, 2.388181463102656e-05)	(87, 0.0012037354606273401)	(92, 0.0)	(97, 0.0)	(102, 0.0003735676317384747)	(107, 7.844620988645515e-05)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518798_1	(1, 0.0)	(2, 0.2842814705976299)	(3, 0.0018373566261157348)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.8267025017165154e-05)	(12, 0.0012550559107621327)	(17, 0.0018995440811534984)	(22, 0.0002600566301579194)	(27, 0.0003448577052094148)	(32, 0.002393783497052845)	(37, 0.0)	(42, 5.677598693698093e-05)	(47, 0.0)	(52, 0.004082703484136958)	(57, 0.00030910338666835947)	(62, 0.0024464500857984436)	(67, 0.0012605180254944975)	(72, 5.79636925863104e-06)	(77, 0.0)	(82, 2.3485802773508905e-05)	(87, 2.9439150042280508e-05)	(92, 5.900369197901451e-06)	(97, 0.0)	(102, 0.0)	(107, 0.00036714769528659936)	(112, 0.0)	(117, 0.0038308717062447185)	(122, 4.75993675472034e-05)	(127, 0.0007815358982108556)	(132, 0.004680715264421153)	(137, 0.0011597417782215254)	(142, 0.0001564878288982944)	(147, 0.0007858919412248502)	(150, 0.0)																				
ERR3518798_2	(1, 0.0)	(2, 0.0006501415753947985)	(3, 0.00025440322515448636)	(4, 0.00022613620013732123)	(5, 0.0014416182758754227)	(6, 0.0010458799256351107)	(7, 0.0018373566261157348)	(8, 0.003985650527420287)	(9, 2.905171763164166)	(12, 0.0001526419350926918)	(17, 0.0)	(22, 0.0002374430101441873)	(27, 0.001967384941194694)	(32, 1.698421583224441e-05)	(37, 0.0)	(42, 1.1384289145917045e-05)	(47, 0.0)	(52, 0.0001602238831207973)	(57, 0.00020112728972644677)	(62, 0.00045697724131863273)	(67, 0.0)	(72, 0.0)	(77, 0.0001932676445892351)	(82, 2.3569546543137103e-05)	(87, 0.0013291044576863942)	(92, 0.0)	(97, 5.926239533742437e-06)	(102, 0.00032631373166747206)	(107, 5.34588912412121e-05)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518807_1	(1, 0.0)	(2, 0.2300053308830487)	(3, 0.0005822919769191107)	(4, 0.0004658335815352885)	(5, 0.0006696357734569772)	(6, 0.023611939664069936)	(7, 0.00040760438384337743)	(8, 0.00014557299422977767)	(9, 0.0)	(12, 0.0006754586932261683)	(17, 0.0003144376675363197)	(22, 0.00014557299422977767)	(27, 0.00022709387099845312)	(32, 9.325944076976343e-05)	(37, 0.0)	(42, 4.0944843201722955e-05)	(47, 0.00363338191907263)	(52, 0.0015856292657831774)	(57, 0.0)	(62, 0.005965651119717762)	(67, 0.00041041460976083715)	(72, 4.174080380027359e-05)	(77, 0.0)	(82, 0.0)	(87, 0.00010302010716151547)	(92, 0.0002673273378292121)	(97, 0.0)	(102, 0.0008958207948892144)	(107, 1.830498409937556e-05)	(112, 0.0011552844759657125)	(117, 0.00030609983507340886)	(122, 6.132991341381494e-06)	(127, 0.0006517804520589345)	(132, 0.0007267907039133726)	(137, 0.0007704096868963628)	(142, 0.0)	(147, 0.00020405827006336622)	(150, 0.0)																				
ERR3518807_2	(1, 0.0)	(2, 0.0003493751861514664)	(3, 0.00410515843727973)	(4, 0.0077735978918701265)	(5, 5.822919769191106e-05)	(6, 0.0)	(7, 5.822919769191106e-05)	(8, 0.002620313896135998)	(9, 0.0)	(12, 1.1645839538382213e-05)	(17, 0.00011645839538382212)	(22, 0.0017235842516805675)	(27, 0.00025620846984440867)	(32, 0.0)	(37, 0.00023407554788307925)	(42, 0.0)	(47, 0.0)	(52, 0.0010603572426022558)	(57, 0.00030771193570808833)	(62, 5.949867133517041e-06)	(67, 5.9728250793668996e-05)	(72, 0.0015928623478898797)	(77, 0.0005601868687017754)	(82, 0.0)	(87, 0.0)	(92, 1.8278203023555975e-05)	(97, 0.0017942963712552988)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.00023420876666834517)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR3518820_1	(1, 0.0)	(2, 0.2292326672374981)	(3, 0.0002613165300997445)	(4, 0.00034842204013299267)	(5, 0.0006097385702327372)	(6, 0.023954015259143247)	(7, 0.0002613165300997445)	(8, 0.00020324619007757905)	(9, 0.0)	(12, 0.0007955636583036667)	(17, 0.00036003610813742576)	(22, 0.00018582508807092943)	(27, 0.00018582508807092943)	(32, 0.00012202473906316959)	(37, 0.0)	(42, 1.748529719643076e-05)	(47, 0.0036338500021499305)	(52, 0.001411545776751677)	(57, 0.0)	(62, 0.0057597415098899485)	(67, 0.0002609304352343381)	(72, 3.5681919240041724e-05)	(77, 0.0)	(82, 0.0)	(87, 0.0001085296921862782)	(92, 0.0002722034378326364)	(97, 0.0)	(102, 0.0011347560423180263)	(107, 1.2152565002399221e-05)	(112, 0.0010652625491732802)	(117, 0.0003231801709330413)	(122, 6.111455219992525e-06)	(127, 0.0005705233760604219)	(132, 0.0008143447495122275)	(137, 0.0007610772682287167)	(142, 0.0)	(147, 0.00021274247220990088)	(150, 0.0)																				
ERR3518820_2	(1, 0.0)	(2, 0.0002613165300997445)	(3, 0.004297205161640243)	(4, 0.008913797193402398)	(5, 2.9035170011082725e-05)	(6, 0.0)	(7, 2.9035170011082725e-05)	(8, 0.002293778430875535)	(9, 0.0)	(12, 5.807034002216545e-06)	(17, 6.968440802659853e-05)	(22, 0.0016550046906317155)	(27, 0.0002090532240797956)	(32, 5.813729389384583e-06)	(37, 0.00019238121421928032)	(42, 0.0)	(47, 5.856885480493906e-06)	(52, 0.001263000089291169)	(57, 0.0003600608467415172)	(62, 5.936736238882867e-06)	(67, 2.9799629674042115e-05)	(72, 0.001990414331939545)	(77, 0.0005407498903178972)	(82, 0.0)	(87, 0.0)	(92, 6.072096675551358e-06)	(97, 0.0018790713592855587)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.00015992688634838877)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(150, 0.0)																				
ERR4223600_1	(1, 0.0548586475514757)	(2, 0.0)	(3, 0.0004571553962622975)	(4, 0.0)	(5, 0.0004571553962622975)	(6, 0.0093716856233771)	(7, 0.0006857330943934463)	(8, 0.0034286654719672314)	(9, 0.0)	(12, 0.0)	(17, 4.571553962622975e-05)	(22, 0.995913030757415)	(27, 0.0010057418717770545)	(32, 0.0010057418717770545)	(37, 0.0093716856233771)	(42, 0.0008685952528983652)	(47, 0.0002742932377573785)	(52, 0.0006857330943934463)	(57, 0.0029715100757049338)	(62, 0.0)	(67, 0.0)	(72, 4.571553962622975e-05)	(77, 4.571553962622975e-05)	(82, 0.0002742932377573785)	(87, 9.14310792524595e-05)	(92, 4.571553962622975e-05)	(97, 0.00013714661887868925)	(102, 0.0013257506491606628)	(107, 0.001097172951029514)	(112, 0.004160114105986907)	(117, 0.012663204476465639)	(122, 0.008685952528983652)	(127, 0.014720403759645978)	(132, 0.02491496909629521)	(137, 0.04022967487108218)	(142, 0.04768130783015762)	(147, 0.04347547818454449)	(152, 0.04630984164137073)	(157, 0.058973046117836374)	(162, 0.04859561862268222)	(167, 0.047864169988662546)	(172, 0.052481439490911753)	(177, 0.04374977142230187)	(182, 0.031680868960977215)	(187, 0.025052115715173903)	(192, 0.020343415133672237)	(197, 0.02002340635628863)	(202, 0.01645759426544271)	(207, 0.019474819880773875)	(212, 0.028480781187141133)	(217, 0.018469078008996817)	(222, 0.006080166770288557)	(227, 0.0016457594265442712)	(232, 0.003337234392714772)	(237, 0.006080166770288557)	(242, 0.0009600263321508247)	(247, 0.0013257506491606628)	(250, 0.0024000658303770617)
ERR4223600_2	(1, 0.05554438064586915)	(2, 0.05554438064586915)	(3, 0.060344512306623264)	(4, 0.040915407965475624)	(5, 0.05645869143839374)	(6, 0.08320228211973814)	(7, 0.06925904253373806)	(8, 0.058973046117836374)	(9, 0.060801667702885566)	(12, 0.044024064660059245)	(17, 0.046858428116885495)	(22, 0.049875653732216654)	(27, 0.03936107961818382)	(32, 0.05463006985334455)	(37, 0.05078996452474125)	(42, 0.04224115861463629)	(47, 0.04352119372417072)	(52, 0.040275390410708406)	(57, 0.04585268624510844)	(62, 0.06532750612588231)	(67, 0.04242402077314121)	(72, 0.06688183447317413)	(77, 0.06491606626924624)	(82, 0.07995647880627582)	(87, 0.1018999378268661)	(92, 0.09207109680722671)	(97, 0.08553377464067587)	(102, 0.08045934974216436)	(107, 0.10532860329883335)	(112, 0.047498445671652706)	(117, 0.05837874410269539)	(122, 0.06148740079727901)	(127, 0.05444720769483963)	(132, 0.0408696924258494)	(137, 0.03309805068939033)	(142, 0.04260688293164613)	(147, 0.046355557180996966)	(152, 0.061304538638774095)	(157, 0.07035621548476759)	(162, 0.02925794536078704)	(167, 0.03510953443294445)	(172, 0.05293859488717405)	(177, 0.031315144643967376)	(182, 0.032275170976118206)	(187, 0.03209230881761328)	(192, 0.03451523241780346)	(197, 0.052024284094649445)	(202, 0.059430201514098675)	(207, 0.06400175547672164)	(212, 0.09257396774311524)	(217, 0.08301941996123323)	(222, 0.056595838057272425)	(227, 0.05751014884979702)	(232, 0.05453863877409209)	(237, 0.0560929671213839)	(242, 0.04827560984529861)	(247, 1.0063361737921954)	(250, 0.02434352485096734)
ERR4223601_1	(1, 0.015193447650391757)	(2, 0.008414832544832357)	(3, 0.0016362174392729584)	(4, 0.00023374534846756548)	(5, 0.003973670923948613)	(6, 0.0011687267423378276)	(7, 0.011219776726443144)	(8, 0.00023374534846756548)	(9, 0.0)	(12, 0.0)	(17, 0.00018699627877405238)	(22, 0.00018699627877405238)	(27, 0.0059371318510761635)	(32, 0.002384202554369168)	(37, 0.0011687267423378276)	(42, 0.0016829665089664715)	(47, 0.0008414832544832358)	(52, 0.0023374534846756553)	(57, 0.003926921854255101)	(62, 0.0012622248817248537)	(67, 0.0011687267423378276)	(72, 0.0)	(77, 0.0006544869757091834)	(82, 0.0037399255754810476)	(87, 0.0)	(92, 0.0)	(97, 0.0001402472090805393)	(102, 0.0003272434878545917)	(107, 0.0005142397666286441)	(112, 0.0020569590665145765)	(117, 0.007105858593413991)	(122, 0.016642668810890663)	(127, 0.0174841520653739)	(132, 0.03244385436729809)	(137, 0.04936701759634983)	(142, 0.050301998990220094)	(147, 0.0467490696935131)	(152, 0.05614563270190923)	(157, 0.05834283897750435)	(162, 0.04371038016343475)	(167, 0.0471230622510612)	(172, 0.05600538549282869)	(177, 0.04053144342427586)	(182, 0.030714138788638108)	(187, 0.022720047871047366)	(192, 0.019681358340969013)	(197, 0.021317575780241974)	(202, 0.014819455092843653)	(207, 0.01734390485629336)	(212, 0.017437402995680387)	(217, 0.026039231819286798)	(222, 0.006357873478317782)	(227, 0.002477700693756194)	(232, 0.0067786151055594)	(237, 0.007199356732801017)	(242, 0.00331918394823943)	(247, 0.0044411616208837445)	(250, 0.0)
ERR4223601_2	(1, 0.0271144604222376)	(2, 0.039736709239486134)	(3, 0.05119023131439684)	(4, 0.043242889466499616)	(5, 0.053527684799072495)	(6, 0.006077379060156703)	(7, 0.006544869757091834)	(8, 0.02875067786151056)	(9, 0.024075770892159246)	(12, 0.014725956953456628)	(17, 0.014258466256521494)	(22, 0.022533051592273316)	(27, 0.017250406716906332)	(32, 0.02772219832825327)	(37, 0.022860295080127904)	(42, 0.010378293471959907)	(47, 0.01552069113824635)	(52, 0.012154758120313407)	(57, 0.025711988331432206)	(62, 0.029966153673541898)	(67, 0.012622248817248537)	(72, 0.018699627877405242)	(77, 0.023468032986143576)	(82, 0.028283187164575428)	(87, 0.032256858088524035)	(92, 0.04824503992370552)	(97, 0.028937674140284607)	(102, 0.03235035622791106)	(107, 0.029124670419058658)	(112, 0.00995755184471829)	(117, 0.02351478205583709)	(122, 0.015567440207939863)	(127, 0.02127082671054846)	(132, 0.00995755184471829)	(137, 0.018512631598631188)	(142, 0.014679207883763114)	(147, 0.013837724629279879)	(152, 0.0253379957738841)	(157, 0.01865287880771173)	(162, 0.00528264487536698)	(167, 0.01865287880771173)	(172, 0.01509994951100473)	(177, 0.014679207883763114)	(182, 0.008181087196364793)	(187, 0.012295005329393944)	(192, 0.020756586943919814)	(197, 0.0271144604222376)	(202, 0.026413224376834903)	(207, 0.025524992052658152)	(212, 0.03043364437047703)	(217, 0.025711988331432206)	(222, 0.02173831740748359)	(227, 0.033285337621781326)	(232, 0.011640518353684763)	(237, 0.0271144604222376)	(242, 0.0381939899396002)	(247, 0.02716120949193111)	(250, 0.02734820577070516)
ERR4223602_1	(1, 0.05084269055191363)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00021635187468899416)	(6, 0.00778866748880379)	(7, 0.0004327037493779883)	(8, 0.003894333744401895)	(9, 0.0)	(12, 0.0)	(17, 4.327037493779884e-05)	(22, 0.983449081586292)	(27, 0.0013413816230717639)	(32, 0.001298111248133965)	(37, 0.009043508361999957)	(42, 0.0008221371238181778)	(47, 0.0004759741243157872)	(52, 0.0006923259990047814)	(57, 0.003418359620086108)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 4.327037493779884e-05)	(82, 0.00030289262456459186)	(87, 4.327037493779884e-05)	(92, 4.327037493779884e-05)	(97, 0.00030289262456459186)	(102, 0.001817355747387551)	(107, 0.0009952186235693732)	(112, 0.004716470868220073)	(117, 0.0111637567339521)	(122, 0.009735834361004739)	(127, 0.016139849851798966)	(132, 0.027303606585751067)	(137, 0.04305402306310984)	(142, 0.04790030505614331)	(147, 0.0446982973107462)	(152, 0.04725124943207633)	(157, 0.05789576166677484)	(162, 0.04837627918045909)	(167, 0.04768395318145432)	(172, 0.05222734254992319)	(177, 0.044611756560870595)	(182, 0.033577810951731894)	(187, 0.027346876960688864)	(192, 0.02193808009346401)	(197, 0.02159191709396162)	(202, 0.01748123147487073)	(207, 0.020553428095454445)	(212, 0.030202721706583585)	(217, 0.019428398347071676)	(222, 0.006447285865732027)	(227, 0.0016442742476363557)	(232, 0.0029856558707081196)	(237, 0.006274204365980832)	(242, 0.0009086778736937755)	(247, 0.001081759373444971)	(250, 0.0034616299950239065)
ERR4223602_2	(1, 0.048679171805023694)	(2, 0.05062633867722464)	(3, 0.05646783929382748)	(4, 0.03937604119339694)	(5, 0.05235715367473659)	(6, 0.08113195300837281)	(7, 0.07009800739923411)	(8, 0.059713117414162395)	(9, 0.06468921053200927)	(12, 0.04599640855888016)	(17, 0.04772722355639212)	(22, 0.052746587049176785)	(27, 0.039592393068085936)	(32, 0.055905324419636096)	(37, 0.05192444992535861)	(42, 0.04305402306310984)	(47, 0.04262131931373185)	(52, 0.03967893381796153)	(57, 0.04716470868220073)	(62, 0.06369399190843988)	(67, 0.04262131931373185)	(72, 0.06923259990047814)	(77, 0.06732870340321499)	(82, 0.07927132688604747)	(87, 0.10086324398000908)	(92, 0.09013219099543499)	(97, 0.08515609787758811)	(102, 0.08130503450812401)	(107, 0.10549317409835357)	(112, 0.05123212392635382)	(117, 0.05858808766577962)	(122, 0.061573743536487736)	(127, 0.056943813418143266)	(132, 0.04305402306310984)	(137, 0.03539516669911945)	(142, 0.044005971311741415)	(147, 0.046515653058133745)	(152, 0.06304493628437291)	(157, 0.07152592977218147)	(162, 0.030159451331645788)	(167, 0.03500573332467926)	(172, 0.0558187836697605)	(177, 0.030678695830899376)	(182, 0.03176045520434434)	(187, 0.030159451331645788)	(192, 0.032625862703100326)	(197, 0.05049652755241124)	(202, 0.05915060253997101)	(207, 0.061617013911425544)	(212, 0.09060816511975076)	(217, 0.08424742000389433)	(222, 0.055645702170009304)	(227, 0.054607213171502134)	(232, 0.05612167629432509)	(237, 0.05728997641764566)	(242, 0.04893879405465048)	(247, 1.0041755911814976)	(250, 0.02488046558923433)
