Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR3518820_1	(1.0, 2.3380658380648236)	(2.0, 0.602846962651673)	(3.0, 0.353869292782882)	(4.0, 0.26502532193466954)	(5.0, 0.20477357639431928)	(6.0, 0.17932937030617407)	(7.0, 0.15127103345554818)	(8.0, 0.13918794015341532)	(9.0, 0.12207990660784734)	('>10', 2.203363682002875)	('>50', 1.2179235222397449)	('>100', 2.8279376129542295)	('>500', 1.7348533575716172)	('>1k', 8.016609579812672)	('>5k', 5.1230572847201765)	('>10k+', 74.51980571834734)
ERR3518820_2	(1.0, 2.8349114920456846)	(2.0, 0.6454242683438947)	(3.0, 0.3874511925860392)	(4.0, 0.28178634809871933)	(5.0, 0.22469610794629255)	(6.0, 0.18653481463216498)	(7.0, 0.15968381738484394)	(8.0, 0.13976568850704446)	(9.0, 0.11910265482410931)	('>10', 2.207287943618934)	('>50', 1.1508903465788751)	('>100', 2.7788297769780983)	('>500', 1.422498959273524)	('>1k', 6.984105384832079)	('>5k', 4.463505486661223)	('>10k+', 76.01352571768847)
ERR4223600_1	(1.0, 6.530236257908788)	(2.0, 1.4532970047178437)	(3.0, 0.9216252788647917)	(4.0, 0.6976191346962659)	(5.0, 0.5234429287203306)	(6.0, 0.559558205025052)	(7.0, 0.42081154225944484)	(8.0, 0.3858391544453791)	(9.0, 0.33326628387521484)	('>10', 6.667382876787478)	('>50', 3.1294572651135577)	('>100', 10.262224335296054)	('>500', 7.317000694876202)	('>1k', 13.230077167830888)	('>5k', 9.716837947555133)	('>10k+', 37.851323922027575)
ERR4223600_2	(1.0, 8.309027904765388)	(2.0, 1.1012873495958746)	(3.0, 0.6356745785027247)	(4.0, 0.47269867973521557)	(5.0, 0.37372453644442816)	(6.0, 0.33326628387521484)	(7.0, 0.28160772409757523)	(8.0, 0.2779504809274769)	(9.0, 0.2221775225834766)	('>10', 4.310289653659072)	('>50', 1.52621329042168)	('>100', 5.378890392422192)	('>500', 2.1223439271477162)	('>1k', 9.96484475002743)	('>5k', 8.748811395969717)	('>10k+', 55.94119152982482)
ERR4223601_1	(1.0, 7.6722235727509025)	(2.0, 1.309441442115302)	(3.0, 0.7741645941245769)	(4.0, 0.5450941526263627)	(5.0, 0.4709968771621445)	(6.0, 0.39689960169792626)	(7.0, 0.3583316192007779)	(8.0, 0.3122837855526675)	(9.0, 0.2945191390691325)	('>10', 5.142865156983376)	('>50', 2.602754455186342)	('>100', 8.469996447070702)	('>500', 4.125371655104063)	('>1k', 9.322465732931914)	('>5k', 8.37135591001739)	('>10k+', 49.83123585840642)
ERR4223601_2	(1.0, 10.052452456196121)	(2.0, 1.1874263702152328)	(3.0, 0.6851076163584345)	(4.0, 0.49086523178188757)	(5.0, 0.4032107261065505)	(6.0, 0.3590328552461806)	(7.0, 0.2879742693120407)	(8.0, 0.26179479028367336)	(9.0, 0.258756100753595)	('>10', 3.9418815565570244)	('>50', 1.5291620696748136)	('>100', 5.200366512706397)	('>500', 2.3178188754043796)	('>1k', 10.397928081231184)	('>5k', 7.327215438412775)	('>10k+', 55.29900704975971)
ERR4223602_1	(1.0, 6.851214815776379)	(2.0, 1.5741762402371215)	(3.0, 1.000843772311287)	(4.0, 0.745981263927652)	(5.0, 0.5646783929382748)	(6.0, 0.481599273057701)	(7.0, 0.4709980311979403)	(8.0, 0.39289500443521347)	(9.0, 0.43421821250081133)	('>10', 6.708206226606954)	('>50', 3.7694987127063455)	('>100', 11.856731788580948)	('>500', 6.626208866099825)	('>1k', 15.496635728348588)	('>5k', 8.776530148633737)	('>10k+', 34.249583522641224)
ERR4223602_2	(1.0, 8.088098483373358)	(2.0, 1.158780640834253)	(3.0, 0.6905951840072694)	(4.0, 0.5547262067025811)	(5.0, 0.37212522446506996)	(6.0, 0.3465957032517687)	(7.0, 0.2907769195820082)	(8.0, 0.27693039960191257)	(9.0, 0.2414486921529175)	('>10', 4.200471647086822)	('>50', 1.9856775058955884)	('>100', 4.416174466151749)	('>500', 4.221674130806343)	('>1k', 10.985915492957748)	('>5k', 5.965686592674325)	('>10k+', 56.20432271045629)
ERR4223603_1	(1.0, 7.933907414437274)	(2.0, 1.3555062724909481)	(3.0, 0.8045127303483781)	(4.0, 0.6207002191098413)	(5.0, 0.48617077247873836)	(6.0, 0.44754350562426326)	(7.0, 0.39626247893814975)	(8.0, 0.3480893932633159)	(9.0, 0.3116820842740405)	('>10', 5.727491292215274)	('>50', 2.8355521812196005)	('>100', 8.724434410234894)	('>500', 5.081039561869115)	('>1k', 12.746332074617223)	('>5k', 9.186185646196435)	('>10k+', 42.994589962682504)
ERR4223603_2	(1.0, 10.00912402682597)	(2.0, 1.2271927078824045)	(3.0, 0.7186003609651489)	(4.0, 0.5301259382096928)	(5.0, 0.4029223525337489)	(6.0, 0.3622971236005941)	(7.0, 0.2843766025320839)	(8.0, 0.2699468764082858)	(9.0, 0.22976563904817085)	('>10', 4.054531045000766)	('>50', 1.7633125323281362)	('>100', 4.527382070288306)	('>500', 4.057638986012045)	('>1k', 11.574638313364813)	('>5k', 4.897893037990139)	('>10k+', 55.0902523870097)
ERR4223604_1	(1.0, 6.5553652173693004)	(2.0, 1.4362239153042866)	(3.0, 0.8600643213740787)	(4.0, 0.6720596756603568)	(5.0, 0.6237300830206248)	(6.0, 0.5268178632247225)	(7.0, 0.4233267460014221)	(8.0, 0.3724668081973062)	(9.0, 0.3461512184877139)	('>10', 6.53993011186656)	('>50', 3.3592862402360306)	('>100', 11.446016351090451)	('>500', 6.24792827989666)	('>1k', 12.004716563386411)	('>5k', 9.923760700197114)	('>10k+', 38.662155904686955)
ERR4223604_2	(1.0, 8.63277859732846)	(2.0, 1.1158822174932883)	(3.0, 0.6535881559603546)	(4.0, 0.5080933090082818)	(5.0, 0.39346867306169236)	(6.0, 0.3567786681781262)	(7.0, 0.2816274167959251)	(8.0, 0.25505879256989444)	(9.0, 0.23456299673838507)	('>10', 4.329420576260808)	('>50', 1.831716864497486)	('>100', 4.514894876810146)	('>500', 3.139146210934633)	('>1k', 9.952100566038213)	('>5k', 10.014853126114934)	('>10k+', 53.78602895220938)
ERR4223605_1	(1.0, 7.695866067553555)	(2.0, 1.2702999810286624)	(3.0, 0.7804236585575027)	(4.0, 0.559264639765483)	(5.0, 0.44439708828948704)	(6.0, 0.4085334636205109)	(7.0, 0.38384473649331713)	(8.0, 0.3222528593444234)	(9.0, 0.29470543749723876)	('>10', 5.301319417553945)	('>50', 2.8087975030601027)	('>100', 8.279819434446232)	('>500', 5.3122344337575464)	('>1k', 10.289481822599802)	('>5k', 7.422990662463519)	('>10k+', 48.42576879396868)
ERR4223605_2	(1.0, 10.39187506984311)	(2.0, 1.178821749988955)	(3.0, 0.6736124285651172)	(4.0, 0.5176836256565253)	(5.0, 0.42750480130772284)	(6.0, 0.35863624668976146)	(7.0, 0.2910670987627049)	(8.0, 0.30769950440628807)	(9.0, 0.24792679662466116)	('>10', 3.9457783576019185)	('>50', 1.836321535586851)	('>100', 4.385237700465967)	('>500', 3.2960750121494526)	('>1k', 9.249436707199493)	('>5k', 9.990878165029846)	('>10k+', 52.90144520012162)
ERR4223606_1	(1.0, 6.808722832366428)	(2.0, 1.4945087021563834)	(3.0, 0.9887984821395993)	(4.0, 0.7200107028617994)	(5.0, 0.577711290302964)	(6.0, 0.4641150071149706)	(7.0, 0.437601099475803)	(8.0, 0.3989248488828888)	(9.0, 0.4006275768964133)	('>10', 6.932778730494643)	('>50', 3.5925128616776734)	('>100', 10.26307147808954)	('>500', 7.775142603471133)	('>1k', 14.92611376655599)	('>5k', 5.239780591333115)	('>10k+', 38.97957942618066)
ERR4223606_2	(1.0, 8.422179248610453)	(2.0, 1.144233225088481)	(3.0, 0.6509285948845186)	(4.0, 0.4495201955704747)	(5.0, 0.36365405431702363)	(6.0, 0.3794651001568942)	(7.0, 0.3167074105155617)	(8.0, 0.25103075856533)	(9.0, 0.23424672528915969)	('>10', 3.9846267985064645)	('>50', 1.8627844467958308)	('>100', 5.030831539387748)	('>500', 4.555283929896255)	('>1k', 11.400493791123923)	('>5k', 5.607813089113487)	('>10k+', 55.34620109217839)
ERR4223607_1	(1.0, 7.887493676912547)	(2.0, 1.3226411164340761)	(3.0, 0.8167941202725623)	(4.0, 0.5931303994207556)	(5.0, 0.4884895011951875)	(6.0, 0.42996994673728683)	(7.0, 0.38533638825244737)	(8.0, 0.333263903353468)	(9.0, 0.3280566548635701)	('>10', 5.390989972327194)	('>50', 3.0794675712401185)	('>100', 7.817071840192023)	('>500', 5.0931849515477925)	('>1k', 13.421063072177422)	('>5k', 3.5374574741373324)	('>10k+', 49.07558941093622)
ERR4223607_2	(1.0, 10.020977772487875)	(2.0, 1.234365856319616)	(3.0, 0.7223197548129854)	(4.0, 0.505846996161514)	(5.0, 0.420299342398905)	(6.0, 0.33921504448477996)	(7.0, 0.29160591543428455)	(8.0, 0.2697850646194741)	(9.0, 0.24102121581813316)	('>10', 3.8067466103291974)	('>50', 1.8242727209609109)	('>100', 4.881671477172414)	('>500', 4.622796837960346)	('>1k', 10.602701818073616)	('>5k', 5.573987562115035)	('>10k+', 54.64238601085092)
ERR4223608_1	(1.0, 6.382124981520981)	(2.0, 1.3709671742237053)	(3.0, 0.8843530231674094)	(4.0, 0.6342703075612623)	(5.0, 0.5367714866986266)	(6.0, 0.49101391734071087)	(7.0, 0.4200896848359415)	(8.0, 0.404074535560671)	(9.0, 0.32470275178982494)	('>10', 5.835146037042512)	('>50', 3.0884599410079336)	('>100', 11.772366651883452)	('>500', 4.073655607414134)	('>1k', 13.322844290511288)	('>5k', 14.015191513026828)	('>10k+', 36.44396809641472)
ERR4223608_2	(1.0, 8.47166198531534)	(2.0, 1.0246175723145587)	(3.0, 0.6441257840383519)	(4.0, 0.4920698612489704)	(5.0, 0.37046032114774063)	(6.0, 0.32100694811091635)	(7.0, 0.3030559016705033)	(8.0, 0.282992967413571)	(9.0, 0.2787691917805326)	('>10', 4.2162080350291795)	('>50', 2.062610434133739)	('>100', 3.8777780124319796)	('>500', 1.6701512815639235)	('>1k', 8.340548950039773)	('>5k', 9.042751649032404)	('>10k+', 58.601191104728514)
ERR4223609_1	(1.0, 7.534034597792565)	(2.0, 1.2041212182280776)	(3.0, 0.772458516116727)	(4.0, 0.5649941161440771)	(5.0, 0.48762231043007925)	(6.0, 0.3983748322111422)	(7.0, 0.3778623069753382)	(8.0, 0.35411096196545977)	(9.0, 0.28339673023150364)	('>10', 4.930023499436805)	('>50', 2.5574080804954673)	('>100', 8.572616138679065)	('>500', 3.2724675128383214)	('>1k', 8.858172082093285)	('>5k', 10.552794561661731)	('>10k+', 49.279542534700354)
ERR4223609_2	(1.0, 10.210199403337423)	(2.0, 1.1584178725272511)	(3.0, 0.6569406108414093)	(4.0, 0.5088545733934554)	(5.0, 0.44443804677575494)	(6.0, 0.3346780433210138)	(7.0, 0.33503791218479984)	(8.0, 0.2907740419391174)	(9.0, 0.2558667621518719)	('>10', 4.005700322802371)	('>50', 1.6931830041133011)	('>100', 4.042766815772333)	('>500', 1.4997534898283065)	('>1k', 8.203750553298377)	('>5k', 10.49899416652572)	('>10k+', 55.8606443811875)
ERR4223610_1	(1.0, 7.014288663104057)	(2.0, 1.6100548152565306)	(3.0, 0.9873626751680008)	(4.0, 0.7275062498566546)	(5.0, 0.6330130042888925)	(6.0, 0.5201715556982638)	(7.0, 0.4993004747597532)	(8.0, 0.46971399738538105)	(9.0, 0.39425701245384276)	('>10', 7.120249535561111)	('>50', 3.121946744340726)	('>100', 12.358890851127267)	('>500', 7.334694158390863)	('>1k', 13.912983647164056)	('>5k', 4.740258250957547)	('>10k+', 38.555308364487054)
ERR4223610_2	(1.0, 9.076626682874247)	(2.0, 1.2366688837411985)	(3.0, 0.712139629825004)	(4.0, 0.5220063760005504)	(5.0, 0.4380633471709364)	(6.0, 0.3522854980390358)	(7.0, 0.3291208917226669)	(8.0, 0.27705786564528334)	(9.0, 0.23118735808811725)	('>10', 4.809293364831082)	('>50', 1.7786289305291163)	('>100', 5.695970275911103)	('>500', 4.174904245315474)	('>1k', 12.24490263984771)	('>5k', 4.906997545927846)	('>10k+', 53.21414646453063)
ERR4223611_1	(1.0, 8.003623928253731)	(2.0, 1.409201116282563)	(3.0, 0.8153838570895444)	(4.0, 0.6600055861070232)	(5.0, 0.48819758858556483)	(6.0, 0.44501087882607254)	(7.0, 0.3893845189728135)	(8.0, 0.3379829459438526)	(9.0, 0.3823432075989832)	('>10', 5.7816207690520285)	('>50', 2.7078536439959913)	('>100', 9.77357489725553)	('>500', 5.029843424706084)	('>1k', 10.464092832649152)	('>5k', 7.752953243345375)	('>10k+', 45.558927561335686)
ERR4223611_2	(1.0, 10.80770882769207)	(2.0, 1.323297117521834)	(3.0, 0.7118765798942395)	(4.0, 0.5501611286752712)	(5.0, 0.44008196086439144)	(6.0, 0.3548820932410452)	(7.0, 0.3154507495475958)	(8.0, 0.32296148167968136)	(9.0, 0.24292524239714405)	('>10', 4.41631049366634)	('>50', 1.7814517775790562)	('>100', 5.445046085382941)	('>500', 4.2839338398383315)	('>1k', 11.84465928267814)	('>5k', 4.768376062357853)	('>10k+', 52.39087727698406)
ERR4223612_1	(1.0, 7.132137477748871)	(2.0, 1.6267287416130358)	(3.0, 0.9669998630699712)	(4.0, 0.8544433794331097)	(5.0, 0.6572641380254689)	(6.0, 0.6046830069834315)	(7.0, 0.4562508558126797)	(8.0, 0.4557031356976585)	(9.0, 0.39928796385047244)	('>10', 7.318636176913597)	('>50', 3.392852252498973)	('>100', 11.131315897576338)	('>500', 7.504039435848281)	('>1k', 16.078871696563056)	('>5k', 7.403258934684375)	('>10k+', 34.01752704368068)
ERR4223612_2	(1.0, 8.842667396960154)	(2.0, 1.1786936875256744)	(3.0, 0.7583184992468848)	(4.0, 0.4611803368478707)	(5.0, 0.3779268793646447)	(6.0, 0.31712994659728877)	(7.0, 0.27605093797069696)	(8.0, 0.2453786115295084)	(9.0, 0.23415034917157332)	('>10', 4.106805422429138)	('>50', 1.9712446939613857)	('>100', 6.293030261536354)	('>500', 4.258523894290018)	('>1k', 15.075996165959197)	('>5k', 5.229083938107627)	('>10k+', 50.37381897850198)
ERR4223613_1	(1.0, 8.133815097445627)	(2.0, 1.4430602251642695)	(3.0, 0.873034695386504)	(4.0, 0.6517766214199021)	(5.0, 0.5301265328329683)	(6.0, 0.43860995242811907)	(7.0, 0.4003850392712155)	(8.0, 0.37276265677097137)	(9.0, 0.3013350818208451)	('>10', 5.722855428914217)	('>50', 2.721223197221021)	('>100', 8.444357640099886)	('>500', 7.2147430978920495)	('>1k', 14.300023716186997)	('>5k', 5.893053947350064)	('>10k+', 42.55883706979534)
ERR4223613_2	(1.0, 10.55705138042159)	(2.0, 1.2856963491022726)	(3.0, 0.704789274703199)	(4.0, 0.5747687671767971)	(5.0, 0.41852094697339604)	(6.0, 0.35490576303343985)	(7.0, 0.32812042242714246)	(8.0, 0.27231762949735633)	(9.0, 0.2435791911385165)	('>10', 3.7346019168259375)	('>50', 1.710634617262594)	('>100', 6.452197932506522)	('>500', 4.076673037485526)	('>1k', 14.626749068790893)	('>5k', 7.949386866812684)	('>10k+', 46.71000683584213)
ERR4223614_1	(1.0, 5.835741028841058)	(2.0, 1.2522865983963893)	(3.0, 0.7622706990580069)	(4.0, 0.5992170003248252)	(5.0, 0.4573196792778623)	(6.0, 0.4269741678491443)	(7.0, 0.3320910194382234)	(8.0, 0.34363086181252456)	(9.0, 0.3558118065409536)	('>10', 6.213136614637649)	('>50', 2.665703588463577)	('>100', 8.824560203785069)	('>500', 7.746867146496161)	('>1k', 13.65377053664541)	('>5k', 5.6780298497256085)	('>10k+', 44.852589198707534)
ERR4223614_2	(1.0, 7.785546988528543)	(2.0, 0.9659275468859521)	(3.0, 0.5955840869847674)	(4.0, 0.4402236165011198)	(5.0, 0.34298975945839677)	(6.0, 0.31285794881438805)	(7.0, 0.2468244063392201)	(8.0, 0.22395842237532695)	(9.0, 0.20579385567503802)	('>10', 3.840203101225788)	('>50', 1.8179525755218573)	('>100', 4.052407980442104)	('>500', 3.283939958627528)	('>1k', 9.121604294530968)	('>5k', 5.441249380267724)	('>10k+', 61.322936077821275)
ERR4223615_1	(1.0, 6.931929011904002)	(2.0, 1.1236919798246212)	(3.0, 0.7086921009121191)	(4.0, 0.4896338093906657)	(5.0, 0.44582215108637496)	(6.0, 0.36854631156473666)	(7.0, 0.292811585651792)	(8.0, 0.25186199547793237)	(9.0, 0.2635304270866128)	('>10', 4.908887161863163)	('>50', 2.276004640953553)	('>100', 6.336178522600432)	('>500', 5.240666905906208)	('>1k', 11.045601551681244)	('>5k', 6.729822970078178)	('>10k+', 52.58631887401837)
ERR4223615_2	(1.0, 9.51285398829194)	(2.0, 1.0805407987811992)	(3.0, 0.6274533978252685)	(4.0, 0.45528899182549315)	(5.0, 0.388580788477754)	(6.0, 0.30910335808655337)	(7.0, 0.2866471312170174)	(8.0, 0.2254429050431842)	(9.0, 0.2298460867823089)	('>10', 3.6220572986039716)	('>50', 1.7377156733455597)	('>100', 3.753492273516843)	('>500', 3.0271874456482255)	('>1k', 10.020540842813016)	('>5k', 4.435104806733346)	('>10k+', 60.28814421300832)
ERR4223616_1	(1.0, 6.620830709067488)	(2.0, 1.4488141975891136)	(3.0, 0.9177432557282145)	(4.0, 0.6960979452821369)	(5.0, 0.5541132761151941)	(6.0, 0.4489963417551236)	(7.0, 0.4132258609603606)	(8.0, 0.372188560907473)	(9.0, 0.3357597277054444)	('>10', 6.748989977681854)	('>50', 3.2713531117026533)	('>100', 10.492162314591504)	('>500', 7.45913277431899)	('>1k', 15.058494611385548)	('>5k', 4.574451976483652)	('>10k+', 40.587645358725254)
ERR4223616_2	(1.0, 8.576356809448674)	(2.0, 1.1218325019805435)	(3.0, 0.6471604163420625)	(4.0, 0.46172448829559143)	(5.0, 0.3983032063956742)	(6.0, 0.31732586030200816)	(7.0, 0.32259267956013277)	(8.0, 0.2440292922931073)	(9.0, 0.1935556077360797)	('>10', 3.8340249691123)	('>50', 2.0516455518419603)	('>100', 5.091697517791974)	('>500', 3.85421444293511)	('>1k', 14.581408566920425)	('>5k', 2.911892697335648)	('>10k+', 55.39223539170871)
ERR4223617_1	(1.0, 7.678149304365086)	(2.0, 1.316383059350019)	(3.0, 0.7869877474421206)	(4.0, 0.5675153833661151)	(5.0, 0.46465885919483196)	(6.0, 0.3640579605536207)	(7.0, 0.3063139469837775)	(8.0, 0.37533608820398073)	(9.0, 0.31465976144504393)	('>10', 5.174630528538175)	('>50', 2.6889311943988305)	('>100', 7.41446667989967)	('>500', 5.662973455798762)	('>1k', 14.295252359384305)	('>5k', 3.0847934749264665)	('>10k+', 49.5048901961492)
ERR4223617_2	(1.0, 10.261517223956549)	(2.0, 1.1932259054080878)	(3.0, 0.7030784777234422)	(4.0, 0.5106736200083007)	(5.0, 0.40714040817799596)	(6.0, 0.3099229478318927)	(7.0, 0.26526156233646714)	(8.0, 0.24360755724777594)	(9.0, 0.22533699045419278)	('>10', 3.7959922045581678)	('>50', 1.7007416496742878)	('>100', 4.795459876933071)	('>500', 3.8717812223685875)	('>1k', 14.373973690383817)	('>5k', 2.893290867423354)	('>10k+', 54.44899579551401)
ERR4223618_1	(1.0, 6.919712404061353)	(2.0, 1.5697429664812308)	(3.0, 0.9575432095535509)	(4.0, 0.7772606082516155)	(5.0, 0.586275213996399)	(6.0, 0.4823392024278691)	(7.0, 0.45950657746086937)	(8.0, 0.4471389056037446)	(9.0, 0.3981438978620576)	('>10', 6.8098303964076665)	('>50', 3.257692335135366)	('>100', 12.351498747773224)	('>500', 5.91222282739249)	('>1k', 17.65675429479297)	('>5k', 7.292169598835536)	('>10k+', 34.12216881396405)
ERR4223618_2	(1.0, 9.030065334604984)	(2.0, 1.1459123655312986)	(3.0, 0.6899733857215229)	(4.0, 0.5850860147793678)	(5.0, 0.42692251891421357)	(6.0, 0.37531127289505795)	(7.0, 0.35295432761487067)	(8.0, 0.325364905779746)	(9.0, 0.2761320581946529)	('>10', 4.3134634000156975)	('>50', 1.6422841187201362)	('>100', 5.415137554673434)	('>500', 2.649773695388999)	('>1k', 12.864757129843907)	('>5k', 7.863936582384154)	('>10k+', 52.04292533493796)
ERR4223619_1	(1.0, 7.986780299421821)	(2.0, 1.3976926590602092)	(3.0, 0.8866872339022299)	(4.0, 0.5911248226014866)	(5.0, 0.5056315631343294)	(6.0, 0.44261081758425364)	(7.0, 0.3642012853300895)	(8.0, 0.33024824799884706)	(9.0, 0.3429501036911104)	('>10', 5.423692380596449)	('>50', 2.5928884264110663)	('>100', 8.982654638986393)	('>500', 3.87357745322908)	('>1k', 12.005452027289449)	('>5k', 11.434357054048839)	('>10k+', 42.83945098671435)
ERR4223619_2	(1.0, 10.847384761192899)	(2.0, 1.27849062871743)	(3.0, 0.766508137736969)	(4.0, 0.5706064403293689)	(5.0, 0.42135963594527454)	(6.0, 0.3839868682353459)	(7.0, 0.323164520785854)	(8.0, 0.27162429864993926)	(9.0, 0.2879901511765094)	('>10', 3.876020117785285)	('>50', 1.654416703917301)	('>100', 5.411967590726668)	('>500', 2.129270693643454)	('>1k', 12.767074835914007)	('>5k', 10.442879510685437)	('>10k+', 48.56725510455826)
ERR4223620_1	(1.0, 6.338582264139067)	(2.0, 1.3617146274168335)	(3.0, 0.8573137084168231)	(4.0, 0.6714155327787161)	(5.0, 0.5465742071526736)	(6.0, 0.4859369918485958)	(7.0, 0.3950860775694758)	(8.0, 0.3457789993810388)	(9.0, 0.3625643877005067)	('>10', 6.090158517010942)	('>50', 3.3996705867542305)	('>100', 11.474281637834265)	('>500', 5.541486136318334)	('>1k', 13.560075953882144)	('>5k', 13.289831201938712)	('>10k+', 35.27952916985764)
ERR4223620_2	(1.0, 8.573346901522225)	(2.0, 1.0385959022670765)	(3.0, 0.6363760346618268)	(4.0, 0.4951689554243031)	(5.0, 0.3745239768781276)	(6.0, 0.3210205516098236)	(7.0, 0.2908068526347814)	(8.0, 0.28535160143095434)	(9.0, 0.23982123561439767)	('>10', 4.130464430713064)	('>50', 1.713997964771666)	('>100', 4.215020824372385)	('>500', 3.0710966104006463)	('>1k', 7.1946370684319305)	('>5k', 7.481877026048825)	('>10k+', 59.93789406321797)
ERR4223621_1	(1.0, 7.572205853889331)	(2.0, 1.2262629303855996)	(3.0, 0.7400159143207381)	(4.0, 0.5746360136777134)	(5.0, 0.47312845437536294)	(6.0, 0.414202455966795)	(7.0, 0.3643089098690295)	(8.0, 0.3096840792275103)	(9.0, 0.24968278887718015)	('>10', 4.899030086668531)	('>50', 2.4092991247123594)	('>100', 7.711348631153358)	('>500', 4.941181530785609)	('>1k', 8.370717649841932)	('>5k', 8.537818017591777)	('>10k+', 51.20647755865717)
ERR4223621_2	(1.0, 10.336781436159917)	(2.0, 1.151852728015656)	(3.0, 0.6845308501258092)	(4.0, 0.49807522742424565)	(5.0, 0.38065334738381473)	(6.0, 0.3754919460633562)	(7.0, 0.29807092625647863)	(8.0, 0.2632314673433837)	(9.0, 0.24000516140132047)	('>10', 3.832125422052087)	('>50', 1.4944407406610893)	('>100', 4.240736359921718)	('>500', 2.689090087958881)	('>1k', 7.138002967805759)	('>5k', 7.315211079808168)	('>10k+', 59.06170025161831)
ERR4223622_1	(1.0, 6.568312619399228)	(2.0, 1.4464019426690982)	(3.0, 0.8896672841900367)	(4.0, 0.7362099161886683)	(5.0, 0.5745617310569286)	(6.0, 0.5232486707990142)	(7.0, 0.389545626465012)	(8.0, 0.39123197116832364)	(9.0, 0.4032772904776933)	('>10', 6.75646050701158)	('>50', 2.7781324455129983)	('>100', 11.132284105719359)	('>500', 8.134685942389646)	('>1k', 10.826332995261371)	('>5k', 7.280672803355344)	('>10k+', 41.1689741483357)
ERR4223622_2	(1.0, 8.536758700936403)	(2.0, 1.1462325854796085)	(3.0, 0.6128658464607238)	(4.0, 0.43363149513730465)	(5.0, 0.395086473347322)	(6.0, 0.35557782601258975)	(7.0, 0.2816195654530606)	(8.0, 0.23512463291889404)	(9.0, 0.26017889708238273)	('>10', 4.16599413633856)	('>50', 1.5861276466577854)	('>100', 5.712372229275426)	('>500', 3.277531384079461)	('>1k', 8.23779387567785)	('>5k', 8.44473246141282)	('>10k+', 56.31837224372981)
ERR4223623_1	(1.0, 7.482138573509446)	(2.0, 1.2587699665894259)	(3.0, 0.7797449321525461)	(4.0, 0.5806663814443952)	(5.0, 0.5032606840883068)	(6.0, 0.3991463116061559)	(7.0, 0.35661027344242674)	(8.0, 0.3264393626518747)	(9.0, 0.32272982443992154)	('>10', 5.15353778659274)	('>50', 2.379050506599268)	('>100', 9.33789688967586)	('>500', 4.062438947183595)	('>1k', 8.645944361872871)	('>5k', 10.225960337617437)	('>10k+', 48.18566486053373)
ERR4223623_2	(1.0, 10.160919767634526)	(2.0, 1.1791385463061654)	(3.0, 0.6640073399396087)	(4.0, 0.48570220321839536)	(5.0, 0.4154682797387496)	(6.0, 0.3813405281887809)	(7.0, 0.30294562064283825)	(8.0, 0.2967630569562497)	(9.0, 0.24260379906173415)	('>10', 3.7748260844834967)	('>50', 1.7664820965320762)	('>100', 5.34420805068713)	('>500', 2.827410025150669)	('>1k', 8.298236980139134)	('>5k', 8.313075132986945)	('>10k+', 55.5468724883335)
ERR4223624_1	(1.0, 6.337255976973233)	(2.0, 1.3770045622760472)	(3.0, 0.8297272424663703)	(4.0, 0.6588866479998434)	(5.0, 0.5335709110845686)	(6.0, 0.4552485755125218)	(7.0, 0.41975876720643807)	(8.0, 0.3602827436314151)	(9.0, 0.3921011924575591)	('>10', 6.2782694679955355)	('>50', 3.0783125452801)	('>100', 10.802118619177223)	('>500', 6.0942119794012255)	('>1k', 12.658602729533394)	('>5k', 14.774040061874647)	('>10k+', 34.95060797712988)
ERR4223624_2	(1.0, 7.994752403516673)	(2.0, 0.9893090011944156)	(3.0, 0.6182569364218441)	(4.0, 0.4728711010162323)	(5.0, 0.4038495427933661)	(6.0, 0.3656674042019933)	(7.0, 0.30839419631493414)	(8.0, 0.2506314738305496)	(9.0, 0.2599322511797302)	('>10', 4.200035245051007)	('>50', 1.6699790487752344)	('>100', 3.473595582620274)	('>500', 2.28652268410644)	('>1k', 8.115662509056019)	('>5k', 8.842836443382742)	('>10k+', 59.74770417653854)
ERR4223625_1	(1.0, 7.393977692184241)	(2.0, 1.211683517894399)	(3.0, 0.6988745787193067)	(4.0, 0.5857807735515969)	(5.0, 0.44510311346493336)	(6.0, 0.3957029369282619)	(7.0, 0.403727331086503)	(8.0, 0.32699406194832287)	(9.0, 0.30016249398170436)	('>10', 4.974873615792007)	('>50', 2.7739327555769537)	('>100', 7.3636354517733915)	('>500', 4.927479537794897)	('>1k', 8.285939255336222)	('>5k', 13.025096292729899)	('>10k+', 46.88703659123736)
ERR4223625_2	(1.0, 9.721051998074145)	(2.0, 1.1314395763119884)	(3.0, 0.6567465093885412)	(4.0, 0.5045337826994062)	(5.0, 0.4739407799711122)	(6.0, 0.3264925373134328)	(7.0, 0.29840715775958915)	(8.0, 0.26480500722195477)	(9.0, 0.2505115551275879)	('>10', 3.926436366554325)	('>50', 1.3114869202375221)	('>100', 3.426667067886375)	('>500', 2.552760391590435)	('>1k', 8.698443267533301)	('>5k', 7.328779489648532)	('>10k+', 59.127497592681756)
