Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR1756003_1	(1.0, 2.8552663948829693)	(2.0, 0.9068145076263443)	(3.0, 0.5964890700780207)	(4.0, 0.44281999015955575)	(5.0, 0.3687970056933999)	(6.0, 0.31946299290082236)	(7.0, 0.2555440359879103)	(8.0, 0.24249666127785197)	(9.0, 0.22022387010613623)	('>10', 3.6964047234132282)	('>50', 1.878294791593449)	('>100', 5.82497188444507)	('>500', 3.7909872074225066)	('>1k', 12.178647993252268)	('>5k', 6.61488718633584)	('>10k+', 59.80789168482463)
ERR1756003_2	(1.0, 5.494831463939441)	(2.0, 1.2973909259764225)	(3.0, 0.7761462413509936)	(4.0, 0.6079969302364604)	(5.0, 0.4978350124939295)	(6.0, 0.40057370326968217)	(7.0, 0.35922647656632817)	(8.0, 0.3238924159652305)	(9.0, 0.2947988426480464)	('>10', 4.8218959761660125)	('>50', 2.2867748484067607)	('>100', 7.2530952570633715)	('>500', 4.312275814735345)	('>1k', 12.107321453358342)	('>5k', 6.701575857375314)	('>10k+', 52.46436878044831)
ERR1756006_1	(1.0, 20.97382816695094)	(2.0, 3.1627045126658935)	(3.0, 1.729280083203569)	(4.0, 1.1883849002808502)	(5.0, 0.895312196584205)	(6.0, 0.7546125314615917)	(7.0, 0.6803192893997668)	(8.0, 0.5461959932369691)	(9.0, 0.5084811759360475)	('>10', 8.988677176961911)	('>50', 3.854583112634704)	('>100', 11.320482957507316)	('>500', 4.827568295258746)	('>1k', 9.495422731789343)	('>5k', 5.9319880215846235)	('>10k+', 25.14215885454351)
ERR1756006_2	(1.0, 15.62153966092999)	(2.0, 2.5182381114496177)	(3.0, 1.4590567628706421)	(4.0, 0.9590009535163005)	(5.0, 0.8065284039888037)	(6.0, 0.6716889075765993)	(7.0, 0.5490064978453121)	(8.0, 0.49253771296459525)	(9.0, 0.4390939413132139)	('>10', 7.823273950630055)	('>50', 3.7026180055220173)	('>100', 10.40915958082795)	('>500', 5.150882304889394)	('>1k', 12.49348431456972)	('>5k', 6.031129115043454)	('>10k+', 30.872761776062347)
ERR1756007_1	(1.0, 22.66766210222056)	(2.0, 3.4322431536427973)	(3.0, 1.834165999405713)	(4.0, 1.2480734961660955)	(5.0, 0.9598084515258423)	(6.0, 0.7759711433963058)	(7.0, 0.6658090811162255)	(8.0, 0.6026410432815182)	(9.0, 0.5026889202195141)	('>10', 8.248110941693271)	('>50', 4.168009412443573)	('>100', 10.942319087710581)	('>500', 4.470207529352478)	('>1k', 10.779385697405152)	('>5k', 4.968200440188723)	('>10k+', 23.734703500231653)
ERR1756007_2	(1.0, 20.954725589224747)	(2.0, 3.1149552928467887)	(3.0, 1.6911629220518598)	(4.0, 1.1576669368240293)	(5.0, 0.891644422131316)	(6.0, 0.7307214593563284)	(7.0, 0.6587276870799847)	(8.0, 0.511883003079823)	(9.0, 0.4551893330185285)	('>10', 7.956024182172215)	('>50', 3.865685107306513)	('>100', 10.702194340334854)	('>500', 5.303118084912487)	('>1k', 14.690481322941757)	('>5k', 2.2083650028087516)	('>10k+', 25.10745531391001)
ERR1756017_1	(1.0, 20.730361104860368)	(2.0, 3.075050669777643)	(3.0, 1.703449687166248)	(4.0, 1.2052683202729997)	(5.0, 0.8709712966479757)	(6.0, 0.7434639969110316)	(7.0, 0.6132305051018949)	(8.0, 0.5415070029087032)	(9.0, 0.4354721306372833)	('>10', 8.429372095331711)	('>50', 3.96245598900177)	('>100', 10.876814350751598)	('>500', 4.901028724417673)	('>1k', 12.877715085989935)	('>5k', 2.7164394913633543)	('>10k+', 26.31739954885981)
ERR1756017_2	(1.0, 20.022896671556133)	(2.0, 2.92348171207719)	(3.0, 1.519566648587437)	(4.0, 1.030725069636376)	(5.0, 0.7710565878538782)	(6.0, 0.6770344124747423)	(7.0, 0.5431842701445496)	(8.0, 0.4636268907036038)	(9.0, 0.4425779846158359)	('>10', 6.863002319271845)	('>50', 3.1442881249086168)	('>100', 9.666146744812853)	('>500', 4.51005301195356)	('>1k', 14.09239575927261)	('>5k', 6.989078647634667)	('>10k+', 26.340885144496117)
ERR1756023_1	(1.0, 15.474889312038561)	(2.0, 2.5934403804794224)	(3.0, 1.4486520430731897)	(4.0, 0.9641190266098554)	(5.0, 0.7731824253969568)	(6.0, 0.5919751784598342)	(7.0, 0.5113214035272527)	(8.0, 0.42294586038119153)	(9.0, 0.3959323932601295)	('>10', 6.23533882057417)	('>50', 3.1031886353961107)	('>100', 9.708056243674399)	('>500', 4.231281269363345)	('>1k', 13.002949132188233)	('>5k', 4.670199247784629)	('>10k+', 35.87252862779275)
ERR1756023_2	(1.0, 16.758584806610617)	(2.0, 2.4361954956629517)	(3.0, 1.2612474616031952)	(4.0, 0.8887068218107761)	(5.0, 0.6809153286444833)	(6.0, 0.5232328716179692)	(7.0, 0.45567736114268165)	(8.0, 0.3890345941737746)	(9.0, 0.35101281312633414)	('>10', 5.5944246161160756)	('>50', 2.721778436986635)	('>100', 7.922012691942824)	('>500', 3.8480492938886037)	('>1k', 10.12277426134035)	('>5k', 8.757140782988436)	('>10k+', 37.28921236234427)
ERR1756032_1	(1.0, 3.5959265806179057)	(2.0, 0.9488204932289914)	(3.0, 0.5754776191356921)	(4.0, 0.43256835439072044)	(5.0, 0.359547177744156)	(6.0, 0.2968348730947537)	(7.0, 0.26247196643754694)	(8.0, 0.23973180762027774)	(9.0, 0.21148347700060335)	('>10', 3.940313652483882)	('>50', 1.9813247709055335)	('>100', 4.955282741027997)	('>500', 2.4024725122013586)	('>1k', 9.63419675189678)	('>5k', 6.060959796409885)	('>10k+', 64.10258742580392)
ERR1756032_2	(1.0, 3.5262911609508016)	(2.0, 0.8754455807786029)	(3.0, 0.5324229184416625)	(4.0, 0.4077057807505061)	(5.0, 0.3421130559842497)	(6.0, 0.25650899145879635)	(7.0, 0.23983287499279893)	(8.0, 0.2134542907647667)	(9.0, 0.1801020578327719)	('>10', 3.530889726400516)	('>50', 1.9094658690429627)	('>100', 4.042795968220375)	('>500', 2.303375953444325)	('>1k', 9.74309684578837)	('>5k', 6.464622882259544)	('>10k+', 65.43187604288894)
ERR1756035_1	(1.0, 22.096080005825772)	(2.0, 3.5304458485194123)	(3.0, 1.9415272856188979)	(4.0, 1.3924338555543139)	(5.0, 1.038959831985064)	(6.0, 0.8725886512069326)	(7.0, 0.7733838229639584)	(8.0, 0.6634802924382156)	(9.0, 0.5893477341413945)	('>10', 9.973724116094633)	('>50', 4.430073994374518)	('>100', 11.850269626479532)	('>500', 6.045102982261303)	('>1k', 8.601935032294875)	('>5k', 4.387725732202494)	('>10k+', 21.81292118803867)
ERR1756035_2	(1.0, 21.42713854253529)	(2.0, 3.2992939794604332)	(3.0, 1.8243695786130114)	(4.0, 1.282239283697257)	(5.0, 0.9405738960224977)	(6.0, 0.7967035572558278)	(7.0, 0.6953924676536845)	(8.0, 0.5818553395430667)	(9.0, 0.527308351320071)	('>10', 8.42005058157321)	('>50', 3.9804048178632123)	('>100', 10.052703640613277)	('>500', 6.518989802699204)	('>1k', 16.637275951633807)	('>5k', 6.840930244053982)	('>10k+', 16.174769965462154)
ERR1756044_1	(1.0, 18.110598456980924)	(2.0, 3.082003909881467)	(3.0, 1.7017446825149742)	(4.0, 1.1884866814088122)	(5.0, 0.9182437858433552)	(6.0, 0.7542634149036908)	(7.0, 0.7021107566947943)	(8.0, 0.5844225564950006)	(9.0, 0.5249118500266502)	('>10', 9.289763279372304)	('>50', 4.750967240737206)	('>100', 11.848666955281265)	('>500', 5.367519605894738)	('>1k', 10.18657686356866)	('>5k', 5.193369803863565)	('>10k+', 25.79635015653259)
ERR1756044_2	(1.0, 22.26153480033228)	(2.0, 2.888738169100709)	(3.0, 1.4842047052098646)	(4.0, 1.015856164116634)	(5.0, 0.7755361020756031)	(6.0, 0.6514915606394223)	(7.0, 0.5319205995049263)	(8.0, 0.4430134876348596)	(9.0, 0.41205506726240276)	('>10', 7.536130189162704)	('>50', 3.7282429260822467)	('>100', 9.788560536938652)	('>500', 3.9776897872750157)	('>1k', 10.671151428432896)	('>5k', 6.367887163952885)	('>10k+', 27.465987312278877)
ERR1756057_1	(1.0, 30.769571377966702)	(2.0, 4.737867516826071)	(3.0, 2.6301806588735386)	(4.0, 1.7941905773999294)	(5.0, 1.40807651434644)	(6.0, 1.171625929861849)	(7.0, 0.994952178533475)	(8.0, 0.8643287283032236)	(9.0, 0.7372476089266737)	('>10', 12.70855472901169)	('>50', 5.099628055260362)	('>100', 10.874070138150902)	('>500', 3.5480871413390016)	('>1k', 11.636114063053489)	('>5k', 0.0)	('>10k+', 11.025504782146653)
ERR1756057_2	(1.0, 30.22449521785335)	(2.0, 4.694473963868226)	(3.0, 2.563761955366631)	(4.0, 1.6843783209351753)	(5.0, 1.385936946510804)	(6.0, 1.1238044633368756)	(7.0, 0.9639567835635848)	(8.0, 0.7828551186680835)	(9.0, 0.8049946865037195)	('>10', 11.922600070846617)	('>50', 5.278072972015586)	('>100', 13.42410556145944)	('>500', 3.7407013815090333)	('>1k', 10.186415161176054)	('>5k', 11.219447396386823)	('>10k+', 0.0)
ERR1756062_1	(1.0, 28.879155591975675)	(2.0, 4.085987235892381)	(3.0, 2.1306210049771455)	(4.0, 1.5337857212381645)	(5.0, 1.1156124153822071)	(6.0, 0.9768163718559191)	(7.0, 0.7979690530587955)	(8.0, 0.7227140143057917)	(9.0, 0.6386813459598717)	('>10', 9.651242575007819)	('>50', 4.618747035152339)	('>100', 11.588573105294333)	('>500', 4.311794426989072)	('>1k', 7.958302440198195)	('>5k', 4.705716940798597)	('>10k+', 16.284280721913692)
ERR1756062_2	(1.0, 24.534185524682652)	(2.0, 3.7803285214406657)	(3.0, 2.140076276147072)	(4.0, 1.55607567467013)	(5.0, 1.1371162140928592)	(6.0, 0.9446792108877164)	(7.0, 0.7908674204406094)	(8.0, 0.7139503652394493)	(9.0, 0.687585150405518)	('>10', 10.283087320594586)	('>50', 4.385613547173405)	('>100', 12.905662020574354)	('>500', 7.013194406842735)	('>1k', 13.80285290059067)	('>5k', 5.030537510659175)	('>10k+', 10.294187935558398)
ERR1756071_1	(1.0, 18.729949638840417)	(2.0, 3.150751929773405)	(3.0, 1.7135626243968078)	(4.0, 1.1993600369719202)	(5.0, 0.9033259154867416)	(6.0, 0.75829282602893)	(7.0, 0.6504104995188204)	(8.0, 0.5842114803361903)	(9.0, 0.510368221226145)	('>10', 8.690458550909916)	('>50', 4.304839404342663)	('>100', 10.777167189774598)	('>500', 5.605668626629456)	('>1k', 10.950787187506435)	('>5k', 2.3091699836643538)	('>10k+', 29.161675884593198)
ERR1756071_2	(1.0, 16.102477964246)	(2.0, 2.8673827332860933)	(3.0, 1.599163749384696)	(4.0, 1.1526099844485205)	(5.0, 0.8817562758429761)	(6.0, 0.7167631122922071)	(7.0, 0.5922042751196013)	(8.0, 0.587223444022854)	(9.0, 0.47679670251643)	('>10', 8.529063184689358)	('>50', 4.2748947341493215)	('>100', 11.73229938668341)	('>500', 7.165992979572616)	('>1k', 12.474849980777297)	('>5k', 7.4746977269520105)	('>10k+', 23.371823766016618)
ERR1756073_1	(1.0, 27.04934471366621)	(2.0, 3.4815961618507445)	(3.0, 1.827204782339778)	(4.0, 1.2484461248105576)	(5.0, 0.9048407604419131)	(6.0, 0.792157871265879)	(7.0, 0.6608274069623327)	(8.0, 0.5646626786784298)	(9.0, 0.5025212916964107)	('>10', 9.020122739848354)	('>50', 4.011712105355996)	('>100', 10.841096381112546)	('>500', 4.500448605500888)	('>1k', 10.649143349896221)	('>5k', 0.5337144244335895)	('>10k+', 23.41216060214014)
ERR1756073_2	(1.0, 24.325584845476723)	(2.0, 3.237502137043152)	(3.0, 1.6670528066535608)	(4.0, 1.1231131110273134)	(5.0, 0.8301082511250649)	(6.0, 0.6213356031354574)	(7.0, 0.5606494930042055)	(8.0, 0.5085882241935914)	(9.0, 0.4590757929833096)	('>10', 7.919081093537739)	('>50', 3.76559216533425)	('>100', 10.787366135590046)	('>500', 6.418677917351942)	('>1k', 12.645778883774039)	('>5k', 7.435619555519938)	('>10k+', 17.694873984249664)
ERR1756075_1	(1.0, 26.1921721113546)	(2.0, 3.579853324509921)	(3.0, 1.8307651903194802)	(4.0, 1.2931778685967021)	(5.0, 0.9504422776771906)	(6.0, 0.8031662677445894)	(7.0, 0.6790231321867134)	(8.0, 0.5981153959426092)	(9.0, 0.5181692361973944)	('>10', 8.781084537785723)	('>50', 4.27180245501669)	('>100', 10.788459363314221)	('>500', 5.306630924655704)	('>1k', 9.924739254083555)	('>5k', 0.5787515387364667)	('>10k+', 23.90364712187844)
ERR1756075_2	(1.0, 23.032458027056823)	(2.0, 3.1397535158269534)	(3.0, 1.612555818095723)	(4.0, 1.1195386600050297)	(5.0, 0.8352868793403639)	(6.0, 0.7342010788656727)	(7.0, 0.5905871320573949)	(8.0, 0.5272327809907568)	(9.0, 0.4981748018086843)	('>10', 7.692779622611837)	('>50', 3.540610984742957)	('>100', 10.756420244889075)	('>500', 6.47348477201216)	('>1k', 11.13486732200938)	('>5k', 6.650870456860658)	('>10k+', 21.66117790282651)
ERR1756080_1	(1.0, 12.50941790685746)	(2.0, 2.437994615990978)	(3.0, 1.4312628862234709)	(4.0, 1.046101070461007)	(5.0, 0.8474341967579804)	(6.0, 0.6959675543380321)	(7.0, 0.5989800061556227)	(8.0, 0.4862344305982842)	(9.0, 0.4815597886727975)	('>10', 7.351396812082678)	('>50', 3.907944062827331)	('>100', 10.831531108056309)	('>500', 5.389233202253376)	('>1k', 14.862488801839435)	('>5k', 3.310363139899909)	('>10k+', 33.81209041698533)
ERR1756080_2	(1.0, 13.073774930207657)	(2.0, 2.476487470996844)	(3.0, 1.4231510105338645)	(4.0, 1.0319288032448977)	(5.0, 0.8062101509050376)	(6.0, 0.6840071477939181)	(7.0, 0.600228628071842)	(8.0, 0.5518908694710303)	(9.0, 0.46010308293717034)	('>10', 7.495276903037955)	('>50', 3.6454548444871024)	('>100', 10.834778868816315)	('>500', 5.898495841007873)	('>1k', 15.651770015690092)	('>5k', 2.6552572063891633)	('>10k+', 32.711184226409245)
ERR1756084_1	(1.0, 23.862677065364785)	(2.0, 3.3625540792479507)	(3.0, 1.7464119615560936)	(4.0, 1.1803062568788096)	(5.0, 0.9263444365597607)	(6.0, 0.7313294361733637)	(7.0, 0.6263666704732451)	(8.0, 0.5590106459211525)	(9.0, 0.45235856811475517)	('>10', 8.011027252521648)	('>50', 3.770190341575836)	('>100', 10.348063418739432)	('>500', 4.184602220765785)	('>1k', 10.773662567536567)	('>5k', 1.6924970688454926)	('>10k+', 27.772598009725336)
ERR1756084_2	(1.0, 22.35270656613891)	(2.0, 2.9804109679038926)	(3.0, 1.5557782562336826)	(4.0, 1.019391929000849)	(5.0, 0.7706393964054201)	(6.0, 0.6395453312163463)	(7.0, 0.5406230340659076)	(8.0, 0.470880671731665)	(9.0, 0.45223328661281104)	('>10', 7.256258462025933)	('>50', 3.42535141487045)	('>100', 9.185217280562672)	('>500', 5.214763659969435)	('>1k', 12.388147386367528)	('>5k', 4.266883584221716)	('>10k+', 27.481168772672802)
ERR1756086_1	(1.0, 21.610799656879966)	(2.0, 3.103725241676973)	(3.0, 1.6130553865480173)	(4.0, 1.0888190812736462)	(5.0, 0.8481925967030133)	(6.0, 0.7331599497952193)	(7.0, 0.5906036896143829)	(8.0, 0.49772047186661966)	(9.0, 0.43273838216479804)	('>10', 7.608805870588919)	('>50', 3.4999285654126764)	('>100', 8.992727323740828)	('>500', 4.6153530681899)	('>1k', 10.647528236234836)	('>5k', 2.3229153430083893)	('>10k+', 31.793927136301814)
ERR1756086_2	(1.0, 18.275790381376424)	(2.0, 2.7032390440849716)	(3.0, 1.4073231438024598)	(4.0, 0.9655454305989608)	(5.0, 0.733036299609125)	(6.0, 0.6004864409270189)	(7.0, 0.5226731576359186)	(8.0, 0.47722932996753265)	(9.0, 0.4186926923061041)	('>10', 7.269431511636802)	('>50', 3.6137495241564968)	('>100', 8.80669977323506)	('>500', 4.639678608202702)	('>1k', 10.903715851210995)	('>5k', 4.998219849426279)	('>10k+', 33.66448896182314)
ERR1756092_1	(1.0, 26.620527721207647)	(2.0, 3.780882641984433)	(3.0, 1.98656723887957)	(4.0, 1.433769671245407)	(5.0, 1.0602290891235318)	(6.0, 0.8876685954557071)	(7.0, 0.7431315490529286)	(8.0, 0.66293291042874)	(9.0, 0.5831447106533202)	('>10', 9.752338186053324)	('>50', 4.661585846410372)	('>100', 10.715298204184293)	('>500', 4.12760853840444)	('>1k', 10.111719577899269)	('>5k', 3.403854974083572)	('>10k+', 19.468740544933443)
ERR1756092_2	(1.0, 25.295001332236914)	(2.0, 3.440446663280724)	(3.0, 1.8034508816812007)	(4.0, 1.2505997919402911)	(5.0, 0.9152188338145055)	(6.0, 0.7527303869495326)	(7.0, 0.6279692168355364)	(8.0, 0.5693517325761249)	(9.0, 0.49647391563347354)	('>10', 8.652745539505732)	('>50', 4.371175380141583)	('>100', 11.165286475756544)	('>500', 6.34977573349765)	('>1k', 12.481107266624779)	('>5k', 4.036157592073332)	('>10k+', 17.792509257452068)
ERR1756095_1	(1.0, 27.666767358188704)	(2.0, 3.6752065592547836)	(3.0, 1.9066780281315587)	(4.0, 1.329033469591008)	(5.0, 0.9511755225760494)	(6.0, 0.8341006537674542)	(7.0, 0.7068231989420053)	(8.0, 0.6546694273525657)	(9.0, 0.5935510611333069)	('>10', 9.216282544875735)	('>50', 4.2753997626318645)	('>100', 12.404029112904869)	('>500', 6.983495398441663)	('>1k', 7.34402406770118)	('>5k', 3.2825690500470532)	('>10k+', 18.176194784460197)
ERR1756095_2	(1.0, 25.54459693511053)	(2.0, 3.487179290462143)	(3.0, 1.7647755922081134)	(4.0, 1.2532010001837965)	(5.0, 0.968512912535097)	(6.0, 0.7243731326057402)	(7.0, 0.6532703137524373)	(8.0, 0.5821989840727603)	(9.0, 0.4688880549106553)	('>10', 7.735084570380691)	('>50', 3.68977560546868)	('>100', 11.551109153869485)	('>500', 6.812141828847981)	('>1k', 13.823142572770063)	('>5k', 8.377075030083294)	('>10k+', 12.564675022738525)
ERR1756101_1	(1.0, 26.691091940626)	(2.0, 3.5659552538465817)	(3.0, 1.8340032769597305)	(4.0, 1.3068087359307257)	(5.0, 0.995331741157719)	(6.0, 0.8387490169939701)	(7.0, 0.6923702102659819)	(8.0, 0.6007520462762961)	(9.0, 0.5586089139512197)	('>10', 8.49696937534629)	('>50', 4.350521655265815)	('>100', 9.722220804569226)	('>500', 4.9715714890965055)	('>1k', 9.868993035875667)	('>5k', 0.6372664614690322)	('>10k+', 24.868786042369234)
ERR1756101_2	(1.0, 23.865115393032195)	(2.0, 3.2854080232591523)	(3.0, 1.6920406303958895)	(4.0, 1.1121401109106557)	(5.0, 0.9035518991808194)	(6.0, 0.7284520465661033)	(7.0, 0.5964337912914495)	(8.0, 0.5454829587724119)	(9.0, 0.499318254350802)	('>10', 8.327314096560265)	('>50', 4.127950294627102)	('>100', 12.086952113230186)	('>500', 6.083989254210944)	('>1k', 15.36388764428227)	('>5k', 4.335149756818199)	('>10k+', 16.446813732511544)
ERR1756105_1	(1.0, 7.747946196372764)	(2.0, 1.4602372816808622)	(3.0, 0.8325620153172395)	(4.0, 0.5582259221331897)	(5.0, 0.44885326511247103)	(6.0, 0.3607250561679713)	(7.0, 0.3118437727957506)	(8.0, 0.2698932964169215)	(9.0, 0.2486346221261621)	('>10', 4.185058322234793)	('>50', 2.1050402460335644)	('>100', 6.156790960651297)	('>500', 3.3209770050310694)	('>1k', 12.308463726887089)	('>5k', 5.654539409069508)	('>10k+', 54.030208901969345)
ERR1756105_2	(1.0, 4.8267447360105695)	(2.0, 1.1006176209478933)	(3.0, 0.6708575416343064)	(4.0, 0.5151341830209789)	(5.0, 0.4025296927434122)	(6.0, 0.34332132947244187)	(7.0, 0.2789416497781021)	(8.0, 0.2510949086758073)	(9.0, 0.21613831658101024)	('>10', 3.913538455411044)	('>50', 2.0420010133362503)	('>100', 5.690489130940357)	('>500', 3.389806412470679)	('>1k', 11.275594910829387)	('>5k', 6.925073623266878)	('>10k+', 58.15811647488087)
ERR1756107_1	(1.0, 23.064522162218477)	(2.0, 3.489439229501381)	(3.0, 1.8934198516646357)	(4.0, 1.3205210245721426)	(5.0, 1.038198680228646)	(6.0, 0.8045445322602516)	(7.0, 0.6633696181463126)	(8.0, 0.6263974116495686)	(9.0, 0.5119866551441312)	('>10', 9.11288674806482)	('>50', 4.47091405088309)	('>100', 10.504348737655143)	('>500', 5.4027178704078915)	('>1k', 12.124351421547122)	('>5k', 1.0685714509802597)	('>10k+', 23.90381055507613)
ERR1756107_2	(1.0, 23.360543080911782)	(2.0, 3.386398017330692)	(3.0, 1.8441935861001753)	(4.0, 1.331197153862377)	(5.0, 1.02656968988176)	(6.0, 0.85012000268314)	(7.0, 0.7158501253559328)	(8.0, 0.5826744118788377)	(9.0, 0.5787914932711783)	('>10', 9.3556076073234)	('>50', 4.4802072686297585)	('>100', 14.676513070175295)	('>500', 5.945951586500162)	('>1k', 8.32928227803532)	('>5k', 2.3159774578281707)	('>10k+', 21.22012317023203)
ERR1756111_1	(1.0, 23.990801482530593)	(2.0, 3.406366223339207)	(3.0, 1.8539910054159379)	(4.0, 1.2660847231834031)	(5.0, 1.0116154257910508)	(6.0, 0.8501239891066249)	(7.0, 0.6774436487127341)	(8.0, 0.5949037748669131)	(9.0, 0.5519694695975038)	('>10', 8.807713916476297)	('>50', 4.132991759599774)	('>100', 10.666337377551574)	('>500', 4.352963061129245)	('>1k', 9.898475671736154)	('>5k', 4.223239381984813)	('>10k+', 23.714979088978165)
ERR1756111_2	(1.0, 23.47978216498966)	(2.0, 3.122281101965151)	(3.0, 1.6440599941657172)	(4.0, 1.1190295389705367)	(5.0, 0.8804392062786527)	(6.0, 0.7413115872977786)	(7.0, 0.5803070944306121)	(8.0, 0.5083775824320026)	(9.0, 0.47673715240155645)	('>10', 8.14605386694326)	('>50', 4.386341269239392)	('>100', 12.014399615988)	('>500', 6.678515284515845)	('>1k', 14.106460415043347)	('>5k', 2.395507331021033)	('>10k+', 19.72039679431746)
ERR1756115_1	(1.0, 2.890419968731468)	(2.0, 0.966348590220497)	(3.0, 0.6207989649037684)	(4.0, 0.47252142972666994)	(5.0, 0.36573400183298294)	(6.0, 0.32217370208636587)	(7.0, 0.2765432098765432)	(8.0, 0.26532966736751307)	(9.0, 0.21853469189713734)	('>10', 3.8226966413283736)	('>50', 1.9064316135640735)	('>100', 6.0548816647797725)	('>500', 4.1960644778694265)	('>1k', 9.997563210954768)	('>5k', 9.134422340827)	('>10k+', 58.489535824033645)
ERR1756115_2	(1.0, 4.053725545197834)	(2.0, 1.1085907790205536)	(3.0, 0.6928291655297367)	(4.0, 0.512885386478883)	(5.0, 0.41834607596975143)	(6.0, 0.3457614779267533)	(7.0, 0.29994774069243213)	(8.0, 0.27240753980449417)	(9.0, 0.23591224550372297)	('>10', 3.9006509208121107)	('>50', 2.0273735811921085)	('>100', 5.759951178334162)	('>500', 3.7296602622493347)	('>1k', 9.613140979249806)	('>5k', 8.826113692893255)	('>10k+', 58.20270342914506)
ERR1756118_1	(1.0, 17.616947578765156)	(2.0, 3.1060732943724187)	(3.0, 1.7392639154440008)	(4.0, 1.199825434538745)	(5.0, 0.9140654358924752)	(6.0, 0.847808771527701)	(7.0, 0.6876986239261884)	(8.0, 0.6158991422403375)	(9.0, 0.5026925216883045)	('>10', 8.831282273994868)	('>50', 4.074877141968366)	('>100', 9.559174633040813)	('>500', 5.407539708398214)	('>1k', 10.44432484387937)	('>5k', 6.565621108745669)	('>10k+', 27.88690557157737)
ERR1756118_2	(1.0, 16.386049214510912)	(2.0, 2.8097076512651684)	(3.0, 1.6106707861792875)	(4.0, 1.123827268117224)	(5.0, 0.876712522897225)	(6.0, 0.7620695899314962)	(7.0, 0.6601130849396261)	(8.0, 0.5550451976799999)	(9.0, 0.5052037463965948)	('>10', 8.139159528163509)	('>50', 3.4674115200972513)	('>100', 8.76240695929305)	('>500', 3.964798720074204)	('>1k', 13.82915486018669)	('>5k', 8.969807532738571)	('>10k+', 27.577861817529183)
ERR1756127_1	(1.0, 28.79907796799718)	(2.0, 3.6567106476423596)	(3.0, 1.903241637043225)	(4.0, 1.2906797129680923)	(5.0, 0.997847617825308)	(6.0, 0.7331389688105788)	(7.0, 0.661389383141142)	(8.0, 0.5336521433971221)	(9.0, 0.5478970038860392)	('>10', 9.135330081835097)	('>50', 3.738604261525364)	('>100', 10.288325191896428)	('>500', 4.4662431073074345)	('>1k', 8.845310394279222)	('>5k', 1.4761610357113981)	('>10k+', 22.92639084473402)
ERR1756127_2	(1.0, 28.313582058184355)	(2.0, 3.62481965779273)	(3.0, 1.8745552085250343)	(4.0, 1.2757816558916537)	(5.0, 1.0367567821267223)	(6.0, 0.8270198320872535)	(7.0, 0.6675116950018574)	(8.0, 0.5705304091355451)	(9.0, 0.5527505243849645)	('>10', 8.677138371737234)	('>50', 3.958088360636263)	('>100', 11.830895522284074)	('>500', 5.243774027351886)	('>1k', 11.304669984905786)	('>5k', 4.088073830534201)	('>10k+', 16.154052079420424)
ERR1756130_1	(1.0, 20.716364707125013)	(2.0, 2.9651248916467807)	(3.0, 1.5590078656757953)	(4.0, 1.0609606649622552)	(5.0, 0.777052509254242)	(6.0, 0.6513396093883586)	(7.0, 0.5473783422178538)	(8.0, 0.4804082269721395)	(9.0, 0.4202785165575051)	('>10', 6.635112908122695)	('>50', 3.02568748515019)	('>100', 8.803810409493336)	('>500', 4.49979295341343)	('>1k', 14.005589853852591)	('>5k', 5.181599813846675)	('>10k+', 28.670491242321123)
ERR1756130_2	(1.0, 18.185732421088332)	(2.0, 2.690579751581633)	(3.0, 1.455549548855461)	(4.0, 0.9908476623893129)	(5.0, 0.7671238972388845)	(6.0, 0.6531579186550693)	(7.0, 0.5710613838354309)	(8.0, 0.47049765194477666)	(9.0, 0.41969750789577875)	('>10', 6.707720579020688)	('>50', 2.9589888940939186)	('>100', 9.523931227768665)	('>500', 4.719900434120417)	('>1k', 14.531733658921262)	('>5k', 6.0702863368466335)	('>10k+', 29.28319112574374)
ERR1756131_1	(1.0, 2.1871191846396942)	(2.0, 0.6976391634160705)	(3.0, 0.4348947856355717)	(4.0, 0.32972415120082565)	(5.0, 0.2871602908336103)	(6.0, 0.23614196505098917)	(7.0, 0.21861352597853148)	(8.0, 0.19037123849172335)	(9.0, 0.1639874757298536)	('>10', 3.211749374661092)	('>50', 1.81082259033159)	('>100', 5.454697184371484)	('>500', 3.39045928154536)	('>1k', 9.364923880657933)	('>5k', 4.340056091005032)	('>10k+', 67.68163981645064)
ERR1756131_2	(1.0, 3.950297874804403)	(2.0, 0.9692178328586959)	(3.0, 0.6049198862702545)	(4.0, 0.4467053924867643)	(5.0, 0.36824496981294247)	(6.0, 0.3047653821904668)	(7.0, 0.26631621700575836)	(8.0, 0.2377665525078794)	(9.0, 0.22235541938937753)	('>10', 3.9648041956028504)	('>50', 2.227701959982037)	('>100', 6.119082131896922)	('>500', 3.3956531770308356)	('>1k', 10.308059284965847)	('>5k', 5.576800795904051)	('>10k+', 61.03730892729092)
ERR1756135_1	(1.0, 25.427100774117584)	(2.0, 3.7386584067255098)	(3.0, 2.0029082720198597)	(4.0, 1.3288635784736522)	(5.0, 1.0237081357452202)	(6.0, 0.7996490564077465)	(7.0, 0.6773641713253098)	(8.0, 0.6300789332211184)	(9.0, 0.5615504983553948)	('>10', 9.036866630053998)	('>50', 4.611483044873413)	('>100', 10.969771840969972)	('>500', 4.741663778540966)	('>1k', 9.839863839325831)	('>5k', 2.31929714640927)	('>10k+', 22.291171893435155)
